"","X","title","timing","scope","severity","score","invasive","Common_Name","Scientific_name","GBIF_ID","Dietary_Guild","Water_Forager","Ground.Understory_Forager","Midhigh.Canopy_Forager","Aerial_Forager","Foraging.Strata","Activity_Time","Global.IUCN.Red.List.Category","Annual_Trend","Mean_Wing_Length_.mm.","Mean_M_Wing_Length_.mm.","Mean_F_Wing_Length_.mm.","Mean_Tail_Length_.mm.","Mean_M_Tail_Length_.mm.","Mean_F_Tail_Length_.mm.","Mean_Bill_Length_.mm.","Mean_M_Bill_Length_.mm.","Mean_F_Bill_Length_.mm.","Wingspan_cm","Mean_Body_Length_.cm.","Mean_M_Body_Length_.cm.","Mean_F_Body_Length_.cm.","Mean_Body_Mass_.g.","Mean_F_Body_Mass_.g.","Mean_M_Body_Mass_.g.","Mean_Clutch_Size_.n.","Clutches_per_year","Life_Span_.years.","Generation_length","Number_of_Subspecies","Population_size_MIN","Population_size_MAX","Social","Flight_pattern","Migration.Distance","Migration.Status","Scienttific_name","Waterfowl","Birds.of.Prey","Wetland.Birds","Seabirds","Forest.Birds","All.Other.Birds.","Shorebirds","Grassland.Birds","Aerial.Insectivores","Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies","Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards","Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes","Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles","Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances","Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances","Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud","Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada","Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres","Anser caerulescens","Anser rossii","Anser albifrons","Branta bernicla","Branta canadensis","Cygnus buccinator","Cygnus columbianus","Spatula cyanoptera","Spatula clypeata","Mareca penelope","Aythya marila","Somateria spectabilis","Somateria mollissima","Histrionicus histrionicus","Melanitta perspicillata","Melanitta deglandi","Melanitta nigra","Clangula hyemalis","Bucephala clangula","Bucephala islandica","Mergus merganser","Mergus serrator","Colinus virginianus","Centrocercus urophasianus","Lagopus lagopus","Lagopus muta","Tympanuchus cupido","Podiceps auritus","Podiceps grisegena","Podiceps nigricollis","Coccyzus americanus","Antrostomus carolinensis","Antrostomus vociferus","Cypseloides niger","Chaetura pelagica","Selasphorus rufus","Rallus elegans","Grus americana","Pluvialis squatarola","Pluvialis dominica","Pluvialis fulva","Charadrius nivosus","Charadrius hiaticula","Charadrius semipalmatus","Charadrius melodus","Charadrius montanus","Numenius phaeopus","Numenius borealis","Numenius americanus","Limosa haemastica","Arenaria interpres","Arenaria melanocephala","Calidris canutus","Calidris virgata","Calidris pugnax","Calidris acuminata","Calidris himantopus","Calidris alba","Calidris alpina","Calidris ptilocnemis","Calidris maritima","Calidris bairdii","Calidris minutilla","Calidris fuscicollis","Calidris subruficollis","Calidris melanotos","Calidris pusilla","Calidris mauri","Limnodromus scolopaceus","Gallinago delicata","Tringa incana","Tringa flavipes","Phalaropus lobatus","Phalaropus fulicarius","Catharacta skua","Stercorarius pomarinus","Stercorarius parasiticus","Stercorarius longicaudus","Alle alle","Uria aalge","Uria lomvia","Alca torda","Cepphus grylle","Cepphus columba","Brachyramphus marmoratus","Synthliboramphus scrippsi","Synthliboramphus antiquus","Ptychoramphus aleuticus","Aethia psittacula","Cerorhinca monocerata","Fratercula arctica","Fratercula corniculata","Fratercula cirrhata","Rissa tridactyla","Pagophila eburnea","Xema sabini","Rhodostethia rosea","Larus heermanni","Larus californicus","Larus argentatus","Larus glaucoides","Larus fuscus","Larus marinus","Chlidonias niger","Sterna dougallii","Sterna hirundo","Sterna paradisaea","Gavia stellata","Gavia pacifica","Gavia immer","Gavia adamsii","Phoebastria immutabilis","Phoebastria nigripes","Phoebastria albatrus","Fulmarus glacialis","Pterodroma ultima","Pterodroma inexpectata","Calonectris diomedea","Ardenna tenuirostris","Ardenna gravis","Ardenna creatopus","Ardenna carneipes","Puffinus puffinus","Oceanites oceanicus","Morus bassanus","Phalacrocorax carbo","Pelecanus occidentalis","Plegadis falcinellus","Gymnogyps californianus","Pandion haliaetus","Accipiter gentilis","Buteo lagopus","Buteo regalis","Aquila chrysaetos","Surnia ulula","Strix occidentalis","Asio otus","Asio flammeus","Aegolius funereus","Melanerpes erythrocephalus","Falco columbarius","Falco rusticolus","Falco peregrinus","Contopus cooperi","Lanius ludovicianus","Perisoreus canadensis","Eremophila alpestris","Riparia riparia","Hirundo rustica","Oenanthe oenanthe","Catharus bicknelli","Catharus guttatus","Hylocichla mustelina","Turdus migratorius","Sturnus vulgaris","Anthus rubescens","Anthus spragueii","Calcarius lapponicus","Calcarius ornatus","Calcarius pictus","Plectrophenax nivalis","Spizella breweri","Zonotrichia querula","Sturnella magna","Euphagus carolinus","Quiscalus quiscula","Vermivora chrysoptera","Mniotilta varia","Setophaga ruticilla","Strix nebulosa"
"1211",1211,"Fire & fire suppression","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Brewer's Sparrow","Spizella_breweri",2492099,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-1.12,68.245365,62.8,60.1,56.51998,62,59.4,9.688205,7.59,7.35,19,14,13.18672,12.61596,10.9,9,8.9,3.08,1,5.2,3.8,2,1.6e+07,187135449.3,"Solitary/Flocks","Finch-like","long","Obligate","Spizella breweri",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1",NA,NA,NA,NA,NA,NA,NA,NA
"1212",1212,"Increase in fire frequency/intensity","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Brewer's Sparrow","Spizella_breweri",2492099,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-1.12,68.245365,62.8,60.1,56.51998,62,59.4,9.688205,7.59,7.35,19,14,13.18672,12.61596,10.9,9,8.9,3.08,1,5.2,3.8,2,1.6e+07,187135449.3,"Solitary/Flocks","Finch-like","long","Obligate","Spizella breweri",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1.1",NA,NA,NA,NA,NA,NA,NA,NA
"1213",1213,"Invasive non-native/alien species/diseases (Bromus tectorum)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Bromus tectorum","Brewer's Sparrow","Spizella_breweri",2492099,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-1.12,68.245365,62.8,60.1,56.51998,62,59.4,9.688205,7.59,7.35,19,14,13.18672,12.61596,10.9,9,8.9,3.08,1,5.2,3.8,2,1.6e+07,187135449.3,"Solitary/Flocks","Finch-like","long","Obligate","Spizella breweri",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1",NA,NA,NA,NA,NA,NA,NA,NA
"1214",1214,"Named species (Bromus tectorum)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Bromus tectorum","Brewer's Sparrow","Spizella_breweri",2492099,"Omnivore",0,100,0,0,"Ground.Understory",0,"LC",-1.12,68.245365,62.8,60.1,56.51998,62,59.4,9.688205,7.59,7.35,19,14,13.18672,12.61596,10.9,9,8.9,3.08,1,5.2,3.8,2,1.6e+07,187135449.3,"Solitary/Flocks","Finch-like","long","Obligate","Spizella breweri",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.1.2",NA,NA,NA,NA,NA,NA,NA,NA
"1215",1215,"Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Harris's Sparrow","Zonotrichia_querula",5231139,"PlantSeed",0,100,0,0,"Ground.Understory",0,"NT",-2.830024,94.162165,87,82.7,78.05737,84.3,79.8,12.8545,12.1,12.2,27.5,19,23.20194,21.11141,35.525,33.7,37.4,4,1,11.7,3.15,0,2e+06,113524264.1,"Flocks","Swallow-like","short","Obligate","Zonotrichia querula",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.1",NA,NA,NA,NA,NA,NA,NA
"1216",1216,"Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Harris's Sparrow","Zonotrichia_querula",5231139,"PlantSeed",0,100,0,0,"Ground.Understory",0,"NT",-2.830024,94.162165,87,82.7,78.05737,84.3,79.8,12.8545,12.1,12.2,27.5,19,23.20194,21.11141,35.525,33.7,37.4,4,1,11.7,3.15,0,2e+06,113524264.1,"Flocks","Swallow-like","short","Obligate","Zonotrichia querula",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.1",NA,NA,NA,NA,NA,NA,NA
"1217",1217,"Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Harris's Sparrow","Zonotrichia_querula",5231139,"PlantSeed",0,100,0,0,"Ground.Understory",0,"NT",-2.830024,94.162165,87,82.7,78.05737,84.3,79.8,12.8545,12.1,12.2,27.5,19,23.20194,21.11141,35.525,33.7,37.4,4,1,11.7,3.15,0,2e+06,113524264.1,"Flocks","Swallow-like","short","Obligate","Zonotrichia querula",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1",NA,NA,NA,NA,NA,NA,NA
"1218",1218,"Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Harris's Sparrow","Zonotrichia_querula",5231139,"PlantSeed",0,100,0,0,"Ground.Understory",0,"NT",-2.830024,94.162165,87,82.7,78.05737,84.3,79.8,12.8545,12.1,12.2,27.5,19,23.20194,21.11141,35.525,33.7,37.4,4,1,11.7,3.15,0,2e+06,113524264.1,"Flocks","Swallow-like","short","Obligate","Zonotrichia querula",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1.3",NA,NA,NA,NA,NA,NA,NA
"1219",1219,"Fire & fire suppression","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Harris's Sparrow","Zonotrichia_querula",5231139,"PlantSeed",0,100,0,0,"Ground.Understory",0,"NT",-2.830024,94.162165,87,82.7,78.05737,84.3,79.8,12.8545,12.1,12.2,27.5,19,23.20194,21.11141,35.525,33.7,37.4,4,1,11.7,3.15,0,2e+06,113524264.1,"Flocks","Swallow-like","short","Obligate","Zonotrichia querula",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1",NA,NA,NA,NA,NA,NA,NA
"1220",1220,"Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Harris's Sparrow","Zonotrichia_querula",5231139,"PlantSeed",0,100,0,0,"Ground.Understory",0,"NT",-2.830024,94.162165,87,82.7,78.05737,84.3,79.8,12.8545,12.1,12.2,27.5,19,23.20194,21.11141,35.525,33.7,37.4,4,1,11.7,3.15,0,2e+06,113524264.1,"Flocks","Swallow-like","short","Obligate","Zonotrichia querula",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.1.1",NA,NA,NA,NA,NA,NA,NA
"1221",1221,"Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eastern Meadowlark","Sturnella_magna",2484254,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-3.72,113.1151,110,100,73.477265,71.4,64.3,20.94952,22,20.1,35.5,24,23.5,21,91.8075,79.38333334,103.05,5,2,11.66666667,3.15,23,3.7e+07,80241081.58,"Pairs/Winter Flocks","Hawk-like","nonmigratory","Facultative","Sturnella magna",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1",NA,NA,NA,NA,NA,NA
"1222",1222,"Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eastern Meadowlark","Sturnella_magna",2484254,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-3.72,113.1151,110,100,73.477265,71.4,64.3,20.94952,22,20.1,35.5,24,23.5,21,91.8075,79.38333334,103.05,5,2,11.66666667,3.15,23,3.7e+07,80241081.58,"Pairs/Winter Flocks","Hawk-like","nonmigratory","Facultative","Sturnella magna",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1.3",NA,NA,NA,NA,NA,NA
"1223",1223,"Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eastern Meadowlark","Sturnella_magna",2484254,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-3.72,113.1151,110,100,73.477265,71.4,64.3,20.94952,22,20.1,35.5,24,23.5,21,91.8075,79.38333334,103.05,5,2,11.66666667,3.15,23,3.7e+07,80241081.58,"Pairs/Winter Flocks","Hawk-like","nonmigratory","Facultative","Sturnella magna",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3",NA,NA,NA,NA,NA,NA
"1224",1224,"Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Eastern Meadowlark","Sturnella_magna",2484254,"Invertebrate",0,100,0,0,"Ground.Understory",0,"NT",-3.72,113.1151,110,100,73.477265,71.4,64.3,20.94952,22,20.1,35.5,24,23.5,21,91.8075,79.38333334,103.05,5,2,11.66666667,3.15,23,3.7e+07,80241081.58,"Pairs/Winter Flocks","Hawk-like","nonmigratory","Facultative","Sturnella magna",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3.3",NA,NA,NA,NA,NA,NA
