"","code","title","timing","scope","severity","score","invasive","species","X.y","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","category.n"
"112","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Unknown",NA,NA,"Petroica archboldi",6555,7126,"Petroicidae","Passeriformes","AVIBASE-D7B7C65F",2,1,1,0,2,13,7,3,3.6,21.4,93,18.4,74.6,19.8,65.5,12.2,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",-4.46,-3.9,-4.17,138,2698.63,22704799,0
"113","7.1","Fire & fire suppression","Future","Unknown","Unknown",NA,NA,"Pogoniulus makawai",9492,3711,"Lybiidae","Piciformes","AVIBASE-D1E3DE2E",1,0,1,0,1,10.4,7.6,5,5.2,13.9,53.8,8.6,45.2,16,27,13.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-13.12,-12.54,-12.83,24.41,4084.19,22724370,0
"114","7.1.1","Increase in fire frequency/intensity","Future","Unknown","Unknown",NA,NA,"Pogoniulus makawai",9492,3711,"Lybiidae","Piciformes","AVIBASE-D1E3DE2E",1,0,1,0,1,10.4,7.6,5,5.2,13.9,53.8,8.6,45.2,16,27,13.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-13.12,-12.54,-12.83,24.41,4084.19,22724370,0
"115","5.1","Hunting & trapping terrestrial animals","Ongoing","Unknown","Slow, Significant Declines","Unknown",NA,"Pseudochelidon eurystomina",4603,7676,"Hirundinidae","Passeriformes","AVIBASE-F0C6A985",5,2,2,1,5,14.5,8.6,5.4,5,13.8,118.9,58.5,60.4,49.2,50.8,26,"EltonTraits_Model",NA,"NO",NA,NA,"Riverine",2,3,"Carnivore","Invertivore","Aerial",-4.31,3.42,0.1,17.03,113181.07,22712036,0
"116","5.1.1","Intentional use (species is the target)","Ongoing","Unknown","Slow, Significant Declines","Unknown",NA,"Pseudochelidon eurystomina",4603,7676,"Hirundinidae","Passeriformes","AVIBASE-F0C6A985",5,2,2,1,5,14.5,8.6,5.4,5,13.8,118.9,58.5,60.4,49.2,50.8,26,"EltonTraits_Model",NA,"NO",NA,NA,"Riverine",2,3,"Carnivore","Invertivore","Aerial",-4.31,3.42,0.1,17.03,113181.07,22712036,0
"117","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Pseudochelidon eurystomina",4603,7676,"Hirundinidae","Passeriformes","AVIBASE-F0C6A985",5,2,2,1,5,14.5,8.6,5.4,5,13.8,118.9,58.5,60.4,49.2,50.8,26,"EltonTraits_Model",NA,"NO",NA,NA,"Riverine",2,3,"Carnivore","Invertivore","Aerial",-4.31,3.42,0.1,17.03,113181.07,22712036,0
"118","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Pseudochelidon eurystomina",4603,7676,"Hirundinidae","Passeriformes","AVIBASE-F0C6A985",5,2,2,1,5,14.5,8.6,5.4,5,13.8,118.9,58.5,60.4,49.2,50.8,26,"EltonTraits_Model",NA,"NO",NA,NA,"Riverine",2,3,"Carnivore","Invertivore","Aerial",-4.31,3.42,0.1,17.03,113181.07,22712036,0
"119","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Pseudochelidon eurystomina",4603,7676,"Hirundinidae","Passeriformes","AVIBASE-F0C6A985",5,2,2,1,5,14.5,8.6,5.4,5,13.8,118.9,58.5,60.4,49.2,50.8,26,"EltonTraits_Model",NA,"NO",NA,NA,"Riverine",2,3,"Carnivore","Invertivore","Aerial",-4.31,3.42,0.1,17.03,113181.07,22712036,0
"120","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Pseudochelidon eurystomina",4603,7676,"Hirundinidae","Passeriformes","AVIBASE-F0C6A985",5,2,2,1,5,14.5,8.6,5.4,5,13.8,118.9,58.5,60.4,49.2,50.8,26,"EltonTraits_Model",NA,"NO",NA,NA,"Riverine",2,3,"Carnivore","Invertivore","Aerial",-4.31,3.42,0.1,17.03,113181.07,22712036,0
"121","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Spizocorys obbiensis",3008,7339,"Alaudidae","Passeriformes","AVIBASE-D7A55FB3",9,2,6,1,0,12.7,8.4,4.4,5.7,19.5,67.4,23.1,58.4,28.3,36.7,13.5,"Dunning",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index","Spizocorys fringillaris","Desert",3,1,"Omnivore","Invertivore","Terrestrial",1.52,7.03,4.23,47.11,55209.01,22717360,0
"122","2.3.4","Scale Unknown/Unrecorded","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Spizocorys obbiensis",3008,7339,"Alaudidae","Passeriformes","AVIBASE-D7A55FB3",9,2,6,1,0,12.7,8.4,4.4,5.7,19.5,67.4,23.1,58.4,28.3,36.7,13.5,"Dunning",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index","Spizocorys fringillaris","Desert",3,1,"Omnivore","Invertivore","Terrestrial",1.52,7.03,4.23,47.11,55209.01,22717360,0
"123","5.3","Logging & wood harvesting","Ongoing","Unknown","Unknown",NA,NA,"Spizocorys obbiensis",3008,7339,"Alaudidae","Passeriformes","AVIBASE-D7A55FB3",9,2,6,1,0,12.7,8.4,4.4,5.7,19.5,67.4,23.1,58.4,28.3,36.7,13.5,"Dunning",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index","Spizocorys fringillaris","Desert",3,1,"Omnivore","Invertivore","Terrestrial",1.52,7.03,4.23,47.11,55209.01,22717360,0
"124","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Unknown","Unknown",NA,NA,"Spizocorys obbiensis",3008,7339,"Alaudidae","Passeriformes","AVIBASE-D7A55FB3",9,2,6,1,0,12.7,8.4,4.4,5.7,19.5,67.4,23.1,58.4,28.3,36.7,13.5,"Dunning",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index","Spizocorys fringillaris","Desert",3,1,"Omnivore","Invertivore","Terrestrial",1.52,7.03,4.23,47.11,55209.01,22717360,0
"125","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Unknown",NA,NA,"Sylvietta philippae",4965,7357,"Macrosphenidae","Passeriformes","AVIBASE-0B44E704",2,2,0,0,2,10.8,6.2,2.3,3,16,52,3.5,48.5,6.8,22,8.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",3.19,9.59,6.26,45.23,206306.37,22715121,0
"126","2.3.4","Scale Unknown/Unrecorded","Ongoing","Minority (<50%)","Unknown",NA,NA,"Sylvietta philippae",4965,7357,"Macrosphenidae","Passeriformes","AVIBASE-0B44E704",2,2,0,0,2,10.8,6.2,2.3,3,16,52,3.5,48.5,6.8,22,8.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",3.19,9.59,6.26,45.23,206306.37,22715121,0
"127","5.2","Gathering terrestrial plants","Ongoing","Minority (<50%)","Unknown",NA,NA,"Sylvietta philippae",4965,7357,"Macrosphenidae","Passeriformes","AVIBASE-0B44E704",2,2,0,0,2,10.8,6.2,2.3,3,16,52,3.5,48.5,6.8,22,8.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",3.19,9.59,6.26,45.23,206306.37,22715121,0
"128","5.2.2","Unintentional effects (species is not the target)","Ongoing","Minority (<50%)","Unknown",NA,NA,"Sylvietta philippae",4965,7357,"Macrosphenidae","Passeriformes","AVIBASE-0B44E704",2,2,0,0,2,10.8,6.2,2.3,3,16,52,3.5,48.5,6.8,22,8.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",3.19,9.59,6.26,45.23,206306.37,22715121,0
"129","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Unknown",NA,NA,"Sylvietta philippae",4965,7357,"Macrosphenidae","Passeriformes","AVIBASE-0B44E704",2,2,0,0,2,10.8,6.2,2.3,3,16,52,3.5,48.5,6.8,22,8.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",3.19,9.59,6.26,45.23,206306.37,22715121,0
"130","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Unknown",NA,NA,"Sylvietta philippae",4965,7357,"Macrosphenidae","Passeriformes","AVIBASE-0B44E704",2,2,0,0,2,10.8,6.2,2.3,3,16,52,3.5,48.5,6.8,22,8.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",3.19,9.59,6.26,45.23,206306.37,22715121,0
"131","5.3","Logging & wood harvesting","Ongoing","Unknown","Unknown",NA,NA,"Tanysiptera hydrocharis",1946,3512,"Alcedinidae","Coraciiformes","AVIBASE-A82E59C9",4,2,2,0,4,28.4,22.1,8.5,9.7,16.5,87,18,69,20.7,155.5,33,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.33,-5.32,-8.02,140.29,48882.84,22683572,0
"132","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Unknown","Unknown",NA,NA,"Tanysiptera hydrocharis",1946,3512,"Alcedinidae","Coraciiformes","AVIBASE-A82E59C9",4,2,2,0,4,28.4,22.1,8.5,9.7,16.5,87,18,69,20.7,155.5,33,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.33,-5.32,-8.02,140.29,48882.84,22683572,0
"133","5.1","Hunting & trapping terrestrial animals","Ongoing","Unknown","Unknown",NA,NA,"Turnix worcesteri",1476,2557,"Turnicidae","Charadriiformes","AVIBASE-8517D68D",2,1,1,0,2,10.2,6.5,3.5,5.4,16.6,66.8,21,45.8,31.5,27,67,"Updated_literature","Dunning (2021)","NO",NA,NA,"Grassland",3,1,"Omnivore","Omnivore","Terrestrial",12.54,18.65,15.95,121.42,105069.59,22680588,0
"134","5.1.1","Intentional use (species is the target)","Ongoing","Unknown","Unknown",NA,NA,"Turnix worcesteri",1476,2557,"Turnicidae","Charadriiformes","AVIBASE-8517D68D",2,1,1,0,2,10.2,6.5,3.5,5.4,16.6,66.8,21,45.8,31.5,27,67,"Updated_literature","Dunning (2021)","NO",NA,NA,"Grassland",3,1,"Omnivore","Omnivore","Terrestrial",12.54,18.65,15.95,121.42,105069.59,22680588,0
"135","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Tyto almae",10690,2719,"Tytonidae","Strigiformes","AVIBASE-7ED913E9",1,1,0,0,1,29,14.6,7.3,12.8,53,213,65.1,147.9,30.6,83,540,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Generalist",-3.33,-2.98,-3.14,129.43,1302.34,62172832,0
"136","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Tyto almae",10690,2719,"Tytonidae","Strigiformes","AVIBASE-7ED913E9",1,1,0,0,1,29,14.6,7.3,12.8,53,213,65.1,147.9,30.6,83,540,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Generalist",-3.33,-2.98,-3.14,129.43,1302.34,62172832,0
"137","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Tyto almae",10690,2719,"Tytonidae","Strigiformes","AVIBASE-7ED913E9",1,1,0,0,1,29,14.6,7.3,12.8,53,213,65.1,147.9,30.6,83,540,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Carnivore","Vertivore","Generalist",-3.33,-2.98,-3.14,129.43,1302.34,62172832,0
"138",NA,NA,NA,NA,NA,NA,NA,"Aerodramus papuensis",NA,1148,"Apodidae","Caprimulgiformes","AVIBASE-10591B00",4,2,2,0,4,8.5,3.8,3.3,2.5,11.1,132.5,93.3,39.2,70.4,50.9,19.9,"Dunning",NA,"NO",NA,NA,"Rock",1,1,"Carnivore","Invertivore","Aerial",-8.24,-2,-4.46,142.96,163508.74,22686552,0
"139",NA,NA,NA,NA,NA,NA,NA,"Cypseloides cherriei",NA,1105,"Apodidae","Caprimulgiformes","AVIBASE-258B1B37",5,2,2,1,4,7.1,3.5,3.3,2.6,12.7,124.8,84.1,40.7,67.4,44.7,22.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Aerial",-0.93,10.15,3.35,-75.73,111074.69,22686458,0
"140",NA,NA,NA,NA,NA,NA,NA,"Cypseloides storeri",NA,1107,"Apodidae","Caprimulgiformes","AVIBASE-DD9CB478",0,0,0,0,0,8.6,3.7,3.7,2.4,16,137.2,93.1,44.1,67.8,44.8,39.5,"Dunning",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Cypseloides cryptus","Forest",1,1,"Carnivore","Invertivore","Aerial",17.16,20,18.67,-101.27,84466.8,22686461,0
"141",NA,NA,NA,NA,NA,NA,NA,"Setopagis maculosa",NA,1027,"Caprimulgidae","Caprimulgiformes","AVIBASE-EB7EE121",1,0,1,0,1,18.8,6.5,4.9,1.6,17.7,139,61.5,77.5,44.2,131,47,"Inferred",NA,"YES","Body Mass","Setopagis whitelyi","Forest",2,NA,"Carnivore","Invertivore","Aerial",NA,NA,NA,NA,NA,22689859,0
"142",NA,NA,NA,NA,NA,NA,NA,"Neocrex colombiana",NA,1824,"Rallidae","Gruiformes","AVIBASE-E016F3AC",1,0,1,0,1,21.5,10.1,3.4,6.4,28,97,23,74,23.7,30,58.3,"Inferred",NA,"YES","Body Mass","Neocrex erythrops","Wetland",2,2,"Carnivore","Aquatic predator","Terrestrial",-0.4,12.46,6.06,-76.82,105973.62,22692740,0
"143",NA,NA,NA,NA,NA,NA,NA,"Mirafra pulpa",NA,7300,"Alaudidae","Passeriformes","AVIBASE-F22CCF78",4,1,3,0,4,12.6,8.5,4.8,5.4,19.7,79.4,15.5,63.9,19.6,53.6,21.9,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Omnivore","Granivore","Terrestrial",-3.92,5.28,-0.02,37.41,42119.97,22717033,0
"144",NA,NA,NA,NA,NA,NA,NA,"Cisticola restrictus",NA,7460,"Cisticolidae","Passeriformes","AVIBASE-2E0E6C82",3,2,1,0,3,12.3,7.5,2.4,3.3,18.6,53.3,4.6,48.7,8.7,48.7,13.2,"Dunning",NA,"NO",NA,NA,"Shrubland",2,NA,"Carnivore","Invertivore","Generalist",-2.72,-1.41,-1.99,40.29,3370.75,22713394,0
"145",NA,NA,NA,NA,NA,NA,NA,"Estrilda nigriloris",NA,9791,"Estrildidae","Passeriformes","AVIBASE-9C12483E",1,0,1,0,1,8.8,5.7,4.2,5.3,13.2,45.5,7.9,37.6,17.4,49,7.5,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Grassland",3,1,"Herbivore","Granivore","Generalist",-10.46,-8.28,-9.32,25.65,28361.75,22719581,0
"146",NA,NA,NA,NA,NA,NA,NA,"Carpodacus sillemi",NA,10119,"Fringillidae","Passeriformes","AVIBASE-4C9486AE",0,0,0,0,0,13.6,9.6,5.8,6.1,18.2,101.2,29.4,71.8,27.9,69,28.9,"EltonTraits_GenAvg",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Carpodacus roborowskii","Rock",3,2,"Herbivore","Granivore","Terrestrial",34.87,36.43,35.61,86.07,23268.34,22720493,0
"147",NA,NA,NA,NA,NA,NA,NA,"Petrochelidon perdita",NA,7692,"Hirundinidae","Passeriformes","AVIBASE-BBDD34B2",1,0,0,1,0,11.1,5.6,3.9,3,13.2,110.5,51.2,59.3,46.3,58.5,20.6,"Inferred",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Body Mass","Petrochelidon spilodera",NA,3,NA,"Carnivore","Invertivore","Aerial",NA,NA,NA,NA,NA,22712390,0
"148",NA,NA,NA,NA,NA,NA,NA,"Oenanthe dubia",NA,9352,"Muscicapidae","Passeriformes","AVIBASE-B2C33E06",4,1,3,0,3,16.1,9.9,3.5,4.4,23,79.2,12.3,66.9,15.5,59.6,19.4,"Inferred",NA,"YES","Body Mass","Oenanthe familiaris","Shrubland",2,3,"Carnivore","Invertivore","Insessorial",8.4,11.11,9.89,40.92,65375.12,22710380,0
"149",NA,NA,NA,NA,NA,NA,NA,"Ploceus upembae",NA,9697,"Ploceidae","Passeriformes","AVIBASE-7904C526",0,0,0,0,0,15,9.7,5.4,6.9,18.7,65.2,12.8,52.4,19.6,44.5,18.5,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Ploceus katangae","Wetland",2,1,"Herbivore","Granivore","Insessorial",-9.37,-7.7,-8.49,26.8,10991.59,103811957,0
"150",NA,NA,NA,NA,NA,NA,NA,"Pycnonotus nieuwenhuisii",NA,7899,"Pycnonotidae","Passeriformes","AVIBASE-84F1B408",2,0,2,0,0,18.2,10,4.4,4.7,16.4,84.7,14.1,63.6,18.1,68.7,25.5,"Inferred",NA,"YES","Beak Nares; Beak Width; Beak Depth; Kipp's Distance; Secondary1; Hand-Wing Index; Body Mass","Brachypodius atriceps","Forest",2,2,"Herbivore","Frugivore","Insessorial",1.75,4.81,3.33,100.88,56602.6,22712705,0
"151",NA,NA,NA,NA,NA,NA,NA,"Tityra leucura",NA,5424,"Tityridae","Passeriformes","AVIBASE-8B9C1238",0,0,0,0,0,26.3,18.5,11.6,9.2,21.6,105.7,28.1,77.9,26.5,65.6,43.1,"Updated_literature","Whittaker (2008)","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Tityra inquisitor",NA,1,1,"Herbivore","Frugivore","Insessorial",-9.8,-8.04,-8.92,-62.85,15404.69,103677030,0
