"","Sequence","species","English.name","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","wing.lcentr","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","category.n","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","threatened","hits"
"1344",6773,"Ifrita kowaldi","Blue-capped Ifrit","Ifritidae","Passeriformes","AVIBASE-433A907D",5,2,3,0,4,16.3,10,4.1,4.7,26.8,-0.242439723,79.8,9.8,70.4,12.2,54.2,32.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-10.1,-3.33,-5.87,143.26,91932.48,22705379,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.427114664,-1.021717526,NA,NA,3.841338395,0.021188503,0,2.16216216216216
"1345",6780,"Myiagra rubecula","Leaden Flycatcher","Monarchidae","Passeriformes","AVIBASE-CCCF40F2",20,8,12,0,4,15.9,8.1,5.7,3.9,15.3,-0.272368066,74.2,14,60,18.9,65.6,12.1,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-39.48,-6.1,-22.39,142.56,2268381.7,22707377,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.402765241,2.184050028,-0.199667381,2.4,2.44301341,-0.269384826,0,10.7297297297297
"1346",6789,"Myiagra cyanoleuca","Satin Flycatcher","Monarchidae","Passeriformes","AVIBASE-32EAD9E6",14,4,10,0,4,18.2,9.6,6.8,4.5,15.9,-0.203425989,87.1,19.3,69.3,21.8,75.5,17.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",-43.57,-10.02,-29.81,147.3,1086652.75,22707403,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.033769813,1.448085458,-0.038237683,3,2.4952742,-0.258524981,0,2.51351351351351
"1347",6795,"Myiagra inquieta","Restless Flycatcher","Monarchidae","Passeriformes","AVIBASE-D15675EE",15,3,12,0,6,21.9,11.2,5.7,4.3,19.2,-0.13982826,99,18.5,79.9,18.7,95.3,20.9,"Dunning",NA,"NO",NA,NA,"Woodland",2,2,"Carnivore","Invertivore","Insessorial",-39.95,-22.14,-31.83,143.16,1602441.95,103711768,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.856221535,1.836512043,-0.092047583,2.8,2.199462596,-0.319994928,0,10.8693693693694
"1348",6799,"Arses kaupi","Pied Monarch","Monarchidae","Passeriformes","AVIBASE-1AE95762",10,4,6,0,4,14.5,7,4.4,3.6,19,-0.245111896,79.3,15.1,64.5,19,76.4,13.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-19.62,-15.49,-17.72,145.73,27770.73,22707351,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.293281008,-2.218789332,-0.30728718,2,2.546275747,-0.247926809,0,1.64414414414414
"1349",6800,"Grallina cyanoleuca","Magpie-lark","Monarchidae","Passeriformes","AVIBASE-40BC6550",15,6,9,0,4,26.2,15.6,5.7,5.5,41.7,0.250843509,172.1,46.3,127.8,26.6,115.5,82.6,"Dunning",NA,"NO",NA,NA,"Grassland",2,1,"Carnivore","Aquatic predator","Terrestrial",-40,-8.33,-25.59,133.55,6745925.59,22707425,1,0,0,0,0,0,0,0,0,0,0,0,0,0.518038987,3.273922065,0.096287065,3.5,3.279053221,-0.095654918,0,4.54954954954955
"1350",6802,"Symposiachrus axillaris","Black Monarch","Monarchidae","Passeriformes","AVIBASE-ADD8E888",8,1,7,0,4,14.5,7.4,4.9,4.4,19,-0.254197286,77.6,12.8,64.7,16.5,70.6,15.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-10.27,-0.39,-5.91,143.63,118942.75,22707231,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.14869978,-0.764129635,-0.576336676,1,3.354944741,-0.079884584,0,35.9144144144144
"1351",6806,"Symposiachrus sacerdotum","Flores Monarch","Monarchidae","Passeriformes","AVIBASE-E1D6FE15",1,0,1,0,0,15.9,10.4,5.9,4.3,19.6,-0.28412563,72,11,61,15.3,70,37,"EltonTraits_Model",NA,"YES","Beak Nares","Symposiachrus loricatus","Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.83,-8.41,-8.65,119.98,696.22,22707285,4,1,0,1,0,1,1,0,1,0,0,1,0,-0.285052781,-5.904861497,NA,NA,3.321303116,-0.086875347,1,16.0540540540541
"1352",6823,"Carterornis chrysomela","Golden Monarch","Monarchidae","Passeriformes","AVIBASE-6778547A",10,2,8,0,4,16.4,9.1,5.1,4.5,17.9,-0.28412563,72,11.3,60.8,15.6,55.7,15.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-10.72,0,-5.26,141.05,651592.49,22707339,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.14869978,0.936647431,NA,NA,2.415432926,-0.275116078,0,23.4189189189189
"1353",6831,"Pomarea nigra","Tahiti Monarch","Monarchidae","Passeriformes","AVIBASE-3B79D946",10,2,8,0,4,19.3,10.8,5.8,4.9,27.6,-0.187392948,90.1,18.3,71.8,20.3,71.3,25.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.7,-17.65,-17.67,-149.55,27.52,22707178,5,0,1,0,0,0,0,0,0,0,0,1,0,-0.66122152,-9.135614186,NA,NA,3.024016539,-0.148651795,1,5.59009009009009
"1354",6848,"Monarcha cinerascens","Island Monarch","Monarchidae","Passeriformes","AVIBASE-3B7F9622",135,15,13,107,4,20.7,13.4,6.5,5.3,19.1,-0.244043027,79.5,15.6,67.9,18.7,69.1,29.6,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-11.66,4.55,-3.25,126.73,148476.26,22707237,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.508196333,-0.54234684,-0.468716878,1.4,3.206495147,-0.110732558,0,44.3378378378378
"1355",6855,"Metabolus takatsukasae","Tinian Monarch","Monarchidae","Passeriformes","AVIBASE-52228B7B",6,0,6,0,1,18.7,10.6,5.3,4,23.4,-0.308175191,67.5,12.8,54.7,18.9,66.7,16.4,"Inferred",NA,"YES","Body Mass","Symposiachrus guttula","Forest",2,1,"Carnivore","Invertivore","Insessorial",14.92,15.11,15.02,145.64,106.58,22707336,3,1,1,1,0,0,1,1,0,0,0,1,0,-1.098689359,-7.781631322,NA,NA,3.105702288,-0.131677415,1,2.61711711711712
"1356",6861,"Hypothymis azurea","Black-naped Monarch","Monarchidae","Passeriformes","AVIBASE-0AC5BA0A",6,2,2,2,4,11.8,8.5,4.6,3.7,15.8,-0.295883193,69.8,11.1,58.6,16,75.2,11.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-9.11,31,16.05,98.4,7041185.04,103715755,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.489025586,3.316759844,0.002119741,3.15,2.145699315,-0.331166992,0,3.53603603603604
"1357",6882,"Platylophus galericulatus","Crested Jay","Platylophidae","Passeriformes","AVIBASE-0C6B4B57",11,0,7,4,4,30.3,18.9,8.8,10.6,32.4,0.057912581,136,16.8,119,12.3,113.6,77.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.78,12.82,0.54,108.19,1559387.65,22705602,2,1,0,0,0,0,1,0,1,0,0,0,0,0.459455259,1.809276571,-0.468716878,1.4,3.483152809,-0.053242819,0,18.3693693693694
"1358",6887,"Lanius tigrinus","Tiger Shrike","Laniidae","Passeriformes","AVIBASE-73643138",12,2,10,0,5,19.5,12.3,7,8.9,23.2,-0.228544421,82.4,24.7,57.6,30,66.6,30.1,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",26.15,46.32,36.94,119.92,2874862.37,22704995,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.491445522,2.42098816,0.49986131,5,1.835244609,-0.39567979,0,5.6036036036036
"1359",6889,"Lanius bucephalus","Bull-headed Shrike","Laniidae","Passeriformes","AVIBASE-A4C59A23",16,8,8,0,10,20,11.6,6,8.7,25.5,-0.219459031,84.1,19.3,64.7,23,87.3,39.4,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",24.22,50.79,40.1,127.06,1714597.84,22704998,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.222204878,1.904161916,0.607481108,5.4,1.929156083,-0.376164892,0,3.18468468468468
"1360",6890,"Lanius cristatus","Brown Shrike","Laniidae","Passeriformes","AVIBASE-E4968582",20,5,12,3,13,19.3,11.6,6.2,7.9,23.8,-0.214649118,85,22.5,62.2,26.6,79.9,32.2,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",23.06,70.72,55.16,120.12,14145065.02,22705011,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.424004241,4.01434916,0.486408835,4.95,1.894425665,-0.383381907,0,13.545045045045
"1361",6891,"Lanius collurio","Red-backed Shrike","Laniidae","Passeriformes","AVIBASE-F2CEFD1A",23,8,15,0,4,18.7,10.6,5.6,7,23.8,-0.168153299,93.7,29,64.6,31,75.9,28.4,"Dunning",NA,"NO",NA,NA,"Woodland",3,3,"Carnivore","Invertivore","Insessorial",32.25,66.4,52.82,41.84,10799323.67,22705001,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.549581549,3.744466868,0.634386058,5.5,2.291235301,-0.300924469,0,6.91891891891892
"1362",6892,"Lanius phoenicuroides","Red-tailed Shrike","Laniidae","Passeriformes","AVIBASE-EE7915A2",10,2,8,0,4,18.2,9.9,5.6,7.1,24.4,-0.183651905,90.8,26,64.7,28.7,77.2,28,"Updated_literature","Dunning (2021)","NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",27.01,52.48,40.84,68.2,3943033.57,103718714,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.563766184,2.736933727,0.567123684,5.25,1.919442,-0.378183488,0,1.39189189189189
"1363",6893,"Lanius isabellinus","Isabelline Shrike","Laniidae","Passeriformes","AVIBASE-97166F72",15,2,13,0,4,18.9,9.9,5.7,7.2,24.9,-0.183117471,90.9,23,67.4,25.4,78.6,25.2,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",33.9,53.34,43.37,101.27,4814814.43,103718693,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.669126699,2.936680863,0.567123684,5.25,1.960752023,-0.369599224,0,6.48648648648649
"1364",6896,"Lanius vittatus","Bay-backed Shrike","Laniidae","Passeriformes","AVIBASE-FED81571",11,2,9,0,4,17.1,9.1,5.6,6.3,23.4,-0.215183553,84.9,20.2,64.8,23.8,87.4,20.8,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Insessorial",8.07,37.19,26.02,72.68,4168923.16,22705026,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.861017707,2.792641126,0.230811813,4,1.929544314,-0.376084217,0,3.45495495495495
"1365",6897,"Lanius schach","Long-tailed Shrike","Laniidae","Passeriformes","AVIBASE-69FC190B",18,2,16,0,10,21.8,13.2,6.8,9.2,29.2,-0.17510095,92.4,18.6,73.2,20.3,123.3,51.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Insessorial",-10.25,44.41,23.44,92.75,11170512.1,22705029,1,0,0,0,0,0,0,0,0,0,0,0,0,0.045611114,3.778260817,0.298074187,4.25,2.489099646,-0.25980806,0,4.90990990990991
"1366",6898,"Lanius tephronotus","Grey-backed Shrike","Laniidae","Passeriformes","AVIBASE-DB5F2609",14,4,10,0,8,21.6,11.5,6.4,8.9,28.5,-0.141965998,98.6,20.4,78.2,20.6,109,46.4,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Insessorial",23,39.69,31.55,98.62,1356194.63,22705032,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.058671235,1.66966607,0.47295636,4.9,2.014516828,-0.358426844,0,4.30630630630631
"1367",6901,"Lanius minor","Lesser Grey Shrike","Laniidae","Passeriformes","AVIBASE-8852337B",19,6,13,0,4,20,11,6.9,9.2,25.5,-0.038285666,118,42.6,75.5,36,87.6,46.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Insessorial",31.54,57.34,47.12,49.2,8409985.28,22705038,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.056518381,3.494403082,0.634386058,5.5,1.936744455,-0.374588021,0,7.20720720720721
"1368",6902,"Lanius ludovicianus","Loggerhead Shrike","Laniidae","Passeriformes","AVIBASE-36171C2B",11,2,9,0,4,21.1,12.3,6.5,8.8,27.7,-0.153723562,96.4,21.7,74.2,22.6,96.7,51.6,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",16.1,55.52,38.03,-101.11,8852504.29,22705042,2,1,1,0,0,1,1,0,0,1,0,1,0,0.047550979,3.545683748,0.49986131,5,2.702084494,-0.215549596,0,21.8693693693694
"1369",6906,"Lanius excubitor","Great Grey Shrike","Laniidae","Passeriformes","AVIBASE-DB2501EE",37,8,29,0,16,23.2,13.9,6.9,9.3,29.4,-0.08531592,109.2,28.7,80.4,26.3,106.2,63.4,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Vertivore","Insessorial",9.51,70.49,40.81,42.37,23487697.84,103718932,1,0,0,0,0,0,0,0,0,0,0,0,0,0.253493168,4.521460147,0.526766259,5.1,1.981663569,-0.365253784,0,13.6576576576577
"1370",6912,"Lanius collaris","Common Fiscal","Laniidae","Passeriformes","AVIBASE-66977B6C",19,3,15,1,8,20.7,11.6,6.5,8.8,26.9,-0.156395735,95.9,21.3,74.9,22.1,113.8,36.4,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Insessorial",-34.84,16.71,-12.15,23.51,7220481.63,22730635,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.301401919,3.341905017,0.096287065,3.5,2.378080016,-0.28287805,0,37.4459459459459
"1371",6914,"Lanius senator","Woodchat Shrike","Laniidae","Passeriformes","AVIBASE-7E70D490",19,6,13,0,4,17.9,10.5,5.9,7.3,24.2,-0.149448084,97.2,30.5,66.6,31.4,75.1,36,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Carnivore","Invertivore","Insessorial",27.91,52.94,38.9,15.24,2577480.33,22705095,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.312451755,2.311795664,0.594028633,5.35,1.867008841,-0.389079151,0,5.20720720720721
"1372",6915,"Lanius nubicus","Masked Shrike","Laniidae","Passeriformes","AVIBASE-E90CC64A",12,2,10,0,4,17.9,10.2,5.4,6.4,23.2,-0.190599557,89.5,21.1,68.2,23.6,86.9,19.7,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",29.4,42.45,36.99,35.37,352571.91,22705099,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.915352058,0.322482681,0.513313784,5.05,1.655127719,-0.43310826,0,7.26126126126126
"1373",6920,"Crypsirina cucullata","Hooded Treepie","Corvidae","Passeriformes","AVIBASE-45BED67C",8,2,6,0,4,22,13.4,7.9,10.2,26.9,-0.09440131,107.5,15.8,91.8,14.7,175.7,132.5,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",17.97,25.43,21.18,95.37,112222.33,22705858,2,1,0,0,0,0,1,0,0,0,0,0,0,0.990611952,-0.822289927,-0.038237683,3,4.325650809,0.121829107,0,4.61711711711712
"1374",6921,"Dendrocitta vagabunda","Rufous Treepie","Corvidae","Passeriformes","AVIBASE-959E1633",12,3,8,1,4,33.4,21.3,10.6,14,34.2,0.159455175,155,22.4,127.2,15,257.3,100,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Omnivore","Terrestrial",8.07,33.79,22.02,83.51,4361512.68,22705836,1,0,0,0,0,0,0,0,0,0,0,0,0,0.709199492,2.837802301,0.432598935,4.75,3.440679632,-0.062068788,0,18.963963963964
"1375",6922,"Dendrocitta formosae","Grey Treepie","Corvidae","Passeriformes","AVIBASE-81FFAAC2",14,4,10,0,8,34,23.2,11.7,14.7,30.2,0.085168751,141.1,22.8,119.2,16,200.7,102.7,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",13.07,33.77,25.48,105.19,3328585.52,22705839,1,0,0,0,0,0,0,0,0,0,0,0,0,0.735841423,2.567530804,0.163549439,3.75,3.818233635,0.016387311,0,11.4774774774775
"1376",6930,"Urocissa ornata","Sri Lanka Blue Magpie","Corvidae","Passeriformes","AVIBASE-326EA4E0",6,2,4,0,4,42.6,24.2,11.6,15.5,43.1,0.217174123,165.8,24.2,141.6,14.6,240.9,196,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",6.17,7.47,6.95,80.45,5325.88,22705787,3,1,0,1,1,0,1,0,1,0,0,0,0,1.382143965,-3.870193964,0.096287065,3.5,4.186386352,0.092889814,1,3.7972972972973
"1377",6931,"Urocissa caerulea","Taiwan Blue Magpie","Corvidae","Passeriformes","AVIBASE-5B15BB69",8,2,6,0,4,45.8,27.5,13.1,16.6,51.3,0.39407201,198.9,29.5,169.4,14.8,386.8,257,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",21.9,25.28,23.8,121.1,20500.71,22705793,1,0,0,0,0,0,0,0,0,0,0,0,0,1.653105391,-2.522312401,0.768910806,6,3.823248409,0.017429386,0,9.09009009009009
"1378",6933,"Urocissa erythroryncha","Red-billed Blue Magpie","Corvidae","Passeriformes","AVIBASE-76C44D5A",11,2,9,0,4,38.7,22.5,12.1,13,45.3,0.300011502,181.3,35,146.6,19.3,366.3,151.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Omnivore","Insessorial",11.63,41.17,26.37,107.36,4461983.11,22705802,1,0,0,0,0,0,0,0,0,0,0,0,0,1.124614931,2.860576669,0.230811813,4,3.80577106,0.013797576,0,3.42792792792793
"1379",6936,"Cissa chinensis","Common Green Magpie","Corvidae","Passeriformes","AVIBASE-ED4011E9",11,2,8,1,4,39.9,24.2,11.7,14.1,44.2,0.110287182,145.8,12.4,133.9,8.4,186.5,126.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Omnivore","Generalist",-5.56,30.06,19.06,99.9,2108736.38,22705809,1,0,0,0,0,0,0,0,0,0,0,0,0,0.945061816,2.111072255,0.49986131,5,3.409315682,-0.068586248,0,13.7882882882883
"1380",6938,"Cissa thalassina","Javan Green Magpie","Corvidae","Passeriformes","AVIBASE-7DDA43DF",9,2,7,0,4,37.4,25,12.1,14.7,42.7,0.075548926,139.3,10.9,128.1,7.9,112.8,125,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",-7.7,-6.51,-7.11,108.23,33452.41,22724821,5,1,0,0,1,0,1,0,0,0,0,0,0,0.932343043,-2.032648089,-0.038237683,3,4.925450033,0.246467985,1,5.94594594594595
"1381",6940,"Perisoreus canadensis","Grey Jay","Corvidae","Passeriformes","AVIBASE-69A6E32F",10,2,8,0,4,24.6,14.3,9,8.6,36.3,0.134871178,150.4,27.2,123.2,18.1,135.9,71.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",33.79,68.78,56.26,-107.33,7301159.58,22705783,1,0,0,0,0,0,0,0,0,0,0,1,0,0.37512438,3.353016541,0.096287065,3.5,3.668742765,-0.014677041,0,12.2027027027027
"1382",6941,"Perisoreus infaustus","Siberian Jay","Corvidae","Passeriformes","AVIBASE-43E62467",20,6,13,1,4,27.5,15.9,9.4,9.1,35.9,0.081427708,140.4,24.4,115.9,17.4,128.1,84.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",43.73,70.31,59.77,93.47,11840129.85,22705775,1,0,0,0,0,0,0,0,0,0,0,0,0,0.539596708,3.836477955,0.217359338,3.95,3.514948371,-0.04663567,0,13.9009009009009
"1383",6945,"Garrulus glandarius","Eurasian Jay","Corvidae","Passeriformes","AVIBASE-3B86B35F",22,9,12,1,4,33,19.9,9,11.6,39.1,0.298942633,181.1,35.4,147.3,19.4,150.2,159.5,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Omnivore","Omnivore","Insessorial",28.84,70.09,51.02,62.66,19458203.9,103723684,1,0,0,0,0,0,0,0,0,0,0,0,0,1.176073228,4.333252134,0.49986131,5,4.906858475,0.242604641,0,17.6396396396396
"1384",6956,"Pica pica","Eurasian Magpie","Corvidae","Passeriformes","AVIBASE-48CE29C5",22,8,14,0,4,40.8,26.1,12.4,13.7,49.1,0.370556883,194.5,44.6,149.9,22.9,237.4,217.5,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Omnivore","Omnivore","Terrestrial",14.97,71.19,48.8,71.45,31831405.08,103727048,1,0,0,0,0,0,0,0,0,0,0,0,0,1.486228157,4.825436742,0.768910806,6,5.811860414,0.430664948,0,18.0585585585586
"1385",6958,"Pica asirensis","Asir Magpie","Corvidae","Passeriformes","AVIBASE-381534F5",0,0,0,0,0,40.8,26.1,12.4,13.7,49.1,0.370556883,194.5,44.6,149.9,22.9,237.4,200,"Updated_literature","Dunning (2021)","YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Pica pica","Human Modified",3,1,"Omnivore","Omnivore","Terrestrial",17.85,20.92,19.37,42.54,42656.37,103727136,4,0,0,0,0,0,1,1,0,0,0,1,0,1.402346673,-1.789595302,NA,NA,3.7304073,-0.001863089,1,3.37387387387387
"1386",6959,"Pica hudsonia","Black-billed Magpie","Corvidae","Passeriformes","AVIBASE-640D71AA",10,2,8,0,4,38.6,24.7,11.1,12.9,47.7,0.414914963,202.8,49.6,152.1,24.6,262,177.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Omnivore","Omnivore","Terrestrial",33.97,65.16,49.66,-114.6,6726173.66,103727176,1,0,0,0,0,0,0,0,0,0,0,0,0,1.280743851,3.270989791,0.782363281,6.05,4.123549167,0.079832184,0,6.52252252252252
"1387",6960,"Pica nutalli","Yellow-billed Magpie","Corvidae","Passeriformes","AVIBASE-538A9CA7",11,3,7,1,4,36.3,23.3,11.4,13.2,48.2,0.340094105,188.8,49.9,140.2,26.2,241.5,158.3,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Carnivore","Omnivore","Terrestrial",34.43,40.93,37.62,-121.17,95191.28,22705874,3,1,1,1,0,0,0,0,0,1,0,1,0,1.168521273,-0.986883579,NA,NA,3.408051597,-0.068848926,1,6.35585585585586
"1388",6961,"Nucifraga columbiana","Clark's Nutcracker","Corvidae","Passeriformes","AVIBASE-D1FC2D6B",12,2,10,0,4,44.3,35.4,11.6,12.3,36.7,0.351851668,191,61.6,129.3,32.2,112,129.8,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Omnivore","Omnivore","Insessorial",24.81,54.26,43.24,-114.14,2287629.4,22705909,1,0,0,0,0,0,0,0,0,0,0,0,0,0.97002411,2.192499443,-0.038237683,3,4.395406084,0.136324323,0,15.5900900900901
"1389",6965,"Corvus dauuricus","Daurian Jackdaw","Corvidae","Passeriformes","AVIBASE-9F784AB1",16,5,11,0,4,34.6,20.3,11,12.8,44.1,0.572573201,232.3,87.8,144.5,37.8,128.6,208,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Omnivore","Omnivore","Terrestrial",24.37,53.48,41.79,113.35,6025004.51,22705935,1,0,0,0,0,0,0,0,0,0,0,0,0,1.441567386,3.160901587,0.49986131,5,3.754216541,0.003084495,0,7.74774774774775
"1390",6966,"Corvus monedula","Eurasian Jackdaw","Corvidae","Passeriformes","AVIBASE-D4C32F8E",33,14,19,0,6,35.2,21.4,11.2,13.3,43.3,0.566159985,231.1,90.5,141.3,39.1,122.4,246,"Dunning",NA,"NO",NA,NA,"Human Modified",3,2,"Omnivore","Omnivore","Terrestrial",30.35,67.35,48.54,45.36,13975046.48,22705929,1,0,0,0,0,0,0,0,0,0,0,0,0,1.609360842,4.002256704,NA,NA,5.566681027,0.379716426,0,5.86486486486486
"1391",6967,"Corvus nasicus","Cuban Crow","Corvidae","Passeriformes","AVIBASE-4B69D1CC",8,4,4,0,4,58,40,13.8,18.8,52.2,0.782071605,271.5,95.6,175.1,35.3,162,401,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",19.83,22.66,21.23,-78.12,28429.7,22706010,1,0,0,0,0,0,0,0,0,0,0,0,0,2.097990733,-2.195337547,0.230811813,4,5.257893722,0.315550116,0,14.981981981982
"1392",6968,"Corvus jamaicensis","Jamaican Crow","Corvidae","Passeriformes","AVIBASE-58AEF90C",9,0,6,3,4,47.9,32.1,13.9,16.6,46.5,0.547989205,227.7,66.4,161.3,29.2,137,338,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",17.7,18.53,18.16,-77.31,11021.79,22706007,2,0,1,0,0,0,1,0,0,0,0,0,0,1.927075202,-3.142897698,-0.038237683,3,5.369297914,0.338700018,0,17.7207207207207
"1393",6970,"Corvus capensis","Cape Crow","Corvidae","Passeriformes","AVIBASE-562E17AB",14,4,10,0,4,62.9,46.5,14.5,16,65.6,1.05303,322.2,114.5,209.2,35.4,164.7,553,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Omnivore","Omnivore","Terrestrial",-34.84,16.79,-16.5,25.35,4036026.48,22705978,1,0,0,0,0,0,0,0,0,0,0,0,0,2.419387308,2.760244022,0.230811813,4,5.304494867,0.32523388,0,23.9504504504505
"1394",6971,"Corvus ossifragus","Fish Crow","Corvidae","Passeriformes","AVIBASE-43E56D2C",13,4,9,0,4,43.3,27.2,13.8,14.8,47.1,0.80986221,276.7,100.6,176.2,36.3,157.1,284.6,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Omnivore","Omnivore","Terrestrial",24.53,44.92,33.75,-84.16,970986.53,22705993,1,0,0,0,0,0,0,0,0,0,0,0,0,1.755113992,1.335540676,0.365336561,4.5,5.21193923,0.306000726,0,36.2432432432432
"1395",6973,"Corvus imparatus","Tamaulipas Crow","Corvidae","Passeriformes","AVIBASE-AFDBC76B",11,2,9,0,4,41.9,26.3,12.7,13,39.6,0.606777022,238.7,84.8,153.7,35.7,143.2,221,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Omnivore","Omnivore","Terrestrial",21.01,26.29,23.69,-98.62,99924.43,22705996,1,0,0,0,0,0,0,0,0,0,0,0,0,1.502192008,-0.93835772,0.230811813,4,4.245109441,0.10509253,0,2.85585585585586
