"","location","hits","keyword","geo","gprop"
"15028","St. Barthélemy",NA,"Ortalis erythroptera","world","web"
"15029","Belarus",NA,"Ortalis erythroptera","world","web"
"15030","Belize",NA,"Ortalis erythroptera","world","web"
"15031","Bermuda",NA,"Ortalis erythroptera","world","web"
"15032","Bolivia",NA,"Ortalis erythroptera","world","web"
"15033","Brazil",NA,"Ortalis erythroptera","world","web"
"15034","Barbados",NA,"Ortalis erythroptera","world","web"
"15035","Brunei",NA,"Ortalis erythroptera","world","web"
"15036","Bhutan",NA,"Ortalis erythroptera","world","web"
"15037","Bouvet Island",NA,"Ortalis erythroptera","world","web"
"15038","Botswana",NA,"Ortalis erythroptera","world","web"
"15039","Central African Republic",NA,"Ortalis erythroptera","world","web"
"15040","Canada",NA,"Ortalis erythroptera","world","web"
"15041","Cocos (Keeling) Islands",NA,"Ortalis erythroptera","world","web"
"15042","Switzerland",NA,"Ortalis erythroptera","world","web"
"15043","Chile",NA,"Ortalis erythroptera","world","web"
"15044","China",NA,"Ortalis erythroptera","world","web"
"15045","Côte d’Ivoire",NA,"Ortalis erythroptera","world","web"
"15046","Cameroon",NA,"Ortalis erythroptera","world","web"
"15047","Congo - Kinshasa",NA,"Ortalis erythroptera","world","web"
"15048","Congo - Brazzaville",NA,"Ortalis erythroptera","world","web"
"15049","Cook Islands",NA,"Ortalis erythroptera","world","web"
"15050","Colombia",NA,"Ortalis erythroptera","world","web"
"15051","Comoros",NA,"Ortalis erythroptera","world","web"
"15052","Cape Verde",NA,"Ortalis erythroptera","world","web"
"15053","Costa Rica",NA,"Ortalis erythroptera","world","web"
"15054","Cuba",NA,"Ortalis erythroptera","world","web"
"15055","Curaçao",NA,"Ortalis erythroptera","world","web"
"15056","Christmas Island",NA,"Ortalis erythroptera","world","web"
"15057","Cayman Islands",NA,"Ortalis erythroptera","world","web"
"15058","Cyprus",NA,"Ortalis erythroptera","world","web"
"15059","Czechia",NA,"Ortalis erythroptera","world","web"
"15060","Germany",NA,"Ortalis erythroptera","world","web"
"15061","Djibouti",NA,"Ortalis erythroptera","world","web"
"15062","Dominica",NA,"Ortalis erythroptera","world","web"
"15063","Denmark",NA,"Ortalis erythroptera","world","web"
"15064","Dominican Republic",NA,"Ortalis erythroptera","world","web"
"15065","Algeria",NA,"Ortalis erythroptera","world","web"
"15066","Ecuador",NA,"Ortalis erythroptera","world","web"
"15067","Egypt",NA,"Ortalis erythroptera","world","web"
"15068","Eritrea",NA,"Ortalis erythroptera","world","web"
"15069","Western Sahara",NA,"Ortalis erythroptera","world","web"
"15070","Spain",NA,"Ortalis erythroptera","world","web"
"15071","Estonia",NA,"Ortalis erythroptera","world","web"
"15072","Ethiopia",NA,"Ortalis erythroptera","world","web"
"15073","Finland",NA,"Ortalis erythroptera","world","web"
"15074","Fiji",NA,"Ortalis erythroptera","world","web"
"15075","Falkland Islands (Islas Malvinas)",NA,"Ortalis erythroptera","world","web"
"15076","France",NA,"Ortalis erythroptera","world","web"
"15077","Faroe Islands",NA,"Ortalis erythroptera","world","web"
"15078","Micronesia",NA,"Ortalis erythroptera","world","web"
"15079","Gabon",NA,"Ortalis erythroptera","world","web"
"15080","United Kingdom",NA,"Ortalis erythroptera","world","web"
"15081","Georgia",NA,"Ortalis erythroptera","world","web"
"15082","Guernsey",NA,"Ortalis erythroptera","world","web"
"15083","Ghana",NA,"Ortalis erythroptera","world","web"
"15084","Gibraltar",NA,"Ortalis erythroptera","world","web"
"15085","Guinea",NA,"Ortalis erythroptera","world","web"
"15086","Guadeloupe",NA,"Ortalis erythroptera","world","web"
"15087","Gambia",NA,"Ortalis erythroptera","world","web"
"15088","Guinea-Bissau",NA,"Ortalis erythroptera","world","web"
"15089","Equatorial Guinea",NA,"Ortalis erythroptera","world","web"
"15090","Greece",NA,"Ortalis erythroptera","world","web"
"15091","Grenada",NA,"Ortalis erythroptera","world","web"
"15092","Greenland",NA,"Ortalis erythroptera","world","web"
"15093","Guatemala",NA,"Ortalis erythroptera","world","web"
"15094","French Guiana",NA,"Ortalis erythroptera","world","web"
"15095","Guam",NA,"Ortalis erythroptera","world","web"
"15096","Guyana",NA,"Ortalis erythroptera","world","web"
"15097","Hong Kong",NA,"Ortalis erythroptera","world","web"
"15098","Heard & McDonald Islands",NA,"Ortalis erythroptera","world","web"
"15099","Honduras",NA,"Ortalis erythroptera","world","web"
"15100","Croatia",NA,"Ortalis erythroptera","world","web"
"15101","Haiti",NA,"Ortalis erythroptera","world","web"
"15102","Hungary",NA,"Ortalis erythroptera","world","web"
"15103","Indonesia",NA,"Ortalis erythroptera","world","web"
"15104","Isle of Man",NA,"Ortalis erythroptera","world","web"
"15105","India",NA,"Ortalis erythroptera","world","web"
"15106","British Indian Ocean Territory",NA,"Ortalis erythroptera","world","web"
"15107","Ireland",NA,"Ortalis erythroptera","world","web"
"15108","Iran",NA,"Ortalis erythroptera","world","web"
"15109","Iraq",NA,"Ortalis erythroptera","world","web"
"15110","Iceland",NA,"Ortalis erythroptera","world","web"
"15111","Israel",NA,"Ortalis erythroptera","world","web"
"15112","Italy",NA,"Ortalis erythroptera","world","web"
"15113","Jamaica",NA,"Ortalis erythroptera","world","web"
"15114","Jersey",NA,"Ortalis erythroptera","world","web"
"15115","Jordan",NA,"Ortalis erythroptera","world","web"
"15116","Japan",NA,"Ortalis erythroptera","world","web"
"15117","Kazakhstan",NA,"Ortalis erythroptera","world","web"
"15118","Kenya",NA,"Ortalis erythroptera","world","web"
"15119","Kyrgyzstan",NA,"Ortalis erythroptera","world","web"
"15120","Cambodia",NA,"Ortalis erythroptera","world","web"
"15121","Kiribati",NA,"Ortalis erythroptera","world","web"
"15122","St. Kitts & Nevis",NA,"Ortalis erythroptera","world","web"
"15123","South Korea",NA,"Ortalis erythroptera","world","web"
"15124","Kuwait",NA,"Ortalis erythroptera","world","web"
"15125","Laos",NA,"Ortalis erythroptera","world","web"
"15126","Lebanon",NA,"Ortalis erythroptera","world","web"
"15127","Liberia",NA,"Ortalis erythroptera","world","web"
"15128","Libya",NA,"Ortalis erythroptera","world","web"
"15129","St. Lucia",NA,"Ortalis erythroptera","world","web"
"15130","Liechtenstein",NA,"Ortalis erythroptera","world","web"
"15131","Sri Lanka",NA,"Ortalis erythroptera","world","web"
"15132","Lesotho",NA,"Ortalis erythroptera","world","web"
"15133","Lithuania",NA,"Ortalis erythroptera","world","web"
"15134","Luxembourg",NA,"Ortalis erythroptera","world","web"
"15135","Latvia",NA,"Ortalis erythroptera","world","web"
"15136","Macao",NA,"Ortalis erythroptera","world","web"
"15137","St. Martin",NA,"Ortalis erythroptera","world","web"
"15138","Morocco",NA,"Ortalis erythroptera","world","web"
"15139","Monaco",NA,"Ortalis erythroptera","world","web"
"15140","Moldova",NA,"Ortalis erythroptera","world","web"
"15141","Madagascar",NA,"Ortalis erythroptera","world","web"
"15142","Maldives",NA,"Ortalis erythroptera","world","web"
"15143","Mexico",NA,"Ortalis erythroptera","world","web"
"15144","Marshall Islands",NA,"Ortalis erythroptera","world","web"
"15145","North Macedonia",NA,"Ortalis erythroptera","world","web"
"15146","Mali",NA,"Ortalis erythroptera","world","web"
"15147","Malta",NA,"Ortalis erythroptera","world","web"
"15148","Myanmar (Burma)",NA,"Ortalis erythroptera","world","web"
"15149","Montenegro",NA,"Ortalis erythroptera","world","web"
"15150","Mongolia",NA,"Ortalis erythroptera","world","web"
"15151","Northern Mariana Islands",NA,"Ortalis erythroptera","world","web"
"15152","Mozambique",NA,"Ortalis erythroptera","world","web"
"15153","Mauritania",NA,"Ortalis erythroptera","world","web"
"15154","Montserrat",NA,"Ortalis erythroptera","world","web"
"15155","Martinique",NA,"Ortalis erythroptera","world","web"
"15156","Mauritius",NA,"Ortalis erythroptera","world","web"
"15157","Malawi",NA,"Ortalis erythroptera","world","web"
"15158","Malaysia",NA,"Ortalis erythroptera","world","web"
"15159","Mayotte",NA,"Ortalis erythroptera","world","web"
"15160","Namibia",NA,"Ortalis erythroptera","world","web"
"15161","New Caledonia",NA,"Ortalis erythroptera","world","web"
"15162","Niger",NA,"Ortalis erythroptera","world","web"
"15163","Norfolk Island",NA,"Ortalis erythroptera","world","web"
"15164","Nigeria",NA,"Ortalis erythroptera","world","web"
"15165","Nicaragua",NA,"Ortalis erythroptera","world","web"
"15166","Niue",NA,"Ortalis erythroptera","world","web"
"15167","Netherlands",NA,"Ortalis erythroptera","world","web"
"15168","Norway",NA,"Ortalis erythroptera","world","web"
"15169","Nepal",NA,"Ortalis erythroptera","world","web"
"15170","Nauru",NA,"Ortalis erythroptera","world","web"
"15171","New Zealand",NA,"Ortalis erythroptera","world","web"
"15172","Oman",NA,"Ortalis erythroptera","world","web"
"15173","Pakistan",NA,"Ortalis erythroptera","world","web"
"15174","Panama",NA,"Ortalis erythroptera","world","web"
"15175","Pitcairn Islands",NA,"Ortalis erythroptera","world","web"
"15176","Peru",NA,"Ortalis erythroptera","world","web"
"15177","Philippines",NA,"Ortalis erythroptera","world","web"
"15178","Palau",NA,"Ortalis erythroptera","world","web"
"15179","Papua New Guinea",NA,"Ortalis erythroptera","world","web"
"15180","Poland",NA,"Ortalis erythroptera","world","web"
"15181","Puerto Rico",NA,"Ortalis erythroptera","world","web"
"15182","North Korea",NA,"Ortalis erythroptera","world","web"
"15183","Portugal",NA,"Ortalis erythroptera","world","web"
"15184","Paraguay",NA,"Ortalis erythroptera","world","web"
"15185","Palestine",NA,"Ortalis erythroptera","world","web"
"15186","French Polynesia",NA,"Ortalis erythroptera","world","web"
"15187","Qatar",NA,"Ortalis erythroptera","world","web"
"15188","Réunion",NA,"Ortalis erythroptera","world","web"
"15189","Romania",NA,"Ortalis erythroptera","world","web"
"15190","Russia",NA,"Ortalis erythroptera","world","web"
"15191","Rwanda",NA,"Ortalis erythroptera","world","web"
"15192","Saudi Arabia",NA,"Ortalis erythroptera","world","web"
"15193","Sudan",NA,"Ortalis erythroptera","world","web"
"15194","Senegal",NA,"Ortalis erythroptera","world","web"
"15195","Singapore",NA,"Ortalis erythroptera","world","web"
"15196","South Georgia & South Sandwich Islands",NA,"Ortalis erythroptera","world","web"
"15197","St. Helena",NA,"Ortalis erythroptera","world","web"
"15198","Svalbard & Jan Mayen",NA,"Ortalis erythroptera","world","web"
"15199","Solomon Islands",NA,"Ortalis erythroptera","world","web"
"15200","Sierra Leone",NA,"Ortalis erythroptera","world","web"
"15201","El Salvador",NA,"Ortalis erythroptera","world","web"
"15202","San Marino",NA,"Ortalis erythroptera","world","web"
"15203","Somalia",NA,"Ortalis erythroptera","world","web"
"15204","St. Pierre & Miquelon",NA,"Ortalis erythroptera","world","web"
"15205","Serbia",NA,"Ortalis erythroptera","world","web"
"15206","South Sudan",NA,"Ortalis erythroptera","world","web"
"15207","São Tomé & Príncipe",NA,"Ortalis erythroptera","world","web"
"15208","Suriname",NA,"Ortalis erythroptera","world","web"
"15209","Slovakia",NA,"Ortalis erythroptera","world","web"
"15210","Slovenia",NA,"Ortalis erythroptera","world","web"
"15211","Sweden",NA,"Ortalis erythroptera","world","web"
"15212","Eswatini",NA,"Ortalis erythroptera","world","web"
"15213","Sint Maarten",NA,"Ortalis erythroptera","world","web"
"15214","Seychelles",NA,"Ortalis erythroptera","world","web"
"15215","Syria",NA,"Ortalis erythroptera","world","web"
"15216","Turks & Caicos Islands",NA,"Ortalis erythroptera","world","web"
"15217","Chad",NA,"Ortalis erythroptera","world","web"
"15218","Togo",NA,"Ortalis erythroptera","world","web"
"15219","Thailand",NA,"Ortalis erythroptera","world","web"
"15220","Tajikistan",NA,"Ortalis erythroptera","world","web"
"15221","Tokelau",NA,"Ortalis erythroptera","world","web"
"15222","Turkmenistan",NA,"Ortalis erythroptera","world","web"
"15223","Timor-Leste",NA,"Ortalis erythroptera","world","web"
"15224","Tonga",NA,"Ortalis erythroptera","world","web"
"15225","Trinidad & Tobago",NA,"Ortalis erythroptera","world","web"
"15226","Tunisia",NA,"Ortalis erythroptera","world","web"
"15227","Turkey",NA,"Ortalis erythroptera","world","web"
"15228","Tuvalu",NA,"Ortalis erythroptera","world","web"
"15229","Taiwan",NA,"Ortalis erythroptera","world","web"
"15230","Tanzania",NA,"Ortalis erythroptera","world","web"
"15231","Uganda",NA,"Ortalis erythroptera","world","web"
"15232","Ukraine",NA,"Ortalis erythroptera","world","web"
"15233","U.S. Outlying Islands",NA,"Ortalis erythroptera","world","web"
"15234","Uruguay",NA,"Ortalis erythroptera","world","web"
"15235","United States",NA,"Ortalis erythroptera","world","web"
"15236","Uzbekistan",NA,"Ortalis erythroptera","world","web"
"15237","Vatican City",NA,"Ortalis erythroptera","world","web"
"15238","St. Vincent & Grenadines",NA,"Ortalis erythroptera","world","web"
"15239","Venezuela",NA,"Ortalis erythroptera","world","web"
"15240","British Virgin Islands",NA,"Ortalis erythroptera","world","web"
"15241","U.S. Virgin Islands",NA,"Ortalis erythroptera","world","web"
"15242","Vietnam",NA,"Ortalis erythroptera","world","web"
"15243","Vanuatu",NA,"Ortalis erythroptera","world","web"
"15244","Wallis & Futuna",NA,"Ortalis erythroptera","world","web"
"15245","Samoa",NA,"Ortalis erythroptera","world","web"
"15246","Kosovo",NA,"Ortalis erythroptera","world","web"
"15247","Yemen",NA,"Ortalis erythroptera","world","web"
"15248","South Africa",NA,"Ortalis erythroptera","world","web"
"15249","Zambia",NA,"Ortalis erythroptera","world","web"
"15250","Zimbabwe",NA,"Ortalis erythroptera","world","web"
"15251","Aruba",NA,"Ortalis wagleri","world","web"
"15252","Afghanistan",NA,"Ortalis wagleri","world","web"
"15253","Angola",NA,"Ortalis wagleri","world","web"
"15254","Anguilla",NA,"Ortalis wagleri","world","web"
"15255","Åland Islands",NA,"Ortalis wagleri","world","web"
"15256","Albania",NA,"Ortalis wagleri","world","web"
"15257","Andorra",NA,"Ortalis wagleri","world","web"
"15258","United Arab Emirates",NA,"Ortalis wagleri","world","web"
"15259","Argentina",NA,"Ortalis wagleri","world","web"
"15260","Armenia",NA,"Ortalis wagleri","world","web"
"15261","American Samoa",NA,"Ortalis wagleri","world","web"
"15262","Antarctica",NA,"Ortalis wagleri","world","web"
"15263","French Southern Territories",NA,"Ortalis wagleri","world","web"
"15264","Antigua & Barbuda",NA,"Ortalis wagleri","world","web"
"15265","Australia",NA,"Ortalis wagleri","world","web"
"15266","Austria",NA,"Ortalis wagleri","world","web"
"15267","Azerbaijan",NA,"Ortalis wagleri","world","web"
"15268","Burundi",NA,"Ortalis wagleri","world","web"
"15269","Belgium",NA,"Ortalis wagleri","world","web"
"15270","Benin",NA,"Ortalis wagleri","world","web"
"15271","Caribbean Netherlands",NA,"Ortalis wagleri","world","web"
"15272","Burkina Faso",NA,"Ortalis wagleri","world","web"
"15273","Bangladesh",NA,"Ortalis wagleri","world","web"
"15274","Bulgaria",NA,"Ortalis wagleri","world","web"
"15275","Bahrain",NA,"Ortalis wagleri","world","web"
"15276","Bahamas",NA,"Ortalis wagleri","world","web"
"15277","Bosnia & Herzegovina",NA,"Ortalis wagleri","world","web"
"15278","St. Barthélemy",NA,"Ortalis wagleri","world","web"
"15279","Belarus",NA,"Ortalis wagleri","world","web"
"15280","Belize",NA,"Ortalis wagleri","world","web"
"15281","Bermuda",NA,"Ortalis wagleri","world","web"
"15282","Bolivia",NA,"Ortalis wagleri","world","web"
"15283","Brazil",NA,"Ortalis wagleri","world","web"
"15284","Barbados",NA,"Ortalis wagleri","world","web"
"15285","Brunei",NA,"Ortalis wagleri","world","web"
"15286","Bhutan",NA,"Ortalis wagleri","world","web"
"15287","Bouvet Island",NA,"Ortalis wagleri","world","web"
"15288","Botswana",NA,"Ortalis wagleri","world","web"
"15289","Central African Republic",NA,"Ortalis wagleri","world","web"
"15290","Canada",NA,"Ortalis wagleri","world","web"
"15291","Cocos (Keeling) Islands",NA,"Ortalis wagleri","world","web"
"15292","Switzerland",NA,"Ortalis wagleri","world","web"
"15293","Chile",NA,"Ortalis wagleri","world","web"
"15294","China",NA,"Ortalis wagleri","world","web"
"15295","Côte d’Ivoire",NA,"Ortalis wagleri","world","web"
"15296","Cameroon",NA,"Ortalis wagleri","world","web"
"15297","Congo - Kinshasa",NA,"Ortalis wagleri","world","web"
"15298","Congo - Brazzaville",NA,"Ortalis wagleri","world","web"
"15299","Cook Islands",NA,"Ortalis wagleri","world","web"
"15300","Colombia",NA,"Ortalis wagleri","world","web"
"15301","Comoros",NA,"Ortalis wagleri","world","web"
"15302","Cape Verde",NA,"Ortalis wagleri","world","web"
"15303","Costa Rica",NA,"Ortalis wagleri","world","web"
"15304","Cuba",NA,"Ortalis wagleri","world","web"
"15305","Curaçao",NA,"Ortalis wagleri","world","web"
"15306","Christmas Island",NA,"Ortalis wagleri","world","web"
"15307","Cayman Islands",NA,"Ortalis wagleri","world","web"
"15308","Cyprus",NA,"Ortalis wagleri","world","web"
"15309","Czechia",NA,"Ortalis wagleri","world","web"
"15310","Germany",NA,"Ortalis wagleri","world","web"
"15311","Djibouti",NA,"Ortalis wagleri","world","web"
"15312","Dominica",NA,"Ortalis wagleri","world","web"
"15313","Denmark",NA,"Ortalis wagleri","world","web"
"15314","Dominican Republic",NA,"Ortalis wagleri","world","web"
"15315","Algeria",NA,"Ortalis wagleri","world","web"
"15316","Ecuador",NA,"Ortalis wagleri","world","web"
"15317","Egypt",NA,"Ortalis wagleri","world","web"
"15318","Eritrea",NA,"Ortalis wagleri","world","web"
"15319","Western Sahara",NA,"Ortalis wagleri","world","web"
"15320","Spain",NA,"Ortalis wagleri","world","web"
"15321","Estonia",NA,"Ortalis wagleri","world","web"
"15322","Ethiopia",NA,"Ortalis wagleri","world","web"
"15323","Finland",NA,"Ortalis wagleri","world","web"
"15324","Fiji",NA,"Ortalis wagleri","world","web"
"15325","Falkland Islands (Islas Malvinas)",NA,"Ortalis wagleri","world","web"
"15326","France",NA,"Ortalis wagleri","world","web"
"15327","Faroe Islands",NA,"Ortalis wagleri","world","web"
"15328","Micronesia",NA,"Ortalis wagleri","world","web"
"15329","Gabon",NA,"Ortalis wagleri","world","web"
"15330","United Kingdom",NA,"Ortalis wagleri","world","web"
"15331","Georgia",NA,"Ortalis wagleri","world","web"
"15332","Guernsey",NA,"Ortalis wagleri","world","web"
"15333","Ghana",NA,"Ortalis wagleri","world","web"
"15334","Gibraltar",NA,"Ortalis wagleri","world","web"
"15335","Guinea",NA,"Ortalis wagleri","world","web"
"15336","Guadeloupe",NA,"Ortalis wagleri","world","web"
"15337","Gambia",NA,"Ortalis wagleri","world","web"
"15338","Guinea-Bissau",NA,"Ortalis wagleri","world","web"
"15339","Equatorial Guinea",NA,"Ortalis wagleri","world","web"
"15340","Greece",NA,"Ortalis wagleri","world","web"
"15341","Grenada",NA,"Ortalis wagleri","world","web"
"15342","Greenland",NA,"Ortalis wagleri","world","web"
"15343","Guatemala",NA,"Ortalis wagleri","world","web"
"15344","French Guiana",NA,"Ortalis wagleri","world","web"
"15345","Guam",NA,"Ortalis wagleri","world","web"
"15346","Guyana",NA,"Ortalis wagleri","world","web"
"15347","Hong Kong",NA,"Ortalis wagleri","world","web"
"15348","Heard & McDonald Islands",NA,"Ortalis wagleri","world","web"
"15349","Honduras",NA,"Ortalis wagleri","world","web"
"15350","Croatia",NA,"Ortalis wagleri","world","web"
"15351","Haiti",NA,"Ortalis wagleri","world","web"
"15352","Hungary",NA,"Ortalis wagleri","world","web"
"15353","Indonesia",NA,"Ortalis wagleri","world","web"
"15354","Isle of Man",NA,"Ortalis wagleri","world","web"
"15355","India",NA,"Ortalis wagleri","world","web"
"15356","British Indian Ocean Territory",NA,"Ortalis wagleri","world","web"
"15357","Ireland",NA,"Ortalis wagleri","world","web"
"15358","Iran",NA,"Ortalis wagleri","world","web"
"15359","Iraq",NA,"Ortalis wagleri","world","web"
"15360","Iceland",NA,"Ortalis wagleri","world","web"
"15361","Israel",NA,"Ortalis wagleri","world","web"
"15362","Italy",NA,"Ortalis wagleri","world","web"
"15363","Jamaica",NA,"Ortalis wagleri","world","web"
"15364","Jersey",NA,"Ortalis wagleri","world","web"
"15365","Jordan",NA,"Ortalis wagleri","world","web"
"15366","Japan",NA,"Ortalis wagleri","world","web"
"15367","Kazakhstan",NA,"Ortalis wagleri","world","web"
"15368","Kenya",NA,"Ortalis wagleri","world","web"
"15369","Kyrgyzstan",NA,"Ortalis wagleri","world","web"
"15370","Cambodia",NA,"Ortalis wagleri","world","web"
"15371","Kiribati",NA,"Ortalis wagleri","world","web"
"15372","St. Kitts & Nevis",NA,"Ortalis wagleri","world","web"
"15373","South Korea",NA,"Ortalis wagleri","world","web"
"15374","Kuwait",NA,"Ortalis wagleri","world","web"
"15375","Laos",NA,"Ortalis wagleri","world","web"
"15376","Lebanon",NA,"Ortalis wagleri","world","web"
"15377","Liberia",NA,"Ortalis wagleri","world","web"
"15378","Libya",NA,"Ortalis wagleri","world","web"
"15379","St. Lucia",NA,"Ortalis wagleri","world","web"
"15380","Liechtenstein",NA,"Ortalis wagleri","world","web"
"15381","Sri Lanka",NA,"Ortalis wagleri","world","web"
"15382","Lesotho",NA,"Ortalis wagleri","world","web"
"15383","Lithuania",NA,"Ortalis wagleri","world","web"
"15384","Luxembourg",NA,"Ortalis wagleri","world","web"
"15385","Latvia",NA,"Ortalis wagleri","world","web"
"15386","Macao",NA,"Ortalis wagleri","world","web"
"15387","St. Martin",NA,"Ortalis wagleri","world","web"
"15388","Morocco",NA,"Ortalis wagleri","world","web"
"15389","Monaco",NA,"Ortalis wagleri","world","web"
"15390","Moldova",NA,"Ortalis wagleri","world","web"
"15391","Madagascar",NA,"Ortalis wagleri","world","web"
"15392","Maldives",NA,"Ortalis wagleri","world","web"
"15393","Mexico",NA,"Ortalis wagleri","world","web"
"15394","Marshall Islands",NA,"Ortalis wagleri","world","web"
"15395","North Macedonia",NA,"Ortalis wagleri","world","web"
"15396","Mali",NA,"Ortalis wagleri","world","web"
"15397","Malta",NA,"Ortalis wagleri","world","web"
"15398","Myanmar (Burma)",NA,"Ortalis wagleri","world","web"
"15399","Montenegro",NA,"Ortalis wagleri","world","web"
"15400","Mongolia",NA,"Ortalis wagleri","world","web"
"15401","Northern Mariana Islands",NA,"Ortalis wagleri","world","web"
"15402","Mozambique",NA,"Ortalis wagleri","world","web"
"15403","Mauritania",NA,"Ortalis wagleri","world","web"
"15404","Montserrat",NA,"Ortalis wagleri","world","web"
"15405","Martinique",NA,"Ortalis wagleri","world","web"
"15406","Mauritius",NA,"Ortalis wagleri","world","web"
"15407","Malawi",NA,"Ortalis wagleri","world","web"
"15408","Malaysia",NA,"Ortalis wagleri","world","web"
"15409","Mayotte",NA,"Ortalis wagleri","world","web"
"15410","Namibia",NA,"Ortalis wagleri","world","web"
"15411","New Caledonia",NA,"Ortalis wagleri","world","web"
"15412","Niger",NA,"Ortalis wagleri","world","web"
"15413","Norfolk Island",NA,"Ortalis wagleri","world","web"
"15414","Nigeria",NA,"Ortalis wagleri","world","web"
"15415","Nicaragua",NA,"Ortalis wagleri","world","web"
"15416","Niue",NA,"Ortalis wagleri","world","web"
"15417","Netherlands",NA,"Ortalis wagleri","world","web"
"15418","Norway",NA,"Ortalis wagleri","world","web"
"15419","Nepal",NA,"Ortalis wagleri","world","web"
"15420","Nauru",NA,"Ortalis wagleri","world","web"
"15421","New Zealand",NA,"Ortalis wagleri","world","web"
"15422","Oman",NA,"Ortalis wagleri","world","web"
"15423","Pakistan",NA,"Ortalis wagleri","world","web"
"15424","Panama",NA,"Ortalis wagleri","world","web"
"15425","Pitcairn Islands",NA,"Ortalis wagleri","world","web"
"15426","Peru",NA,"Ortalis wagleri","world","web"
"15427","Philippines",NA,"Ortalis wagleri","world","web"
"15428","Palau",NA,"Ortalis wagleri","world","web"
"15429","Papua New Guinea",NA,"Ortalis wagleri","world","web"
"15430","Poland",NA,"Ortalis wagleri","world","web"
"15431","Puerto Rico",NA,"Ortalis wagleri","world","web"
"15432","North Korea",NA,"Ortalis wagleri","world","web"
"15433","Portugal",NA,"Ortalis wagleri","world","web"
"15434","Paraguay",NA,"Ortalis wagleri","world","web"
"15435","Palestine",NA,"Ortalis wagleri","world","web"
"15436","French Polynesia",NA,"Ortalis wagleri","world","web"
"15437","Qatar",NA,"Ortalis wagleri","world","web"
"15438","Réunion",NA,"Ortalis wagleri","world","web"
"15439","Romania",NA,"Ortalis wagleri","world","web"
"15440","Russia",NA,"Ortalis wagleri","world","web"
"15441","Rwanda",NA,"Ortalis wagleri","world","web"
"15442","Saudi Arabia",NA,"Ortalis wagleri","world","web"
"15443","Sudan",NA,"Ortalis wagleri","world","web"
"15444","Senegal",NA,"Ortalis wagleri","world","web"
"15445","Singapore",NA,"Ortalis wagleri","world","web"
"15446","South Georgia & South Sandwich Islands",NA,"Ortalis wagleri","world","web"
"15447","St. Helena",NA,"Ortalis wagleri","world","web"
"15448","Svalbard & Jan Mayen",NA,"Ortalis wagleri","world","web"
"15449","Solomon Islands",NA,"Ortalis wagleri","world","web"
"15450","Sierra Leone",NA,"Ortalis wagleri","world","web"
"15451","El Salvador",NA,"Ortalis wagleri","world","web"
"15452","San Marino",NA,"Ortalis wagleri","world","web"
"15453","Somalia",NA,"Ortalis wagleri","world","web"
"15454","St. Pierre & Miquelon",NA,"Ortalis wagleri","world","web"
"15455","Serbia",NA,"Ortalis wagleri","world","web"
"15456","South Sudan",NA,"Ortalis wagleri","world","web"
"15457","São Tomé & Príncipe",NA,"Ortalis wagleri","world","web"
"15458","Suriname",NA,"Ortalis wagleri","world","web"
"15459","Slovakia",NA,"Ortalis wagleri","world","web"
"15460","Slovenia",NA,"Ortalis wagleri","world","web"
"15461","Sweden",NA,"Ortalis wagleri","world","web"
"15462","Eswatini",NA,"Ortalis wagleri","world","web"
"15463","Sint Maarten",NA,"Ortalis wagleri","world","web"
"15464","Seychelles",NA,"Ortalis wagleri","world","web"
"15465","Syria",NA,"Ortalis wagleri","world","web"
"15466","Turks & Caicos Islands",NA,"Ortalis wagleri","world","web"
"15467","Chad",NA,"Ortalis wagleri","world","web"
"15468","Togo",NA,"Ortalis wagleri","world","web"
"15469","Thailand",NA,"Ortalis wagleri","world","web"
"15470","Tajikistan",NA,"Ortalis wagleri","world","web"
"15471","Tokelau",NA,"Ortalis wagleri","world","web"
"15472","Turkmenistan",NA,"Ortalis wagleri","world","web"
"15473","Timor-Leste",NA,"Ortalis wagleri","world","web"
"15474","Tonga",NA,"Ortalis wagleri","world","web"
"15475","Trinidad & Tobago",NA,"Ortalis wagleri","world","web"
"15476","Tunisia",NA,"Ortalis wagleri","world","web"
"15477","Turkey",NA,"Ortalis wagleri","world","web"
"15478","Tuvalu",NA,"Ortalis wagleri","world","web"
"15479","Taiwan",NA,"Ortalis wagleri","world","web"
"15480","Tanzania",NA,"Ortalis wagleri","world","web"
"15481","Uganda",NA,"Ortalis wagleri","world","web"
"15482","Ukraine",NA,"Ortalis wagleri","world","web"
"15483","U.S. Outlying Islands",NA,"Ortalis wagleri","world","web"
"15484","Uruguay",NA,"Ortalis wagleri","world","web"
"15485","United States",NA,"Ortalis wagleri","world","web"
"15486","Uzbekistan",NA,"Ortalis wagleri","world","web"
"15487","Vatican City",NA,"Ortalis wagleri","world","web"
"15488","St. Vincent & Grenadines",NA,"Ortalis wagleri","world","web"
"15489","Venezuela",NA,"Ortalis wagleri","world","web"
"15490","British Virgin Islands",NA,"Ortalis wagleri","world","web"
"15491","U.S. Virgin Islands",NA,"Ortalis wagleri","world","web"
"15492","Vietnam",NA,"Ortalis wagleri","world","web"
"15493","Vanuatu",NA,"Ortalis wagleri","world","web"
"15494","Wallis & Futuna",NA,"Ortalis wagleri","world","web"
"15495","Samoa",NA,"Ortalis wagleri","world","web"
"15496","Kosovo",NA,"Ortalis wagleri","world","web"
