Sequence,species,English.name,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,wing.lcentr,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,result.taxonid,result.category,agriculture,invasive,residential,energy,transportation,resource_use,intrusion,nat_sys_modif,pollution,geological,climate_change,other,masscentr,rangecentr,clutchcentr,clutch.size,gen.length,genlcentr
4784,Poliocrania exsul,Chestnut-backed Antbird,Thamnophilidae,Passeriformes,AVIBASE-53288223,35,12,21,2,6,21.1,12.5,5,5.1,29,-0.312985104,66.6,4.9,61,7.3,47.3,26.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,7.21,15.88,11.2,-82.84,160398.77,103659811,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.618825961,-0.465108893,NA,NA,2.552622521,-0.246607943
4785,Ampelornis griseiceps,Grey-headed Antbird,Thamnophilidae,Passeriformes,AVIBASE-F705E3F2,8,4,4,0,3,18,10.6,3.9,3.6,23.5,-0.351998837,59.3,5.8,55.7,9.3,56.2,15,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.97,-3.57,-4.63,-79.75,17850.65,22701847,VU,1,0,1,0,0,1,0,0,0,0,0,0,-1.187920493,-2.660731998,NA,NA,2.528825535,-0.251552981
4786,Sipia berlepschi,Stub-tailed Antbird,Thamnophilidae,Passeriformes,AVIBASE-C68B58B6,5,1,4,0,0,21.5,12.6,5.1,5.5,25.6,-0.325277102,64.3,5.2,58.4,8.2,43.9,25.6,Updated_live.sample,Live sample (museum data),NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,0.54,6.55,3.42,-77.64,55751.32,22701779,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.653378342,-1.521870833,NA,NA,2.9832865,-0.157115538
4787,Sipia nigricauda,Esmeraldas Antbird,Thamnophilidae,Passeriformes,AVIBASE-48C31429,5,3,1,1,4,19.1,11.7,4.9,5,28.2,-0.326880406,64,5.8,59,8.9,52.3,24,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,-3.46,6.32,1.72,-78.27,64675.02,22701813,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.717916864,-1.373396883,NA,NA,2.882622218,-0.178033676
4788,Sipia palliata,Magdalena Antbird,Thamnophilidae,Passeriformes,AVIBASE-E492E478,8,2,6,0,4,20.4,11.6,4.6,4.7,26.7,-0.312450669,66.7,7,59.8,10.3,45.7,25,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,5.24,9.87,7.47,-74,88370.3,22724868,NT,1,0,0,1,0,0,0,0,0,0,0,0,-0.677094869,-1.06123598,NA,NA,2.534393376,-0.250395978
4789,Sipia laemosticta,Dull-mantled Antbird,Thamnophilidae,Passeriformes,AVIBASE-0145FE4C,7,4,3,0,4,18.4,10.9,4.3,4.5,26,-0.341310143,61.3,5.2,56.1,8.4,44.2,25,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Generalist,7.25,11.09,8.91,-79.74,36688.84,22724857,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.677094869,-1.940299299,NA,NA,3.220913453,-0.10773642
4790,Myrmeciza longipes,White-bellied Antbird,Thamnophilidae,Passeriformes,AVIBASE-40373FE1,11,4,7,0,4,20.3,12,4.3,4.5,29.2,-0.322604929,64.8,4,61.3,6.4,53.1,27.9,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Terrestrial,-2.5,12.36,6.41,-65.33,1110901.77,22701786,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.567344005,1.47015545,-0.30728718,2,3.288420447,-0.093708399
4791,Myrmoborus melanurus,Black-tailed Antbird,Thamnophilidae,Passeriformes,AVIBASE-04CD9946,9,4,5,0,4,17,10.3,4.7,4.8,25.2,-0.33863797,61.8,5.2,57.2,8.5,39.8,18.1,Updated_literature,BoW,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-8.37,-2.6,-4.75,-73.83,32518.28,22701726,VU,1,0,1,1,1,1,0,0,0,0,0,0,-1.000058756,-2.060969528,NA,NA,2.33791749,-0.291223863
4792,Myrmoborus lophotes,White-lined Antbird,Thamnophilidae,Passeriformes,AVIBASE-2EBCC761,7,2,5,0,5,21.6,12.3,5.1,5.8,30.7,-0.271833632,74.3,7.9,67,10.6,54.7,28,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.08,-8.37,-11.18,-71.31,202927.68,22701776,LC,0,0,0,0,0,1,0,0,0,0,0,0,-0.563766184,-0.229922261,NA,NA,2.767782353,-0.201897515
4793,Myrmoborus myotherinus,Black-faced Antbird,Thamnophilidae,Passeriformes,AVIBASE-F5CD9018,33,10,22,1,2,17.9,10.2,4.2,4.6,25.7,-0.3375691,62,9.2,53.4,14.8,40.1,18.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.92,7.11,-6.18,-64.24,4778353.33,22701723,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.962113824,2.929079354,-0.30728718,2,2.761351302,-0.203233894
4794,Myrmoborus leucophrys,White-browed Antbird,Thamnophilidae,Passeriformes,AVIBASE-C9620F9F,19,9,10,0,5,18,10.8,4.5,4.7,25.2,-0.322070494,64.9,8.7,56.4,13.6,43.8,21.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.57,10.02,-3.46,-63.71,5113605.96,22701717,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.827917759,2.996888181,-0.30728718,2,2.835373385,-0.187852031
4795,Myrmoborus lugubris,Ash-breasted Antbird,Thamnophilidae,Passeriformes,AVIBASE-8484C800,8,3,4,1,4,19.4,11.6,5,5.2,26.5,-0.312450669,66.7,8.3,59.2,12.6,39.9,21.4,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-6.91,1.48,-3,-63.93,290798.01,22701720,VU,1,0,0,0,0,0,0,0,0,0,0,0,-0.832579772,0.129856982,NA,NA,2.620529052,-0.232496898
4796,Gymnocichla nudiceps,Bare-crowned Antbird,Thamnophilidae,Passeriformes,AVIBASE-49788670,8,4,4,0,4,20.5,12.7,5.2,5.3,29.3,-0.267023719,75.2,6.5,68.9,8.6,58.1,30.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,3.67,17.05,10.03,-78.92,355899.13,22701746,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.47824401,0.331875428,-0.30728718,2,3.343669756,-0.082227537
4797,Pyriglena leuconota,White-backed Fire-eye,Thamnophilidae,Passeriformes,AVIBASE-DB77A262,54,22,31,1,12,19.9,11.1,4.6,5.6,30.1,-0.26488598,75.6,7,69.2,9.2,75.5,32.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-21.11,2.14,-9.69,-55.78,1982603.49,22730396,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.420903464,2.049394234,-0.468716878,1.4,3.658316563,-0.016843616
4798,Pyriglena leucoptera,White-shouldered Fire-eye,Thamnophilidae,Passeriformes,AVIBASE-95AE2108,15,5,10,0,4,18.9,11,4.2,5.1,29.7,-0.252059548,78,8.2,71.2,10.3,75.7,28.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-29.94,-13.38,-22.45,-48.41,1228571.5,22701700,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.535595307,1.570835471,-0.30728718,2,3.395836867,-0.071387159
4799,Pyriglena atra,Fringe-backed Fire-eye,Thamnophilidae,Passeriformes,AVIBASE-0ED689BD,9,3,5,1,4,18.4,11.1,4.5,5.4,28,-0.260610503,76.4,7,70.6,8.9,72.8,32,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.64,-11.17,-12.11,-38.05,4969.97,22701703,EN,1,0,1,0,0,1,0,0,0,0,0,0,-0.430234791,-3.939358117,NA,NA,3.060079906,-0.141157791
4800,Rhopornis ardesiacus,Slender Antbird,Thamnophilidae,Passeriformes,AVIBASE-48150C82,5,1,4,0,1,20.8,11.8,4.1,4.7,31.3,-0.288935542,71.1,3.4,61.8,4.9,87.7,26.3,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Insessorial,-16.1,-13.08,-13.79,-40.16,2437.29,22701706,EN,1,0,0,0,0,1,0,0,0,0,1,0,-0.626401755,-4.651885154,NA,NA,2.93498615,-0.167152399
4801,Percnostola rufifrons,Black-headed Antbird,Thamnophilidae,Passeriformes,AVIBASE-B8FE31D0,18,8,9,1,5,20.5,12.2,5,5.4,28.2,-0.288401107,71.2,10.7,62.7,15,56.5,23.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.59,7.16,1.45,-58.72,1139425.12,22701752,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.722092235,1.495507213,-0.388002029,1.7,3.360097209,-0.078813896
4802,Percnostola arenarum,Allpahuayo Antbird,Thamnophilidae,Passeriformes,AVIBASE-83E8F82F,7,4,3,0,4,19.4,11.6,4.6,4.9,27.6,-0.318863886,65.5,7.4,59.5,11.3,50.3,23,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4.62,-3.62,-4.16,-74.34,8817.12,22730401,VU,0,0,1,0,0,1,0,0,0,0,0,0,-0.760476478,-3.366076634,NA,NA,2.844188091,-0.186020326
4803,Akletos melanoceps,White-shouldered Antbird,Thamnophilidae,Passeriformes,AVIBASE-B1392808,8,4,4,0,4,24.4,13.9,5.7,6.6,32,-0.210373641,85.8,7,79.8,8.1,61.7,38.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.27,2.64,-3.48,-72.62,1321301.01,22701835,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.245312453,1.643600223,NA,NA,3.489903584,-0.051840002
4804,Akletos goeldii,Goeldi's Antbird,Thamnophilidae,Passeriformes,AVIBASE-1CE684D6,16,9,7,0,4,24.4,13.6,5.3,6.3,33.8,-0.201822685,87.4,9.8,79.1,11.2,69.2,42,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.02,-8.18,-10.57,-70.04,342175.6,22701838,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.158301076,0.292552135,NA,NA,3.716399007,-0.004774026
4805,Hafferia fortis,Sooty Antbird,Thamnophilidae,Passeriformes,AVIBASE-C4D9D479,9,3,5,1,4,23.2,13.6,5.4,6.6,34.1,-0.233354333,81.5,9,74.4,10.7,62.9,45.9,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.93,2.3,-5.19,-70.92,1945728.92,22701841,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.069505577,2.030620032,NA,NA,3.713166512,-0.005445742
4806,Hafferia zeledoni,Zeledon's Antbird,Thamnophilidae,Passeriformes,AVIBASE-7B3A4DDB,19,3,16,0,5,24.6,13.3,5.4,6.7,35.5,-0.226406682,82.8,5.5,76.9,6.5,82.7,47.1,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-4,11.1,3.48,-78.34,163041.74,103660162,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.043697693,-0.448765679,NA,NA,2.534393376,-0.250395978
4807,Hafferia immaculata,Blue-lored Antbird,Thamnophilidae,Passeriformes,AVIBASE-F0768885,6,2,4,0,4,22.6,12.9,5.2,6.2,33.6,-0.237095376,80.8,5.1,73.6,6.3,80.5,47.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,3.41,10.81,7.24,-73.14,103061.8,103660125,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.043697693,-0.907443112,NA,NA,2.534393376,-0.250395978
4808,Myrmornis torquata,Southern Wing-banded Antbird,Thamnophilidae,Passeriformes,AVIBASE-8074CD7D,12,5,7,0,5,23.7,15,4.5,5.2,24.8,-0.186858514,90.2,11.7,79.8,13.1,37.9,46.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-11.95,8.41,-0.9,-58.02,2996202.86,103660209,LC,1,0,0,0,0,0,0,0,0,0,0,0,-0.052226529,2.462329132,-0.576336676,1,3.260327297,-0.099546183
4809,Myrmornis stictoptera,Northern Wing-banded Antbird,Thamnophilidae,Passeriformes,AVIBASE-0CC1FD4A,4,2,2,0,0,23.7,15.2,4.7,5.3,24.3,-0.187927383,90,11.7,82.4,13.1,34.9,46.7,DataFromSplit,NA,YES,Beak Culmen; Kipp's Distance; Hand-Wing Index,Myrmornis torquata,Forest,1,1,Carnivore,Invertivore,Terrestrial,6.01,15.46,8.2,-76.93,115825.71,22724765,LC,1,0,0,0,0,0,0,0,0,0,0,0,-0.052226529,-0.790685359,NA,NA,2.398737037,-0.2785855
4810,Pygiptila stellaris,Spot-winged Antshrike,Thamnophilidae,Passeriformes,AVIBASE-E57EE0ED,14,7,7,0,8,21.9,13.7,6.3,6.8,20,-0.258472764,76.8,9.4,67.6,12.3,40.5,24.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-14.61,7.42,-3.77,-64.02,4691696.06,22701349,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.713758853,2.910777509,NA,NA,2.870975398,-0.180453897
4811,Thamnistes anabatinus,Western Russet Antshrike,Thamnophilidae,Passeriformes,AVIBASE-A56F4E94,11,6,5,0,4,23.3,12.7,6,6.3,20,-0.304968583,68.1,11.1,58,16.2,53.3,20.7,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-3.92,17.82,11.52,-84.62,398111.82,103660237,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.865836994,0.443961,-0.30728718,2,3.106293103,-0.131554643
4812,Thamnistes aequatorialis,Eastern Russet Antshrike,Thamnophilidae,Passeriformes,AVIBASE-9695962D,4,2,2,0,0,23.3,12.2,5.9,6,19.7,-0.277177979,73.3,11.1,62.4,16.2,69.2,20.7,DataFromSplit,NA,YES,Beak Culmen; Kipp's Distance; Hand-Wing Index,Thamnistes anabatinus,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.08,7.42,-8.77,-73.89,208220.52,103660264,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.865836994,-0.20417421,NA,NA,2.534393376,-0.250395978
4813,Conopophaga aurita,Chestnut-belted Gnateater,Conopophagidae,Passeriformes,AVIBASE-2E9D5026,2,0,2,0,0,16.6,9.5,5.7,4.4,26.1,-0.301761975,68.7,9.6,59.4,14.2,32.5,26.3,Dunning,NA,YES,Kipp's Distance; Hand-Wing Index,Conopophaga snethlageae,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.46,7.43,-2.63,-63.8,2800393.44,103660322,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.626401755,2.39474328,-0.30728718,2,2.844697479,-0.185914475
4814,Conopophaga snethlageae,Black-breasted Gnateater,Conopophagidae,Passeriformes,AVIBASE-83F07C79,4,2,2,0,4,15.3,9.3,5.9,4.3,27.8,-0.309778496,67.2,9.6,57.7,14.2,32.5,26.3,DataFromSplit,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-10.13,0.65,-5.22,-54.96,587576.3,103660326,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.626401755,0.83323419,NA,NA,2.032553545,-0.354678796
4815,Conopophaga melanops,Black-cheeked Gnateater,Conopophagidae,Passeriformes,AVIBASE-EA9CEB99,18,10,8,0,4,16,9.9,5.6,4.9,25.5,-0.32046719,65.2,8.6,55.4,13.4,28.3,20.1,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.01,-6.6,-18.32,-41.2,242500.41,22703415,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.895250879,-0.051768519,-0.30728718,2,2.722605327,-0.211285346
4816,Conopophaga lineata,Rufous Gnateater,Conopophagidae,Passeriformes,AVIBASE-2D997B49,9,3,6,0,4,16.4,8.9,4.9,4,28.1,-0.294814324,70,7.8,62.6,11,45.3,25.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-32.41,-12.65,-21.94,-48.84,1896972.3,22734381,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.669126699,2.005242447,-0.30728718,2,2.989940456,-0.155732839
4817,Conopophaga cearae,Ceara Gnateater,Conopophagidae,Passeriformes,AVIBASE-E669DB94,9,4,4,1,4,15.2,9.6,5.2,4.6,26.9,-0.296952063,69.6,6.3,65.5,8.8,43,22,EltonTraits_Model,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.55,-4,-7.65,-35.9,58582.69,22728504,NT,1,0,0,0,0,0,0,0,0,0,0,0,-0.804928241,-1.47233266,-0.30728718,2,2.032553545,-0.354678796
4818,Conopophaga roberti,Hooded Gnateater,Conopophagidae,Passeriformes,AVIBASE-1BC6D0DF,6,2,4,0,4,16.3,9.4,5.7,4.2,26.8,-0.295348759,69.9,7.1,62.2,10.2,35.9,20.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.26,-0.58,-4.87,-45.11,686966.07,22703403,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.861017707,0.989512982,NA,NA,2.534910505,-0.250288518
4819,Conopophaga peruviana,Ash-throated Gnateater,Conopophagidae,Passeriformes,AVIBASE-82B0FF93,12,3,5,4,3,17.7,9.9,6.2,4.5,25.6,-0.318329451,65.6,11.2,54.7,17.1,30.8,23,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.73,-0.54,-7.11,-71.84,1098743.55,22703406,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.760476478,1.459150658,NA,NA,2.566550588,-0.243713677
4820,Conopophaga ardesiaca,Slaty Gnateater,Conopophagidae,Passeriformes,AVIBASE-3D046D26,13,4,9,0,6,17.5,9,5.7,4.3,30.3,-0.290538846,70.8,9.8,61.4,13.9,45.2,26.3,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-22.34,-12.44,-16.59,-66.99,100334.39,22703409,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.626401755,-0.934263413,NA,NA,2.580284929,-0.240859667
4821,Conopophaga castaneiceps,Chestnut-crowned Gnateater,Conopophagidae,Passeriformes,AVIBASE-E0994940,6,3,3,0,4,20.9,9.6,5.9,4.4,29.1,-0.271299197,74.4,8.8,65.4,11.8,42.1,27,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-12.58,8.04,-2.03,-76.24,160640.32,22703412,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.600133828,-0.463604092,NA,NA,2.656163786,-0.225091965
4822,Conopophaga melanogaster,Black-bellied Gnateater,Conopophagidae,Passeriformes,AVIBASE-C0F59C9F,4,1,2,1,3,20.4,11.4,6.2,5.2,32.7,-0.245646331,79.2,9.3,70.4,11.8,41.2,42.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-15.14,-2.02,-7.84,-59.33,911253.95,22703418,LC,0,0,0,0,0,0,0,0,0,0,0,0,-0.146466618,1.272049698,NA,NA,2.824727887,-0.190064176
4823,Pittasoma michleri,Black-crowned Pittasoma,Conopophagidae,Passeriformes,AVIBASE-DC49C290,6,3,2,1,4,35.3,17.9,9,8.5,48.6,-0.133415043,100.2,6,95,5.9,33.4,109,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,6.66,10.52,8.45,-79.07,49173.73,22703231,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.795377188,-1.647412383,-0.30728718,2,4.463632166,0.150501771
4824,Pittasoma rufopileatum,Rufous-crowned Pittasoma,Conopophagidae,Passeriformes,AVIBASE-98B2F147,5,3,2,0,3,33.2,16.6,7.9,7.9,45,-0.175635385,92.3,4.4,87.6,4.7,30.5,96.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Insessorial,-0.6,7.21,3.5,-77.66,73382.31,22703234,NT,1,0,1,1,0,1,0,0,0,0,0,0,0.673572314,-1.247089022,NA,NA,4.040817105,0.062640379
4825,Melanopareia torquata,Collared Crescentchest,Melanopareiidae,Passeriformes,AVIBASE-CA4D206B,10,5,3,2,4,12.4,7.5,3.3,3.7,20,-0.393684744,51.5,4.4,48,8.6,59.9,17.2,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Terrestrial,-24.31,-6.67,-14.6,-50.7,2770968.6,22703449,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.05106131,2.384180293,NA,NA,2.625879507,-0.231385068
4826,Melanopareia maximiliani,Olive-crowned Crescentchest,Melanopareiidae,Passeriformes,AVIBASE-B75A42C7,5,4,1,0,4,14.3,7,3.1,3.4,22,-0.390478136,52.1,3.5,48.4,6.7,72.3,18,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Terrestrial,-32.61,-15.68,-25.02,-61.98,752374.15,22703453,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.005598936,1.08046182,NA,NA,2.579203225,-0.241084446
4827,Melanopareia maranonica,Maranon Crescentchest,Melanopareiidae,Passeriformes,AVIBASE-47E71FE1,5,3,2,0,3,17.3,9.5,3.7,3.9,25.9,-0.354136576,58.9,5,54.3,8.3,72.8,23,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Terrestrial,-6.02,-4.74,-5.4,-78.9,10057.19,22703463,LC,1,0,0,1,0,1,0,0,0,0,0,0,-0.760476478,-3.234484119,NA,NA,2.835895511,-0.187743533
4828,Melanopareia elegans,Elegant Crescentchest,Melanopareiidae,Passeriformes,AVIBASE-42E4A8D9,7,2,4,1,4,17,10.2,3.4,3.6,25.9,-0.385133789,53.1,2.7,49.8,4.7,57.9,16,Dunning,NA,NO,NA,NA,Woodland,1,1,Carnivore,Invertivore,Terrestrial,-7.99,0.08,-4.01,-79.89,81037.63,22703457,LC,0,0,0,0,0,0,0,0,0,0,0,0,-1.123381972,-1.147858306,NA,NA,2.660650609,-0.224159598
4829,Grallaria squamigera,Undulated Antpitta,Grallariidae,Passeriformes,AVIBASE-D9979344,35,10,17,8,4,36.7,20.5,8.2,10.7,57,0.080358839,140.2,22.8,119.8,16,64,136,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-17.7,9.98,-5.07,-75.3,269461.89,22703237,LC,0,0,0,0,0,0,0,0,0,0,0,0,1.016684192,0.05365505,NA,NA,3.601149585,-0.028722971
4830,Grallaria gigantea,Giant Antpitta,Grallariidae,Passeriformes,AVIBASE-15C83177,14,4,10,0,3,39,22.8,10.8,15,65.1,0.128992397,149.3,13.6,134.7,9,63.9,236,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-2.45,1.44,-0.16,-78.3,13446.51,22703240,VU,1,0,1,0,0,1,0,0,0,0,0,0,1.567861111,-2.944052328,NA,NA,4.158284393,0.087050198
4831,Grallaria excelsa,Great Antpitta,Grallariidae,Passeriformes,AVIBASE-AF9CB0EA,3,1,2,0,1,36.9,22.3,9.6,12.7,61,0.153576393,153.9,16.1,143.9,10.1,63.1,240.8,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,7.71,10.91,8.97,-71.26,8417.28,22703243,VU,1,0,1,1,0,0,0,0,0,0,0,0,1.58799602,-3.412485185,NA,NA,4.119886837,0.079071148
4832,Grallaria varia,Variegated Antpitta,Grallariidae,Passeriformes,AVIBASE-83213F7A,33,12,12,9,4,28.5,17.6,8.3,10.4,50.8,-0.031872449,119.2,9.8,104.5,8.4,48.9,119,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-30.06,6.37,-8.82,-54.4,3247752.05,22703246,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.883152799,2.542946439,-0.30728718,2,3.825224799,0.017840082
4833,Grallaria alleni,Moustached Antpitta,Grallariidae,Passeriformes,AVIBASE-73BDA8FB,1,0,1,0,1,25.7,15.6,6.6,7.5,45.7,-0.145172607,98,17.2,80.8,17.6,42.5,70.5,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-1.19,6.52,1.07,-77.31,8886.61,22703252,VU,1,0,1,0,0,1,0,0,0,0,0,0,0.359642016,-3.358226271,NA,NA,3.285878706,-0.094236575
4834,Grallaria chthonia,Tachira Antpitta,Grallariidae,Passeriformes,AVIBASE-1585B1C0,1,0,1,0,1,26.6,16.7,5.9,8.4,42,-0.142500433,98.5,6.6,91.9,6.7,39,94.2,Inferred,NA,YES,Body Mass,Grallaria guatimalensis,Forest,1,1,Carnivore,Invertivore,Terrestrial,7.52,7.75,7.63,-72.25,496.18,22703255,CR,1,0,0,0,0,0,0,0,0,0,0,0,0.649449488,-6.243588435,NA,NA,3.350025365,-0.080906835
4835,Grallaria guatimalensis,Scaled Antpitta,Grallariidae,Passeriformes,AVIBASE-2DCEE578,60,12,39,9,4,30.8,16.1,7,8.9,45.2,-0.1034867,105.8,18.1,85.3,17.8,43.7,94.2,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-19.07,21.37,5.39,-78.44,1176165.53,22703249,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.649449488,1.527242955,-0.30728718,2,3.693936784,-0.009441699
4836,Grallaria haplonota,Plain-backed Antpitta,Grallariidae,Passeriformes,AVIBASE-BC3FAE8B,18,7,9,2,4,27.4,15.7,7.1,8.9,44.7,-0.13074287,100.7,12.1,88.6,12,43.3,85,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-11.15,10.72,0.52,-75.94,87992.13,22703259,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.546680563,-1.065524542,-0.30728718,2,3.636849228,-0.02130455
4837,Grallaria dignissima,Ochre-striped Antpitta,Grallariidae,Passeriformes,AVIBASE-5D82B799,5,2,3,0,1,27.8,16.6,8.8,10.7,55.5,-0.131811739,100.5,9.2,94.7,8.9,32.5,110,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-5.01,0.63,-2.35,-74.4,386285.83,22703262,LC,0,0,0,0,0,0,0,0,0,0,0,0,0.804509672,0.413805667,NA,NA,3.287578785,-0.093883297
4838,Grallaria eludens,Elusive Antpitta,Grallariidae,Passeriformes,AVIBASE-9E50CABF,7,0,7,0,4,29.5,18.3,9.3,11.2,57.6,-0.11150322,104.3,9.2,97.2,8.7,35.7,115,Dunning,NA,NO,NA,NA,Forest,1,1,Carnivore,Invertivore,Terrestrial,-13.02,-3.35,-8.13,-72.18,383522.84,22703265,LC,0,0,1,1,1,1,0,0,0,0,0,0,0.848961434,0.406627255,NA,NA,3.499200674,-0.049908057
