English.name,newrow
Grey-crowned Prinia,5141
Yungas Manakin,5145
Horsfield's Frogmouth,5149
Magenta-throated Woodstar,5150
Timor Fantail,5150
Little Auk,5151
Huon Honeyeater,5152
Rufous Chatterer,5152
Santa Marta Warbler,5152
Bornean Whistling-thrush,5153
Chipping Sparrow,5156
Grey-crested Finch,5156
Amami Woodcock,5158
Taita White-eye,5158
Malay Laughingthrush,5158
Usambara Double-collared Sunbird,5158
Lita Woodpecker,5160
Orange-throated Bush-tanager,5162
Nechisar Nightjar,5163
Galapagos Rail,5163
Red-capped Forest-warbler,5163
Azure-hooded Jay,5165
Rufous-vented Flycatcher,5165
Pied Bushchat,5167
Ashy Myzomela,5169
Green-backed Sparrow,5170
Spinifex Pigeon,5174
Bryan's Shearwater,5174
Chestnut-backed Tanager,5174
Madagascar Grebe,5178
Sun Lark,5178
Rimatara Lorikeet,5179
Winding Cisticola,5179
Spice Imperial-pigeon,5180
Hawaii Elepaio,5180
Red-chested Cuckoo,5181
Chinstrap Penguin,5181
Rufous Fishing-owl,5181
New Britain Dwarf-kingfisher,5181
Madagascar Wagtail,5181
Pallas's Rosefinch,5182
Townsend's Storm-petrel,5183
Miombo Wren-warbler,5185
Plumed Guineafowl,5186
Black-and-white Bulbul,5187
Lesson's Seedeater,5188
Neumann's Starling,5189
Tristram's Bunting,5189
Hartlaub's Turaco,5190
Masked Cardinal,5190
Olive-chested Flycatcher,5191
Pacific Gull,5195
Olive-spotted Hummingbird,5197
Cape Crow,5199
Eastern Ornate Flycatcher,5200
Yellow-billed Lorikeet,5202
Snares Fernbird,5202
Atlantic Royal Flycatcher,5203
White-rumped Cuckooshrike,5203
Black-capped Sparrow,5203
Banasura Chilappan,5204
Purple-collared Woodstar,5208
Edwards's Fig-parrot,5209
Southern Hyliota,5210
Spot-breasted Laughingthrush,5211
Golden Parakeet,5212
Eastern Crowned Warbler,5212
Rufous-bellied Thrush,5212
Nicobar Pigeon,5213
Grey-headed Mannikin,5213
Black Siskin,5216
Yellow-billed Spoonbill,5217
Bornean Bulbul,5217
Hodgson's Redstart,5219
Tractrac Chat,5219
Plain Honeyeater,5220
Slender-billed Flufftail,5221
Pallas's Gull,5221
Brown Treecreeper,5222
White-wedged Piculet,5223
Rose-breasted Grosbeak,5226
Black-capped Lory,5227
Spotless Starling,5227
Socotra Grosbeak,5227
Common Nighthawk,5229
St Vincent Amazon,5229
Sichuan Jay,5229
Black-breasted Weaver,5229
Long-toed Stint,5230
White-cheeked Antbird,5230
Anjouan Sunbird,5230
Black-capped Social-weaver,5230
Golden-hooded Tanager,5230
Black Harrier,5231
Grey-chinned Sunbird,5231
Fiery-necked Nightjar,5232
Pygmy Longbill,5233
Rio de Janeiro Antbird,5234
White-tailed Greenbul,5234
Medium Ground-finch,5234
Hook-billed Bulbul,5236
Yellow-bellied Flowerpecker,5238
Guadalcanal Honeyeater,5239
Yellow-rumped Mannikin,5242
Rennell Whistler,5243
Fearful Owl,5244
Red Wattlebird,5247
Short-billed Leaftosser,5250
Grey-bellied Antbird,5252
Yellow-bellied Flycatcher,5252
Cobb's Wren,5252
Cuban Pygmy-owl,5253
Brown-headed Thrush,5253
Biak Paradise-kingfisher,5254
African Shrike-flycatcher,5258
Stitchbird,5258
Long-tailed Nightjar,5260
Winifred's Warbler,5260
White-bellied Imperial-pigeon,5261
Blue-crowned Parakeet,5264
Trindade Petrel,5265
Mascarene Martin,5267
California Condor,5268
Grey-and-gold Warbler,5273
Ochre-marked Parakeet,5277
Northern Royal Albatross,5278
Blyth's Kingfisher,5281
Maccoa Duck,5282
Thick-billed Murre,5282
Ariel Toucan,5282
Black-bellied Seedeater,5291
Buff-fronted Owl,5292
Vinaceous Rosefinch,5292
Fire-breasted Flowerpecker,5293
Kittlitz's Plover,5294
White-backed Duck,5295
Southern Nutcracker,5295
Curl-crested Manucode,5296
Ashy Storm-petrel,5297
Pied Bronze-cuckoo,5298
Spotted Thick-knee,5299
Rufous Babbler,5300
Southern Red-headed Weaver,5302
Iranian Ground-jay,5303
Moreno's Ground-dove,5306
Short-crested Flycatcher,5306
Yellow-throated Scrubwren,5307
Japanese Quail,5308
Curl-crested Araçari,5308
Merida Brush-finch,5308
Pallid Dove,5309
Santarem Parakeet,5309
Sad Flycatcher,5312
Green-crowned Brilliant,5313
Black-faced Waxbill,5313
Patagonian Tinamou,5314
Nocturnal Curassow,5314
Kalkadoon Grasswren,5314
Auckland Shag,5317
Wing-snapping Cisticola,5319
Yellow-faced Honeyeater,5323
Brown-capped Whitestart,5324
Kimberley Honeyeater,5328
Tyrian Metaltail,5329
Asian Stubtail,5329
Diamond Dove,5330
White-throated Swallow,5331
Lazuli Bunting,5333
Tamaulipas Pygmy-owl,5334
Semi-collared Hawk,5335
Red-tailed Newtonia,5339
Mexican Squirrel-cuckoo,5342
White-tailed Hillstar,5343
Black-fronted Piping-guan,5344
Andean Avocet,5344
Cliff Parakeet,5346
Tawny-faced Quail,5347
Bush Thick-knee,5347
White-rumped Munia,5349
Timneh Parrot,5350
Unicolored Antwren,5350
Ocellated Woodcreeper,5352
Cinnamon Weaver,5354
Short-tailed Antthrush,5355
Sikkim Treecreeper,5355
Black-rumped Buttonquail,5356
Australian Hobby,5356
White-breasted Nuthatch,5356
Pin-tailed Parrotfinch,5356
Acre Tody-tyrant,5357
Yellow-shouldered Grassquit,5357
Ursula's Sunbird,5358
Somali Crombec,5359
Black-legged Parrot,5360
Black-bellied Starling,5360
Nahan's Partridge,5364
Square-tailed Saw-wing,5364
Coal Tit,5365
Bearded Vulture,5366
Speckle-fronted Weaver,5366
Fiery-throated Hummingbird,5368
Grey-throated Leaftosser,5368
Barred Hawk,5369
Great Hornbill,5369
Greyish Baywing,5370
Lacrimose Mountain-tanager,5370
Plain Swift,5373
Tanimbar Oriole,5377
Yellowish-breasted Racquet-tail,5378
Seram Boobook,5380
Bolivian Tapaculo,5380
Levaillant's Cisticola,5380
Rock Sparrow,5380
White-throated Rail,5381
Blue Swallow,5383
Slender-billed Tyrannulet,5385
Hispaniolan Pewee,5385
Morepork,5386
Greater Sooty-owl,5388
Planalto Slaty Antshrike,5388
Slaty Antwren,5389
Madagascar Serpent-eagle,5390
Plain-flanked Rail,5392
Smoke-colored Pewee,5392
Rufous-lored Tyrannulet,5395
Socotra Warbler,5395
White-capped Dipper,5395
Common Hawk-cuckoo,5397
Todd's Antwren,5397
Chestnut-belted Gnateater,5398
Western Crested-flycatcher,5398
Hawaiian Hawk,5399
Red-faced Crimsonwing,5399
Tibetan Rosefinch,5399
Congo Moor-chat,5400
Northern Red-shouldered Macaw,5402
White-bellied Spinetail,5402
Northern White-crowned Shrike,5404
Southern Emu-wren,5405
Philippine Green-pigeon,5407
Belford's Honeyeater,5407
Fischer's Turaco,5408
Malabar Barbet,5408
Lined Forest-falcon,5408
Grey-chested Jungle-flycatcher,5409
Yellow-breasted Antpitta,5412
Rusty-collared Seedeater,5412
Booted Eagle,5413
Stiles's Tapaculo,5413
Northern Tropical Pewee,5413
Band-tailed Earthcreeper,5414
Prigogine's Nightjar,5415
Olive-backed Tailorbird,5415
African Jacana,5416
Eastern Ornate Antwren,5416
Esmeraldas Antbird,5418
Dusky Twinspot,5420
Yellow-bellied Chat-tyrant,5421
Rüppell's Chat,5422
Black-headed Bee-eater,5423
Ceara Gnateater,5423
Chestnut-tipped Toucanet,5424
Green Woodhoopoe,5425
Rufous-breasted Accentor,5425
Rufous-vented Niltava,5429
Yellow-headed Caracara,5430
Sennar Penduline-tit,5430
Lazuli Kingfisher,5432
Black-tailed Cisticola,5433
Puna Tinamou,5434
Red-billed Curassow,5434
Grey Noddy,5435
Carmiol's Tanager,5435
Chatham Oystercatcher,5437
Cabanis's Greenbul,5440
Short-tailed Pipit,5440
Barred Tinamou,5441
Jandaya Parakeet,5442
Creamy-breasted Fig-parrot,5444
Bougainville Honeyeater,5444
White-browed Robin,5444
Azores Bullfinch,5445
Black-winged Snowfinch,5446
Sula Cicadabird,5448
Bar-breasted Firefinch,5451
Red Shoveler,5452
Planalto Woodcreeper,5453
Black-fronted Brush-finch,5453
Euler's Flycatcher,5456
Black-faced Woodswallow,5456
Pacific Imperial-pigeon,5458
Bornean Ground-cuckoo,5459
Oak Titmouse,5459
Yellow-throated Bush-sparrow,5459
Philippine Scrubfowl,5461
Grand Comoro Sunbird,5461
Dark-backed Wood-quail,5462
Terek Sandpiper,5462
Hume's Bush-warbler,5462
Galapagos Hawk,5463
Taczanowski's Ground-tyrant,5463
White Eared-pheasant,5465
Siberian Rubythroat,5466
Black-capped Tanager,5466
Western Mountaineer,5467
Bolivian Spinetail,5470
Chestnut-eared Bunting,5471
Black Guan,5473
Hudson's Canastero,5473
Chin Hills Wren-babbler,5473
Lavender Waxbill,5474
Colima Pygmy-owl,5477
Brandt's Mountain-finch,5483
Bengal Florican,5487
Sula Dwarf-kingfisher,5488
MacGregor's Bowerbird,5488
Stone Partridge,5489
Black-hooded Coucal,5489
White-bellied Antbird,5490
Madagascar Kestrel,5491
Hispaniolan Euphonia,5493
Ivory-backed Woodswallow,5494
Black-spectacled Brush-finch,5494
Wedge-tailed Sabrewing,5496
Olive-backed Euphonia,5497
Cape Sugarbird,5500
Slate-colored Hawk,5502
Sira Curassow,5503
Mallee Emu-wren,5503
Cinnamon-breasted Warbler,5504
Southern Hill Myna,5504
Para Oropendola,5505
Ocellated Poorwill,5507
Brown-crested Flycatcher,5507
Maroon-breasted Philentoma,5507
Mangrove Rail,5509
Pale-tipped Tyrannulet,5509
Grey-headed Sunbird,5510
Russet-mantled Foliage-gleaner,5511
Pied Cuckoo-dove,5513
Montane Racquet-tail,5514
Chestnut-throated Spinetail,5516
Weka,5517
Blue-and-yellow Macaw,5518
Pine Siskin,5518
Crested Bunting,5518
Maroon-naped Sunbird,5520
Eastern Yellow-billed Barbet,5521
Cuban Tody,5523
Snow Mountain Tiger-parrot,5523
Grey-flanked Cinclodes,5523
Mountain Sooty Boubou,5523
Puerto Rican Lizard-cuckoo,5524
Black Antshrike,5525
Iiwi,5525
Himalayan Bush-robin,5527
Long-tailed Hermit,5528
Madagascar Buttonquail,5528
Sumba Brown Flycatcher,5530
Racquet-tailed Treepie,5534
Screaming Piha,5536
Western Little Hornbill,5537
Halmahera Flowerpecker,5537
Violaceous Trogon,5538
Matinan Flycatcher,5538
Bay-capped Wren-spinetail,5539
Great Barbet,5540
Junin Canastero,5540
Uniform Crake,5543
Pacific Wren,5545
Green Sandpiper,5546
Eyebrowed Thrush,5546
Panama Flycatcher,5547
Indian Silverbill,5547
Philippine Hawk-cuckoo,5548
Yellow-plumed Honeyeater,5549
Forest Scrub-robin,5549
Thick-billed Vireo,5552
Bearded Guan,5554
Bronze-tailed Comet,5554
Little Curlew,5554
Rapa Shearwater,5555
Long-tailed Thrush,5555
Ground Batis,5557
Pavonine Cuckoo,5558
Melancholy Woodpecker,5558
Mangrove Swallow,5558
Blue Jewel-babbler,5559
Striped Wren-babbler,5561
Rufous-tailed Scrub-robin,5562
Spotted Fantail,5564
Glaucous Tanager,5567
Scaled Chachalaca,5568
Timor Leaf-warbler,5569
Madagascar Cuckoo,5570
Cotton Pygmy-goose,5571
Galapagos Mockingbird,5572
Red-tailed Black-cockatoo,5573
Puerto Rican Spindalis,5573
Curve-billed Thrasher,5575
Barbuda Warbler,5575
Inca Dove,5577
Grey-legged Tinamou,5578
Grey-hooded Babbler,5578
Grey Cuckooshrike,5579
Sharp-tailed Ibis,5580
Barred Cuckooshrike,5581
Verreaux's Eagle-owl,5582
Papuan Hornbill,5582
South Moluccan Pitta,5582
Bushy-crested Hornbill,5583
Wied's Tyrant-manakin,5584
New Caledonian Thicketbird,5585
Buff-banded Tyrannulet,5586
Turquoise-throated Puffleg,5587
White-lined Barbet,5587
Ashy Antwren,5587
Adelaide's Warbler,5589
Resplendent Quetzal,5590
Sri Lanka Woodpigeon,5592
Striped Owl,5592
Red-tailed Tropicbird,5593
Willis's Antbird,5594
White-browed Reed-warbler,5594
Chucao Tapaculo,5595
Western Bronze-naped Pigeon,5597
Wonga Pigeon,5598
Slender Sheartail,5600
Rosy-faced Lovebird,5600
Pied Imperial-pigeon,5602
Black-backed Forktail,5602
Fork-tailed Woodnymph,5603
Fynbos Buttonquail,5603
White-browed Robin-chat,5604
Yellow-footed Gull,5605
Little Rock-thrush,5605
Chatham Albatross,5608
Olive Woodpecker,5608
Little Green-pigeon,5609
Black-crowned Tityra,5609
Jouanin's Petrel,5610
Turati's Boubou,5610
Grey Firefinch,5611
Andean Siskin,5613
Wahlberg's Eagle,5615
Streak-headed Woodcreeper,5616
Grey-headed Oliveback,5616
Bourke's Parrot,5617
Dunn's Lark,5617
White-headed Duck,5618
Black Cuckoo-dove,5620
Blue-winged Pitta,5620
Sooty Babbler,5620
Green Mango,5623
White-throated Mountain-babbler,5623
Long-toed Lapwing,5624
Taveuni Silktail,5624
Sulphur-throated Finch,5624
African Penguin,5625
White-fronted Manakin,5626
Sabota Lark,5627
Tepui Brush-finch,5627
Jamaican Oriole,5630
White-rimmed Warbler,5630
Brown-crowned Tchagra,5632
Dusky Turtle-dove,5633
Lady Amherst's Pheasant,5634
White-chinned Thistletail,5634
Upland Buzzard,5635
Yellow-eared Parrot,5635
Guadalcanal Fantail,5635
Spotted Grasshopper-warbler,5636
White-headed Bulbul,5637
Black-crowned Night-heron,5639
Mountain Mouse-warbler,5639
Scarlet-breasted Woodpecker,5640
Red-billed Buffalo-weaver,5641
Blue-spotted Wood-dove,5642
Graceful Pitta,5643
Ruwenzori Hill-babbler,5643
Turquoise-fronted Amazon,5647
Yellow Oriole,5647
Ecuadorian Tyrannulet,5648
Sulawesi Hawk-eagle,5650
Rufous-tailed Tailorbird,5652
Blue-breasted Kingfisher,5655
Brown Cachalote,5655
Maroon-bellied Sunbird,5655
Wattled Jacana,5656
Red-tailed Minla,5656
Scalloped Antthrush,5663
Pallid Cuckoo,5664
Western Crowned Leaf-warbler,5664
Corncrake,5666
Johanna's Sunbird,5667
Cream-colored Woodpecker,5668
Southern Variable Pitohui,5668
White-browed Guan,5671
White-winged Black-tyrant,5671
Waigeo Brush-turkey,5672
Turquoise Flycatcher,5672
Forbes-Watson's Swift,5674
Stephan's Dove,5675
Beautiful Nuthatch,5676
White-bellied Whistler,5677
Masked Trogon,5678
Long-billed Woodcreeper,5678
Lesser Florican,5679
North Moluccan Pitta,5679
Black Monarch,5679
Black-cheeked Woodpecker,5681
Grey Shrike-thrush,5681
Ruddy Turnstone,5685
Rose-ringed Parakeet,5685
Lemon-browed Flycatcher,5686
Bay Antpitta,5688
Itatiaia Spinetail,5688
Striated Starling,5689
South Philippine Hawk-eagle,5691
Peregrine Falcon,5692
White-tailed Lark,5692
Black-chinned Robin,5693
Javan Munia,5693
Red-throated Caracara,5696
Southern Spotted Woodcreeper,5699
Waved Woodpecker,5700
Sharp-billed Treehunter,5700
Arabian Waxbill,5700
Rock Sandpiper,5701
Buff-breasted Flycatcher,5701
Green Hylia,5701
Pied Shrike-babbler,5702
Striped Sparrow,5702
St Lucia Black Finch,5702
Javan Lapwing,5704
Three-striped Flycatcher,5704
Stripe-throated Hermit,5706
Ring-necked Francolin,5707
White-collared Monarch,5707
Lilac-crowned Amazon,5708
Short-crested Monarch,5708
Fulvous Shrike-tanager,5708
Dwarf Honeyguide,5709
Cinnamon-throated Woodcreeper,5709
Black-crowned Antshrike,5712
Green-tailed Jacamar,5714
Bioko Speirops,5715
White Nile Sparrow,5715
Long-tailed Sylph,5716
Green-crowned Warbler,5717
Flores Sea Cuckoo-dove,5719
Mexican Whip-poor-will,5719
East Andean Antbird,5719
Banded Woodpecker,5723
Rufous-crowned Greenlet,5724
Pectoral-patch Cisticola,5724
West Indian Whistling-duck,5725
Little Grebe,5725
Chestnut-sided Shrike-vireo,5725
Northern Hawk-owl,5726
Mangrove Robin,5726
Painted Bush-quail,5727
Hyacinth Macaw,5728
White-throated Woodcreeper,5728
Hill Blue-flycatcher,5728
Sinai Rosefinch,5729
Black-chested Tyrant,5730
Little Paradise-kingfisher,5732
African Paradise-flycatcher,5732
Peg-billed Finch,5732
Willie Wagtail,5734
Red-headed Tit,5735
Maroon-backed Whistler,5736
Marquesas Ground-dove,5739
Malay Blue-banded Kingfisher,5740
Glossy Flowerpiercer,5741
White-winged Guan,5743
Olive-backed Tanager,5747
Violet-crowned Hummingbird,5749
Chestnut-crowned Antpitta,5750
Roraiman Warbler,5750
Red Spurfowl,5752
Sulphur-bellied Flycatcher,5753
Andean Goose,5754
Timor Figbird,5754
Brown-capped Vireo,5756
Izu Robin,5758
Thick-billed Siskin,5758
Ocellated Tapaculo,5759
Chestnut-winged Babbler,5760
Izu Tit,5763
Blue-faced Malkoha,5764
Togo Yellow-billed Barbet,5768
Grey-eyed Greenlet,5768
Trumpeter Swan,5769
Squacco Heron,5771
White-fronted Tyrannulet,5772
Caatinga Antwren,5778
Maguari Stork,5779
Austral Parakeet,5779
Socotra Cisticola,5779
Chestnut-eared Araçari,5780
Chirruping Wedgebill,5780
Cryptic Warbler,5780
Orange-fronted Parakeet,5781
White-fronted Honeyeater,5781
River Prinia,5782
Green-winged Teal,5783
Trinidad Motmot,5783
Peruvian Citrine Warbler,5783
Rock Pratincole,5786
Mount Kupe Bush-shrike,5787
Himalayan Owl,5789
Berlepsch's Tinamou,5792
Common Goldeneye,5792
Ochre-bellied Dove,5793
Taiwan Cupwing,5793
Smoky-fronted Tody-flycatcher,5796
Great Antpitta,5798
Thick-billed Raven,5798
Hawaiian Goose,5800
Magenta Petrel,5800
Mountain Tailorbird,5800
Purple-backed Thornbill,5801
Yellow-throated Toucan,5803
Dusky Pigeon,5805
Junin Tapaculo,5806
Chocolate-vented Tyrant,5807
Pale-headed Woodpecker,5811
Dusky-throated Antshrike,5813
Western Thornbill,5814
Mourning Wheatear,5814
Sickle-winged Nightjar,5815
Little Sunangel,5816
Yellow-tufted Woodpecker,5816
Green Barbet,5817
Vogelkop Honeyeater,5819
Black-browed Mountain Greenbul,5822
Cryptic Honeyeater,5823
Black-faced Tanager,5825
Grauer's Broadbill,5826
Rusty Sparrow,5826
Cinnamon-breasted Tit,5829
Rufous-chested Tanager,5830
Lesser Yellownape,5831
Chestnut-winged Hookbill,5832
Black-eared Wheatear,5832
Tropeiro Seedeater,5835
Spotted Illadopsis,5836
Sula Pitta,5837
White-thighed Swallow,5837
Bluish Flowerpiercer,5837
Asian Crested Ibis,5838
Mountain Pipit,5839
Rufous-fronted Antthrush,5842
Grenada Dove,5843
Pale-headed Munia,5845
White-capped Munia,5846
Lemon-rumped Leaf-warbler,5847
Maroon-chinned Fruit-dove,5848
Mustard-capped Lorikeet,5848
White-bellied Flycatcher,5850
Buff-vented Bulbul,5850
Giant Cowbird,5851
Swallow-tailed Bee-eater,5852
Grey-crowned Babbler,5855
Rufous-headed Ground-roller,5856
Red-tailed Bristlebill,5857
Pohnpei White-eye,5859
Silver-backed Needletail,5860
Lesser Kiskadee,5861
Ashy Minivet,5861
Boyer's Cuckooshrike,5861
Brown Scrub-robin,5862
Bay Wren,5863
Carrion Crow,5864
Saffron-billed Sparrow,5864
Black-winged Petrel,5865
Northern Shrike-tit,5866
Eastern Slaty Thrush,5867
Karoo Chat,5867
Plain-capped Starthroat,5872
Rusty Thicketbird,5872
Collared Warbling-finch,5872
Chiloe Wigeon,5874
Egyptian Goose,5876
Slate-colored Antbird,5876
Lesser Shortwing,5876
Madagascar Hoopoe,5877
Fringe-backed Fire-eye,5877
Straight-billed Reedhaunter,5880
Common Rosefinch,5880
Bearded Wood-partridge,5883
White-browed Tit-warbler,5883
Peruvian Pigeon,5885
Australasian Bittern,5885
Short-tailed Antbird,5888
Weebill,5892
Lafresnaye's Woodcreeper,5893
Fulvous Owl,5894
Bougainville Thrush,5895
Knob-billed Fruit-dove,5896
Rüppell's Bustard,5896
Yungas Screech-owl,5897
Plumbeous Forest-falcon,5898
White-vented Plumeleteer,5899
Little Friarbird,5900
Anambra Waxbill,5900
Venezuelan Parakeet,5902
Brown Dipper,5902
Blackpoll Warbler,5903
Blue-capped Fruit-dove,5904
Pink-headed Imperial-pigeon,5906
Manu Antbird,5912
Yellow-eared Woodpecker,5913
Wattled Ploughbill,5913
Streak-breasted Scimitar-babbler,5913
Grey-cheeked Nunlet,5914
Lark-like Brushrunner,5914
Townsend's Shearwater,5915
Javan Warbler,5916
Cinnabar Boobook,5917
Dusky Fantail,5917
Pink-footed Goose,5918
Zoe's Imperial-pigeon,5918
Least Pygmy-owl,5918
Clarion Wren,5918
Lawrence's Goldfinch,5919
Fiery Topaz,5920
Bald Parrot,5920
Jameson's Firefinch,5921
Moluccan Swiftlet,5922
Foothill Mourner,5922
South Island Robin,5922
Arnot's Chat,5924
Trumpeter Finch,5925
Rusty-backed Monjita,5928
Northern Long-tailed Woodcreeper,5929
Mexican Hermit,5930
Merida Flowerpiercer,5930
Yellow-green Greenlet,5931
Tibetan Lark,5931
Kalij Pheasant,5932
Black Inca,5932
Guadalcanal Rail,5932
White-headed Wren,5932
Swinhoe's Pheasant,5934
Golden Eagle,5934
Black-legged Kittiwake,5936
Chestnut-cheeked Starling,5936
Bullock's Oriole,5936
Baumann's Greenbul,5937
Scaly Francolin,5938
Striated Prinia,5938
Greater Striped Swallow,5938
Plain-winged Antshrike,5939
Blue-billed Duck,5940
Black Skimmer,5940
Familiar Chat,5940
Elegant Tern,5941
Rufous Antpitta,5941
Pale Sand Martin,5941
Common Hoopoe,5942
Grey Plover,5943
Taita Thrush,5943
Flappet Lark,5944
Spectacled Finch,5945
Green-winged Bulbul,5946
Spot-throated Flameback,5947
Brown-throated Fulvetta,5949
Long-billed Hermit,5950
Slaty-winged Foliage-gleaner,5950
Swamp Palm Bulbul,5950
Schalow's Turaco,5951
Cassin's Hawk-eagle,5951
Dusky Piha,5951
Maranon Thrush,5952
Black-capped Foliage-gleaner,5953
Todd's Nightjar,5954
Green Thorntail,5954
Puvel's Illadopsis,5954
Red-chested Sunbird,5957
Western Crested Berrypecker,5958
Blue-winged Warbler,5958
Chinese Crested Tern,5960
Dusky-throated Hermit,5961
Golden-collared Woodpecker,5961
Olive-flanked Robin-chat,5961
White-winged Coot,5962
Hairy Woodpecker,5962
Lesser Scaup,5966
Thick-billed Saltator,5966
Band-backed Wren,5968
Beautiful Sunbird,5968
Cherrie's Tanager,5968
Samoan Moorhen,5969
Yellow-billed Blue Magpie,5969
Common Newtonia,5970
Whyte's Francolin,5971
Blood-breasted Flowerpecker,5972
Black-headed Greenfinch,5972
Banded Broadbill,5973
Sumatran Trogon,5976
Spangled Kookaburra,5976
Dusky Warbler,5976
Sapphire-bellied Hummingbird,5978
Blue-headed Pitta,5978
Greyish-crowned Leafbird,5979
Malay Crested Fireback,5980
Greater Sandplover,5980
Red-chested Swallow,5980
Yellow-throated Greenbul,5980
Western Piping Hornbill,5981
Southern Bald Ibis,5983
Northern Screamer,5988
Rock Tapaculo,5988
Eastern Bearded Greenbul,5989
Undulated Tinamou,5990
Moriche Oriole,5991
White Bellbird,5993
Gurney's Sugarbird,5993
White-browed Scrubwren,5994
Merlin,5997
Grey-headed Nigrita,5998
Violet-backed Starling,6000
Rotuma Myzomela,6002
Chestnut Teal,6008
Brush Bronzewing,6008
Great-billed Parrot,6008
Western Grasswren,6009
Braun's Bush-shrike,6009
Spot-fronted Swift,6011
Southern Martin,6012
Little Egret,6014
Narrow-tailed Starling,6014
Yellow-throated Honeyeater,6015
Cunene Long-tailed Starling,6018
Northern Wing-banded Antbird,6019
White-throated Bushchat,6019
Mangrove Vireo,6020
Crested Francolin,6022
Pin-striped Tit-babbler,6023
Citrine White-eye,6024
Mauritius Kestrel,6027
Orange-billed Lorikeet,6029
Maranon Spinetail,6029
Lined Antshrike,6031
Buru Mountain-pigeon,6032
Pohnpei Flycatcher,6034
Glossy-black Thrush,6037
Cape Robin-chat,6037
Mottled Duck,6038
Bolivian Recurvebill,6038
Bronze-green Euphonia,6038
Fülleborn's Longclaw,6039
Brown-headed Apalis,6041
Black-throated Accentor,6044
Whistler's Warbler,6045
Cape Weaver,6045
Antarctic Prion,6048
Yellow-collared Lovebird,6048
Forest Fody,6048
Hildebrandt's Francolin,6049
Little Weaver,6049
Southern Brown Kiwi,6050
Pinnated Bittern,6050
Eurasian Treecreeper,6050
Broad-billed Roller,6051
Mistle Thrush,6052
Copper-throated Sunbird,6052
Olive-backed Pipit,6052
Yellow-fronted Parakeet,6053
Large Woodshrike,6053
Montagu's Harrier,6055
Chihuahuan Raven,6055
Thick-billed Weaver,6056
Imperial Snipe,6059
Tawny Tit-spinetail,6061
Giant Hummingbird,6062
Cockatiel,6062
Red-breasted Pygmy-parrot,6062
Rufous Potoo,6063
Mountain Starling,6067
Crested Shelduck,6068
Plains-wanderer,6068
Plain-capped Ground-tyrant,6069
Pringle's Puffback,6069
Rufous-throated Fulvetta,6070
Atlantic Black-breasted Woodpecker,6071
Joyful Greenbul,6071
Elliot's Pheasant,6072
Black-necked Red Cotinga,6072
Black-headed Canary,6073
African Rail,6076
Southern Long-tailed Woodcreeper,6077
Nicobar Scops-owl,6078
Long-billed Black-cockatoo,6078
Redthroat,6078
Whistling Warbler,6079
White-naped Tit,6080
Moss-backed Tanager,6080
Olrog's Gull,6081
Barred Parakeet,6081
Streak-fronted Antshrike,6081
Slender-billed Thornbill,6081
Green-backed Tailorbird,6082
Blue-faced Honeyeater,6083
Red-legged Sparrowhawk,6084
Pearly-eyed Thrasher,6084
Red-chinned Lorikeet,6086
White-browed Blackbird,6086
Budgerigar,6087
Olivaceous Flycatcher,6089
Plain-brown Woodcreeper,6090
Black-chested Mountain-tanager,6090
Highland Motmot,6091
Golden-rumped Flowerpecker,6092
Fiji Streaked Fantail,6094
Paperbark Flycatcher,6099
Yellow-tailed Parrot,6100
Yellow-throated Miner,6100
Blue Cuckooshrike,6100
Eastern Miombo Sunbird,6100
Temminck's Tragopan,6102
Northern Ground-hornbill,6102
Creamy-rumped Miner,6102
Black-billed Nightingale-thrush,6103
Northern Wheatear,6104
Red Kite,6105
Long-tailed Silky-flycatcher,6106
Patagonian Yellow-finch,6106
Andean Hillstar,6109
Gold-ringed Tanager,6110
Gurney's Eagle,6111
Siberian Thrush,6111
Rennell Gerygone,6113
Red-crested Pochard,6114
Great-winged Petrel,6114
Yellow-breasted Pygmy-parrot,6114
Southern Yellow-billed Hornbill,6117
Striated Antthrush,6117
Black-and-orange Flycatcher,6118
Indochinese Roller,6119
Red-headed Barbet,6120
Large Elaenia,6123
Spectacled Monarch,6127
Pygmy Nuthatch,6128
Yellow-lored Tanager,6129
Puna Rhea,6132
Grey-crowned Warbler,6132
Lesser Necklaced Laughingthrush,6132
Slaty-blue Flycatcher,6133
Scottish Crossbill,6133
Savi's Warbler,6134
Golden White-eye,6134
Santa Cruz Ground-dove,6137
Golden-crowned Warbler,6137
Crimson-crested Woodpecker,6138
Rennell White-eye,6138
Streamer-tailed Tyrant,6139
Rose Robin,6139
Northern Brownbul,6139
Bronze-winged Woodpecker,6142
Short-tailed Paradigalla,6142
Golden-olive Woodpecker,6143
Golden-eared Tanager,6145
Golden-collared Manakin,6146
Abyssinian Woodpecker,6149
Hawaiian Coot,6151
Rufescent Prinia,6151
Mountain Pygmy-owl,6152
Blue-bellied Roller,6153
Black-faced Grosbeak,6153
Charming Hummingbird,6154
Drakensberg Siskin,6154
Little Pied Cormorant,6155
Cocos Flycatcher,6155
Many-colored Rush-tyrant,6156
Sclater's Wren,6156
Blue Grosbeak,6157
Malay Brown Barbet,6159
Chestnut-throated Huet-huet,6159
Spot-winged Pigeon,6160
Samoan Starling,6161
Blue Duck,6163
Styan's Bulbul,6163
American Goldfinch,6166
Rufous Night-heron,6167
