"","Sequence","species","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other"
"1578",4861,"Grallaria fenwickorum","Grallariidae","Passeriformes","AVIBASE-722C29AB",2,0,2,0,2,22.4,13.2,5.3,6.6,44.3,92.6,7.3,85.3,7.9,59.4,55.8,"Updated_literature","Dunning (2021)","NO",NA,NA,NA,1,1,"Carnivore","Invertivore","Terrestrial",6.28,6.74,6.54,-76.08,760.06,22736345,5,1,"1","0","1","1","0","1","0","1","0","0","0","0"
"1579",4830,"Grallaria gigantea","Grallariidae","Passeriformes","AVIBASE-15C83177",14,4,10,0,3,39,22.8,10.8,15,65.1,149.3,13.6,134.7,9,63.9,236,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-2.45,1.44,-0.16,-78.3,13446.51,22703240,3,1,"1","0","1","0","0","1","0","0","0","0","0","0"
"1580",4842,"Grallaria kaestneri","Grallariidae","Passeriformes","AVIBASE-3FD0C73F",3,2,1,0,3,22.1,13.3,5.2,6,42.4,82.7,6.1,76.6,7.4,51.4,47.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",4.21,4.75,4.46,-73.58,444.3,22703268,4,1,"1","0","0","0","0","1","0","0","0","0","0","0"
"1581",4862,"Grallaria milleri","Grallariidae","Passeriformes","AVIBASE-88C6B17B",6,2,4,0,4,20.9,12.9,6.1,6.9,44.3,85.6,9.4,76.9,10.9,48.8,52.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",3.69,5.82,4.67,-75.46,12355.13,22703336,3,1,"1","0","1","0","0","1","0","0","0","0","0","0"
"1582",4852,"Grallaria przewalskii","Grallariidae","Passeriformes","AVIBASE-98DA026C",6,2,4,0,5,23.4,13.6,5.9,7.4,48.4,92.8,7.8,85.4,8.4,55.9,65.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",-8.96,-5.29,-6.94,-77.5,26356.12,22703311,3,1,"1","0","0","0","0","0","0","0","0","0","0","0"
"1583",4846,"Grallaria ridgelyi","Grallariidae","Passeriformes","AVIBASE-6F24D8CB",2,1,1,0,1,32,20.4,9.2,12.4,68.6,128.3,10.7,117.8,8.3,53.6,179.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-4.95,-4.24,-4.48,-79.07,120.44,22724628,4,1,"1","0","0","1","1","1","0","0","0","0","0","0"
"1584",4845,"Grallaria rufocinerea","Grallariidae","Passeriformes","AVIBASE-E1A86347",6,2,3,1,4,20.5,12.2,4.9,6.1,43,87.3,6.3,80.4,7.3,47.3,44.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",0.47,6.42,3.21,-76.12,9572.87,22703292,3,1,"1","0","1","0","1","1","0","0","0","0","0","0"
"1585",4855,"Grallaria saltuensis","Grallariidae","Passeriformes","AVIBASE-A8A394CF",3,2,1,0,0,23.9,11.6,4.8,5.2,42.8,78.4,6.4,75.2,7.8,43.4,35.7,"DataFromSplit",NA,"YES","Beak Culmen; Kipp's Distance; Secondary1; Hand-Wing Index","Grallaria rufula","Forest",1,1,"Carnivore","Invertivore","Terrestrial",9.84,10.74,10.3,-72.88,2865.4,103660400,4,1,"1","0","1","0","0","0","0","1","0","0","0","0"
"1586",4840,"Grallaria watkinsi","Grallariidae","Passeriformes","AVIBASE-3862FDBB",6,1,4,1,4,27.1,17.1,6.5,7.9,51.9,90.8,5.2,85,5.9,47.9,69.8,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Terrestrial",-4.51,-1.09,-3.36,-80.14,16613.44,22703277,2,0,"1","0","0","0","0","0","0","0","0","0","0","0"
"1587",4876,"Grallaricula cucullata","Grallariidae","Passeriformes","AVIBASE-3DAB83EB",5,1,3,1,3,14.1,8.7,5,4.9,23.5,66.5,7.6,58.1,11.5,32.9,19.3,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",1.31,7.85,4.24,-75.16,15456.86,22703392,3,1,"1","0","1","0","1","1","0","0","0","0","0","0"
"1588",4881,"Grallaricula cumanensis","Grallariidae","Passeriformes","AVIBASE-CB3D7CC3",3,3,0,0,2,16.7,9.5,5.3,5.1,24.4,64.3,11.5,52.8,17.9,26.4,19.8,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",9.97,10.73,10.25,-63.59,3476.12,22736456,3,1,"1","0","0","0","0","0","0","0","0","0","0","0"
"1589",4874,"Grallaricula flavirostris","Grallariidae","Passeriformes","AVIBASE-051DF113",67,23,34,10,4,18.5,9.2,5.6,4.8,21.6,65.1,10.6,56.3,15.9,27.2,17.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-18.04,10.49,-7.15,-73.48,208413.71,22703362,2,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"1590",4883,"Grallaricula lineifrons","Grallariidae","Passeriformes","AVIBASE-FA147336",8,3,5,0,1,14,8,4.8,4.4,28.1,75.7,8.3,67.7,10.9,40.4,21.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.72,4.42,0.88,-77.22,14344.41,22703389,1,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"1591",4875,"Grallaricula loricata","Grallariidae","Passeriformes","AVIBASE-22AAE57C",7,1,6,0,3,15.8,9.1,5.5,4.9,23.6,67.2,11.2,54.8,17,32,20.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.01,10.68,10.33,-68.22,11269.04,22703378,2,0,"1","0","1","0","0","1","0","1","0","0","0","0"
"1592",4878,"Grallaricula ochraceifrons","Grallariidae","Passeriformes","AVIBASE-7BD6E7C0",2,1,1,0,1,17.1,9.6,5.3,5.2,27.4,72.8,8.6,64.2,11.5,33.5,23.1,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.82,-5.35,-5.59,-78.13,1217.58,22703384,4,1,"1","0","1","1","1","1","0","0","0","0","1","0"
"1593",4877,"Grallaricula peruviana","Grallariidae","Passeriformes","AVIBASE-CE799E92",4,2,2,0,3,15.7,9.2,5.3,5.1,25.3,71.3,9.8,61.2,13.8,32.1,18.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.52,0.36,-3,-78.52,23119.76,22703381,2,0,"1","0","0","1","0","1","0","0","0","0","0","0"
"1594",4866,"Hylopezus auricularis","Grallariidae","Passeriformes","AVIBASE-44A0A4E3",2,1,1,0,2,23.4,13.7,5.2,6.1,39.2,88,8.2,79.8,9.4,38.8,40.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-11.12,-10.93,-11.03,-66.15,185.14,22728454,3,1,"0","0","0","0","0","0","0","1","0","0","0","0"
"1595",4870,"Hylopezus ochroleucus","Grallariidae","Passeriformes","AVIBASE-F900EC2D",9,0,8,1,1,18.2,12.4,4.5,4.6,36.1,77.4,10.7,68.3,13.5,44.5,28,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Terrestrial",-15.81,-3.57,-10.23,-40.95,545906.82,22703349,2,0,"1","0","0","0","1","1","0","0","0","0","0","0"
"1596",7704,"Cecropis daurica","Hirundinidae","Passeriformes","AVIBASE-ECD0580B",46,22,24,0,18,11.3,5.4,3.8,3,14.3,122.2,65,57.2,53.2,96.1,22.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Aerial",-14.74,54.78,29.46,82.45,18735899.27,103812643,1,0,"0","1","0","0","0","0","0","0","0","0","0","0"
"1597",7686,"Delichon urbicum","Hirundinidae","Passeriformes","AVIBASE-30FEC6BE",33,18,15,0,4,10.7,4.8,3.7,2.9,11.3,108.1,58.9,49.5,54.3,61.3,14.5,"Dunning",NA,"NO",NA,NA,"Human Modified",3,3,"Carnivore","Invertivore","Aerial",28.02,70.31,51.81,42.81,16377219.72,103811886,1,0,"0","1","0","0","0","0","0","0","0","0","1","0"
"1598",7677,"Eurochelidon sirintarae","Hirundinidae","Passeriformes","AVIBASE-C1570ECC",1,0,0,1,1,15.9,9.3,4.8,4.9,16.8,117,59.7,57.3,51,39,26,"EltonTraits_GenAvg",NA,"NO",NA,NA,NA,3,3,"Carnivore","Invertivore","Aerial",15.23,15.24,15.24,100.25,0.98,22712042,5,1,"1","0","0","0","0","1","1","1","0","0","0","0"
"1599",7707,"Hirundo atrocaerulea","Hirundinidae","Passeriformes","AVIBASE-CB7FB32A",9,3,6,0,4,10.7,5,3.6,2.3,10.2,111.5,57.4,54.2,51.4,115,13.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Aerial",-30.81,-6.97,-17.87,32.58,140763.6,22712318,3,1,"1","1","1","1","0","1","1","1","1","0","1","0"
"1600",7719,"Hirundo megaensis","Hirundinidae","Passeriformes","AVIBASE-BAAFB1BC",7,4,3,0,4,10.1,5,3.6,2,9.4,101.8,54.4,47.4,53.5,54,11,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Aerial",3.66,5.08,4.33,38.49,14837.09,22712330,3,1,"1","0","0","0","0","0","0","1","0","0","1","0"
"1601",7714,"Hirundo rustica","Hirundinidae","Passeriformes","AVIBASE-58C502EA",68,23,24,21,10,12.4,6,4.5,2.7,11.7,115.8,62.3,56,52.6,71.4,17.9,"Dunning",NA,"NO",NA,NA,"Human Modified",3,3,"Carnivore","Invertivore","Aerial",-37.53,71.13,47.56,34.57,51701054.06,22712252,1,0,"1","1","0","0","0","1","0","1","1","0","1","0"
"1602",7746,"Progne modesta","Hirundinidae","Passeriformes","AVIBASE-13169BC5",4,1,3,0,4,12.8,7,4,3.4,14.2,126.1,67.3,58.8,53.4,68.9,41.4,"Inferred",NA,"YES","Body Mass","Progne murphyi","Shrubland",1,1,"Carnivore","Invertivore","Aerial",-1.41,0.17,-0.57,-90.91,7771.35,22731986,4,1,"0","1","0","0","0","0","0","0","0","0","1","0"
"1603",7745,"Progne murphyi","Hirundinidae","Passeriformes","AVIBASE-D6494239",2,1,1,0,2,15.1,7.3,4.9,3.5,13.1,132,73.5,58.5,55.7,67,41.4,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Aerial",-18.71,-3.5,-11.06,-76.74,134136.1,22731728,2,0,"0","1","0","0","0","0","0","0","1","0","0","0"
"1604",7676,"Pseudochelidon eurystomina","Hirundinidae","Passeriformes","AVIBASE-F0C6A985",5,2,2,1,5,14.5,8.6,5.4,5,13.8,118.9,58.5,60.4,49.2,50.8,26,"EltonTraits_Model",NA,"NO",NA,NA,"Riverine",2,3,"Carnivore","Invertivore","Aerial",-4.31,3.42,0.1,17.03,113181.07,22712036,0,0,"0","0","0","0","0","1","0","1","0","0","0","0"
"1605",7733,"Riparia riparia","Hirundinidae","Passeriformes","AVIBASE-94A1C447",26,8,17,1,4,9.4,5,3.7,2.5,10.5,101.8,54,47.9,53,47.2,12.7,"Dunning",NA,"NO",NA,NA,"Riverine",3,3,"Carnivore","Invertivore","Aerial",24.15,72.45,54.72,29.5,36583654.61,103815961,1,0,"0","0","0","1","0","0","0","1","1","0","1","0"
"1606",7738,"Tachycineta cyaneoviridis","Hirundinidae","Passeriformes","AVIBASE-EB65944A",6,3,3,0,4,11.8,6.2,4.1,2.7,11.8,112.7,61.9,50.9,54.8,68.1,17.5,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Carnivore","Invertivore","Aerial",23.68,27.13,25.15,-77.89,8103.75,22712080,4,1,"0","1","1","0","0","1","0","1","0","0","1","0"
"1607",7737,"Tachycineta euchrysea","Hirundinidae","Passeriformes","AVIBASE-21BA7041",4,0,0,4,4,9.5,4.8,3.1,2.6,10.8,108,60,48,55.5,56.6,17,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Aerial",17.95,19.31,18.68,-71.37,8014.22,22712086,3,1,"1","1","0","0","0","0","0","0","0","0","0","0"
"1608",7174,"Hyliota usambara","Hyliotidae","Passeriformes","AVIBASE-BC190F25",2,1,1,0,2,12.9,7.3,3.2,3.3,16.2,62.5,11,51.5,17.6,40.5,11.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.2,-4.84,-5.02,38.68,412.8,22715457,4,1,"1","0","0","0","0","1","0","0","0","0","0","0"
"1609",9371,"Hylocitrea bonensis","Hylocitreidae","Passeriformes","AVIBASE-315A1AD2",4,2,2,0,4,16.7,8.1,3.7,4.7,21.1,81.2,15.6,65.6,19.2,71,27.5,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-3.91,1.2,-1.92,120.47,29444.56,103867190,1,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"1610",9372,"Hylocitrea bonthaina","Hylocitreidae","Passeriformes","AVIBASE-9E9FDF8D",0,0,0,0,0,16.7,8.1,3.7,4.7,21.1,81.2,15.6,65.6,19.2,71,27.5,"EltonTraits_GenAvg",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Hylocitrea bonensis","Forest",1,1,"Omnivore","Frugivore","Insessorial",-5.45,-4.74,-5.24,119.9,540.84,103867212,4,1,"1","0","1","0","0","1","0","0","0","0","1","0"
"1611",10521,"Agelaius tricolor","Icteridae","Passeriformes","AVIBASE-80285D5C",4,2,2,0,4,22.2,14.7,4.9,7.3,26.7,113.2,35.3,77.9,31.2,83,57.9,"Dunning",NA,"NO",NA,NA,"Wetland",2,2,"Omnivore","Invertivore","Terrestrial",29.84,47.51,36.78,-120.31,113509.64,22724196,4,1,"1","1","0","0","0","1","0","0","1","0","0","0"
"1612",10520,"Agelaius xanthomus","Icteridae","Passeriformes","AVIBASE-A349723D",4,2,2,0,4,19.6,13.9,4.3,6.9,22,101.2,21.2,80.1,21,83.2,38.4,"Dunning",NA,"NO",NA,NA,"Wetland",2,1,"Omnivore","Invertivore","Insessorial",17.93,18.46,18.03,-66.99,261.5,22724209,4,1,"1","1","1","0","0","0","1","0","0","0","1","1"
"1613",10549,"Anumara forbesi","Icteridae","Passeriformes","AVIBASE-41E8146F",3,2,1,0,3,25.2,16.5,6.6,9.6,29.4,103,17.3,85.7,16.7,94.2,65.9,"Inferred",NA,"YES","Body Mass","Gnorimopsar chopi","Forest",2,1,"Omnivore","Invertivore","Generalist",-19.52,-7.57,-10.6,-37.53,112.34,22724274,3,1,"1","1","0","0","0","1","0","0","0","0","0","0"
"1614",10473,"Cacicus koepckeae","Icteridae","Passeriformes","AVIBASE-7354E7B8",2,0,2,0,2,27.3,16.6,5.9,7.8,27,110,20.2,89.8,18.3,100,48,"Updated_live.sample","Live sample (museum data)","NO",NA,NA,"Forest",1,1,"Omnivore","Nectarivore","Insessorial",-12.4,-9.22,-11.15,-72.15,45403.99,22724043,2,0,"1","0","0","0","0","0","0","0","0","0","0","0"
"1615",10533,"Euphagus carolinus","Icteridae","Passeriformes","AVIBASE-5F77FED5",9,4,5,0,4,23,15.3,5,6.6,30.2,114.4,32.1,82.6,28,90,59.6,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Omnivore","Omnivore","Terrestrial",42.42,69.61,57.69,-110.48,7275943.03,22724329,3,1,"0","0","1","0","1","1","0","1","1","0","1","0"
"1616",10543,"Hypopyrrhus pyrohypogaster","Icteridae","Passeriformes","AVIBASE-65FE3697",5,1,3,1,5,31.7,19.5,8.4,11.7,34,139.8,22.1,117.7,15.8,138.7,101,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",1.43,7.21,4.77,-75.55,3871.8,22724268,3,1,"1","1","0","0","0","1","0","0","0","0","0","0"
"1617",10509,"Icterus bonana","Icteridae","Passeriformes","AVIBASE-ED0ABA39",4,2,2,0,3,22.9,14.7,4.8,6.1,23.7,81.1,13,69.1,15.8,81,29,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",14.39,14.88,14.65,-61.02,1126.59,22724150,3,1,"1","1","0","0","0","0","0","0","0","0","0","0"
"1618",10513,"Icterus laudabilis","Icteridae","Passeriformes","AVIBASE-B196BC41",4,1,0,3,4,25.4,17.1,5.9,7.7,24.9,105.5,23.4,82.1,22.2,105.6,36.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",13.7,14.1,13.89,-60.97,617.37,22724153,4,1,"1","1","1","0","0","0","0","0","1","0","0","0"
"1619",10507,"Icterus northropi","Icteridae","Passeriformes","AVIBASE-C70AA182",3,2,1,0,3,23.5,15.1,5.2,6.4,23.9,90.1,18.2,72,20.1,84.2,40,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",2,1,"Omnivore","Omnivore","Insessorial",23.71,25.21,24.49,-77.95,5270.32,22736369,4,1,"1","1","0","0","0","0","0","1","0","0","1","0"
"1620",10511,"Icterus oberi","Icteridae","Passeriformes","AVIBASE-80F9BE4B",2,0,2,0,2,26.2,18,6.4,7.4,24.2,90,16.1,73.9,17.9,99,35.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",16.68,16.77,16.74,-62.19,13.19,22724147,3,1,"1","1","1","0","0","0","0","0","0","1","1","0"
"1621",10455,"Leistes defilippii","Icteridae","Passeriformes","AVIBASE-E39D145D",5,1,4,0,3,28.6,20,6.5,9,31.7,120.4,30.2,91.3,24.9,77.8,48,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Omnivore","Omnivore","Terrestrial",-38.61,-31.42,-36.97,-61.47,12021.74,22724229,3,1,"1","0","1","0","0","0","0","0","0","0","0","0"
"1622",10545,"Macroagelaius subalaris","Icteridae","Passeriformes","AVIBASE-7290E17C",5,1,1,3,4,24.8,14.9,5.4,8,29.9,125,29.6,90.4,24.6,139.8,62,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Omnivore","Invertivore","Insessorial",6.02,7.11,6.44,-73.25,1271.1,22724290,4,1,"1","0","1","0","0","1","0","1","0","0","0","0"
"1623",10529,"Molothrus armenti","Icteridae","Passeriformes","AVIBASE-C21B323A",3,2,1,0,3,17.9,11.7,4.1,6.9,22.8,94.1,23,71.1,24.4,67.5,40.8,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",3,1,"Carnivore","Invertivore","Terrestrial",10.14,11.14,10.75,-74.99,4138.72,22724722,2,0,"1","0","1","0","0","0","0","0","0","0","0","0"
"1624",10518,"Nesopsar nigerrimus","Icteridae","Passeriformes","AVIBASE-F8918F08",4,0,1,3,4,26,17.7,4.8,7.3,21,99.5,16.6,82.9,16.7,73.5,39,"Dunning",NA,"NO",NA,NA,"Forest",1,2,"Carnivore","Invertivore","Insessorial",17.95,18.43,18.16,-77.1,1727.91,22724163,4,1,"1","1","1","1","0","1","0","0","0","0","1","0"
"1625",10469,"Psarocolius cassini","Icteridae","Passeriformes","AVIBASE-B7EA49C4",1,0,1,0,1,74.5,45.4,12.3,19.4,59.5,235,64.9,170.1,27.6,220,383.9,"EltonTraits_Model",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",5.2,8.55,7.03,-77.06,5505.28,22724010,3,1,"1","0","1","0","1","1","0","0","0","0","0","0"
"1626",10535,"Quiscalus quiscula","Icteridae","Passeriformes","AVIBASE-8BBB3255",10,4,6,0,4,33,21.8,7.3,10.5,35.6,132.9,34.3,98.2,25.9,118.2,105.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Omnivore","Terrestrial",24.53,61.37,44.95,-93.93,8216640.27,22724320,2,0,"0","0","0","0","0","1","0","0","0","0","0","0"
"1627",10451,"Sturnella magna","Icteridae","Passeriformes","AVIBASE-27410227",13,4,8,1,6,33.5,20,6.1,8.2,39.8,108.1,28.4,86.1,24.8,67.4,91.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Invertivore","Terrestrial",-2.91,50.71,30.39,-84.52,7031582.36,22735434,2,0,"1","0","0","0","0","0","1","0","1","0","0","0"
"1628",10559,"Xanthopsar flavus","Icteridae","Passeriformes","AVIBASE-A6365418",4,2,2,0,4,25.5,17.8,4.9,7.4,28,103.6,32,71.7,30.8,74.5,43,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-34.83,-24.27,-29.02,-54.31,284991.46,22724673,4,1,"1","1","1","0","0","1","0","1","1","0","0","0"
"1629",9393,"Irena cyanogastra","Irenidae","Passeriformes","AVIBASE-D27C14EE",11,4,5,2,10,28.7,19.6,8.7,11.3,21.1,132.5,28.4,104.5,21.4,104.9,80.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",5.56,18.65,11.97,123.22,229101.27,22704936,2,0,"1","0","0","1","1","1","0","0","0","0","0","0"
"1630",9392,"Irena tweeddalii","Irenidae","Passeriformes","AVIBASE-052BB649",0,0,0,0,0,26.3,17.5,7.9,9.1,17.8,125.4,31.5,92.9,25.3,91.8,64.9,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Irena puella","Forest",1,1,"Herbivore","Frugivore","Insessorial",7.8,12.33,9.93,118.67,13152.44,103775167,2,0,"0","0","1","1","1","1","0","0","0","0","0","0"
"1631",6684,"Eutrichomyias rowleyi","Lamproliidae","Passeriformes","AVIBASE-4B00D50E",1,0,1,0,1,16.7,9.1,5.3,5.2,21.6,95.5,18.3,77.2,19.2,91.7,19,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",3.49,3.54,3.52,125.55,14.9,22707085,5,1,"1","0","0","0","0","1","0","0","0","0","1","0"
"1632",6682,"Lamprolia klinesmithi","Lamproliidae","Passeriformes","AVIBASE-20AD6203",0,0,0,0,0,17.3,9.6,3.9,3.8,22.8,81.5,12.3,69.6,15,45.5,14.7,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Lamprolia victoriae","Forest",1,1,"Carnivore","Invertivore","Generalist",-16.7,-16.48,-16.61,179.81,215.55,103707799,3,1,"1","1","0","0","0","1","0","0","0","0","1","0"
"1633",6683,"Lamprolia victoriae","Lamproliidae","Passeriformes","AVIBASE-41898F4D",11,2,9,0,4,17.3,9.6,3.9,3.8,22.8,81.5,12.3,69.6,15,45.5,14.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Generalist",-17.01,-16.69,-16.85,-67.67,442.23,103707785,2,0,"1","1","0","0","0","1","0","0","0","0","1","0"
"1634",6902,"Lanius ludovicianus","Laniidae","Passeriformes","AVIBASE-36171C2B",11,2,9,0,4,21.1,12.3,6.5,8.8,27.7,96.4,21.7,74.2,22.6,96.7,51.6,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",16.1,55.52,38.03,-101.11,8852504.29,22705042,2,0,"1","1","0","0","1","1","0","0","1","0","1","0"
"1635",6907,"Lanius meridionalis","Laniidae","Passeriformes","AVIBASE-EDE09959",21,4,12,5,4,22.9,13.2,6.7,8.9,30.6,104.1,24.8,79.2,23.8,106.2,60.4,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Insessorial",36.47,44.6,40.37,-3.1,557659.42,22729533,3,1,"1","0","0","0","0","0","0","1","1","0","0","0"
"1636",6901,"Lanius minor","Laniidae","Passeriformes","AVIBASE-8852337B",19,6,13,0,4,20,11,6.9,9.2,25.5,118,42.6,75.5,36,87.6,46.5,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Insessorial",31.54,57.34,47.12,49.2,8409985.28,22705038,1,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"1637",6913,"Lanius newtoni","Laniidae","Passeriformes","AVIBASE-892BF67B",6,0,6,0,1,19.7,10.4,6.8,6.7,25.4,92.2,20.9,71.3,22.6,110.2,22.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",0.13,0.27,0.2,6.56,150.77,22705080,5,1,"1","1","0","0","1","1","0","1","0","0","0","0"
"1638",6899,"Lanius validirostris","Laniidae","Passeriformes","AVIBASE-314A1AB9",9,3,6,0,4,21,12,7,9.9,27,84.4,14.5,69.9,17.1,91.7,37.5,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Carnivore","Invertivore","Insessorial",6.86,18.29,14.02,122.37,18662.93,22705035,2,0,"1","0","0","0","0","0","0","0","0","0","1","0"
"1639",8524,"Actinodura sodangorum","Leiotrichidae","Passeriformes","AVIBASE-E5AD68C4",1,1,0,0,1,18.2,10.3,4.7,5.6,31,85.5,13,72.5,15.2,123.5,38.4,"Inferred",NA,"YES","Body Mass","Actinodura ramsayi","Forest",1,1,"Carnivore","Invertivore","Insessorial",14.67,16.21,15.47,107.4,10456.81,22716552,2,0,"1","0","0","0","1","0","0","0","0","0","0","0"
"1640",8379,"Alcippe brunneicauda","Leiotrichidae","Passeriformes","AVIBASE-2EAEE9C9",6,2,3,1,4,13.9,8.9,3.6,4.2,21,71.7,10.8,61.6,14.8,61.6,14.3,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-4.19,9,1.4,112.09,764716.7,22716630,2,0,"1","0","0","0","0","1","0","1","0","0","0","0"
"1641",8388,"Cutia legalleni","Leiotrichidae","Passeriformes","AVIBASE-FD32868A",5,2,3,0,4,21.9,12.2,4.5,6,26.8,85.7,15.1,70,17.8,69.8,47.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",11.3,17.25,14.22,107.53,28408.48,22734578,2,0,"1","0","0","0","0","1","0","0","0","0","0","0"
"1642",8433,"Garrulax bicolor","Leiotrichidae","Passeriformes","AVIBASE-CFEA4730",5,2,3,0,4,28.3,15.4,6,7.9,45.2,127.6,10.2,118.8,7.9,115.8,123.4,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-5.61,5.5,0.9,99.6,67096.21,22734448,4,1,"0","0","0","0","0","1","0","0","0","0","0","0"
