"","species","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other"
"6600","Nisaetus cirrhatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6601","Nisaetus floris","1","0","0","0","0","1","0","0","0","0","0","0"
"6602","Nisaetus lanceolatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6603","Nisaetus nanus","1","0","0","0","0","1","0","1","0","0","1","0"
"6604","Nisaetus nipalensis","1","1","0","0","1","1","0","0","0","0","0","0"
"6605","Nisaetus philippensis","1","0","0","0","0","1","0","0","0","0","0","0"
"6606","Nisaetus pinskeri","1","0","0","0","0","1","0","0","0","0","0","0"
"6607","Nok hualon","1","0","0","1","0","1","0","0","0","0","0","0"
"6608","Nomonyx dominicus","0","0","0","0","0","0","0","0","0","0","0","0"
"6609","Nonnula amaurocephala","0","0","0","0","0","0","0","0","0","0","0","0"
"6610","Nonnula brunnea","0","0","0","0","0","0","0","0","0","0","0","0"
"6611","Nonnula frontalis","0","0","0","0","0","0","0","0","0","0","0","0"
"6612","Nonnula rubecula","0","0","0","0","0","0","0","0","0","0","0","0"
"6613","Nonnula ruficapilla","0","0","0","0","0","0","0","0","0","0","0","0"
"6614","Nonnula sclateri","0","0","0","0","0","0","0","0","0","0","0","0"
"6615","Northiella haematogaster","0","0","0","0","0","0","0","0","0","0","0","0"
"6616","Notharchus hyperrhynchus","0","0","0","0","0","0","0","0","0","0","0","0"
"6617","Notharchus macrorhynchos","0","0","0","0","0","0","0","0","0","0","0","0"
"6618","Notharchus ordii","0","0","0","0","0","0","0","0","0","0","0","0"
"6619","Notharchus pectoralis","0","0","0","0","0","0","0","0","0","0","0","0"
"6620","Notharchus subtectus","0","0","0","0","0","0","0","0","0","0","0","0"
"6621","Notharchus swainsoni","0","0","0","0","0","0","0","0","0","0","0","0"
"6622","Notharchus tectus","0","0","0","0","0","0","0","0","0","0","0","0"
"6623","Nothocercus bonapartei","0","0","0","0","0","0","0","0","0","0","0","0"
"6624","Nothocercus julius","0","0","0","0","0","0","0","0","0","0","0","0"
"6625","Nothocercus nigrocapillus","1","0","0","0","0","0","0","0","0","0","0","0"
"6626","Nothocrax urumutum","0","0","0","0","0","0","0","0","0","0","0","0"
"6627","Nothoprocta cinerascens","0","0","0","0","0","0","0","0","0","0","0","0"
"6628","Nothoprocta curvirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"6629","Nothoprocta ornata","0","0","0","0","0","0","0","0","0","0","0","0"
"6630","Nothoprocta pentlandii","0","0","0","0","0","0","0","0","0","0","0","0"
"6631","Nothoprocta perdicaria","0","0","0","0","0","0","0","0","0","0","0","0"
"6632","Nothoprocta taczanowskii","1","0","0","0","0","1","0","1","0","0","0","0"
"6633","Nothura boraquira","0","0","0","0","0","0","0","0","0","0","0","0"
"6634","Nothura darwinii","0","0","0","0","0","0","0","0","0","0","0","0"
"6635","Nothura maculosa","1","0","0","0","0","1","0","0","0","0","0","0"
"6636","Nothura minor","1","1","0","0","0","0","1","1","1","0","1","0"
"6637","Notiomystis cincta","1","1","0","0","0","0","0","0","0","0","0","0"
"6638","Notopholia corusca","0","0","0","0","0","0","0","0","0","0","0","0"
"6639","Nucifraga caryocatactes","0","0","0","0","0","0","0","0","0","0","0","0"
"6640","Nucifraga columbiana","0","0","0","0","0","0","0","0","0","0","0","0"
"6641","Nucifraga hemispila","0","0","0","0","0","0","0","0","0","0","0","0"
"6642","Nucifraga multipunctata","0","0","0","0","0","0","0","0","0","0","0","0"
"6643","Numenius americanus","1","0","1","0","0","1","0","0","0","0","0","0"
"6644","Numenius arquata","1","1","1","1","0","1","1","1","1","0","1","0"
"6645","Numenius borealis","1","0","0","1","0","1","0","0","0","0","1","0"
"6646","Numenius madagascariensis","1","0","1","0","0","1","0","0","1","0","1","0"
"6647","Numenius minutus","0","0","0","0","0","0","0","0","0","0","1","0"
"6648","Numenius phaeopus","0","0","0","0","0","0","0","0","0","0","1","0"
"6649","Numenius tahitiensis","1","1","0","1","0","1","0","0","1","0","1","0"
"6650","Numenius tenuirostris","1","0","0","0","0","1","0","1","0","0","0","0"
"6651","Numida meleagris","0","0","0","0","0","0","0","0","0","0","0","0"
"6652","Nyctanassa violacea","0","0","0","0","0","0","0","0","0","0","0","0"
"6653","Nyctibius aethereus","0","0","0","0","0","0","0","0","0","0","0","0"
"6654","Nyctibius grandis","0","0","0","0","0","0","0","0","0","0","0","0"
"6655","Nyctibius griseus","0","0","0","0","0","0","0","0","0","0","0","0"
"6656","Nyctibius jamaicensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6657","Nyctibius leucopterus","0","0","0","0","0","0","0","0","0","0","0","0"
"6658","Nyctibius maculosus","0","0","0","0","0","0","0","0","0","0","0","0"
"6659","Nycticorax caledonicus","0","0","0","0","0","0","0","0","0","0","0","0"
"6660","Nycticorax nycticorax","0","0","0","0","0","0","0","0","0","0","0","0"
"6661","Nycticryphes semicollaris","0","0","0","0","0","0","0","0","0","0","0","0"
"6662","Nyctidromus albicollis","0","0","0","0","0","0","0","0","0","0","0","0"
"6663","Nyctidromus anthonyi","0","0","0","0","0","0","0","0","0","0","0","0"
"6664","Nyctiphrynus mcleodii","0","0","0","0","0","0","0","0","0","0","0","0"
"6665","Nyctiphrynus ocellatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6666","Nyctiphrynus rosenbergi","1","0","1","1","0","1","0","0","0","0","0","0"
"6667","Nyctiphrynus yucatanicus","0","0","0","0","0","0","0","0","0","0","0","0"
"6668","Nyctipolus hirundinaceus","0","0","0","0","0","0","0","0","0","0","0","0"
"6669","Nyctipolus nigrescens","0","0","0","0","0","0","0","0","0","0","0","0"
"6670","Nyctiprogne leucopyga","0","0","0","0","0","0","0","0","0","0","0","0"
"6671","Nyctiprogne vielliardi","1","0","0","0","0","1","0","0","0","0","0","0"
"6672","Nyctyornis amictus","0","0","0","0","0","0","0","0","0","0","0","0"
"6673","Nyctyornis athertoni","0","0","0","0","0","0","0","0","0","0","0","0"
"6674","Nymphicus hollandicus","0","0","0","0","0","0","0","0","0","0","0","0"
"6675","Nystactes noanamae","1","0","0","0","1","1","0","0","0","0","0","0"
"6676","Nystactes tamatia","0","0","0","0","0","0","0","0","0","0","0","0"
"6677","Nystalus chacuru","0","0","0","0","0","0","0","0","0","0","0","0"
"6678","Nystalus maculatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6679","Nystalus radiatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6680","Nystalus striolatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6681","Oceanites gracilis","0","1","0","0","0","0","0","0","0","0","0","0"
"6682","Oceanites oceanicus","0","1","0","0","0","0","0","0","0","0","0","0"
"6683","Oceanites pincoyae","0","0","0","0","0","0","0","0","1","0","0","0"
"6684","Ochetorhynchus andaecola","0","0","0","0","0","0","0","0","0","0","0","0"
"6685","Ochetorhynchus melanurus","0","0","0","0","0","0","0","0","0","0","0","0"
"6686","Ochetorhynchus phoenicurus","0","0","0","0","0","0","0","0","0","0","0","0"
"6687","Ochetorhynchus ruficaudus","0","0","0","0","0","0","0","0","0","0","0","0"
"6688","Ochthoeca cinnamomeiventris","0","0","0","0","0","0","0","0","0","0","0","0"
"6689","Ochthoeca fumicolor","0","0","0","0","0","0","0","0","0","0","0","0"
"6690","Ochthoeca leucophrys","0","0","0","0","0","0","0","0","0","0","0","0"
"6691","Ochthoeca nigrita","0","0","0","0","0","0","0","0","0","0","0","0"
"6692","Ochthoeca oenanthoides","0","0","0","0","0","0","0","0","0","0","0","0"
"6693","Ochthoeca piurae","1","0","0","0","0","0","0","0","0","0","0","0"
"6694","Ochthoeca rufipectoralis","0","0","0","0","0","0","0","0","0","0","0","0"
"6695","Ochthoeca salvini","1","1","0","1","0","1","0","0","0","0","0","0"
"6696","Ochthoeca superciliosa","0","0","0","0","0","0","0","0","0","0","0","0"
"6697","Ochthoeca thoracica","0","0","0","0","0","0","0","0","0","0","0","0"
"6698","Ochthornis littoralis","0","0","0","0","0","0","0","0","0","0","0","0"
"6699","Ocreatus underwoodii","0","0","0","0","0","0","0","0","0","0","0","0"
"6700","Ocyceros birostris","1","0","0","0","0","1","0","0","0","0","0","0"
"6701","Ocyceros gingalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6702","Ocyceros griseus","1","0","0","0","0","0","0","0","0","0","0","0"
"6703","Ocyphaps lophotes","0","0","0","0","0","0","0","0","0","0","0","0"
"6704","Odontophorus atrifrons","1","0","0","0","0","1","0","0","1","0","0","0"
"6705","Odontophorus balliviani","0","0","0","0","0","0","0","0","0","0","0","0"
"6706","Odontophorus capueira","0","0","0","0","0","0","0","0","0","0","0","0"
"6707","Odontophorus columbianus","1","0","0","0","0","1","0","0","0","0","0","0"
"6708","Odontophorus dialeucos","1","0","0","1","0","1","0","0","0","0","0","0"
"6709","Odontophorus erythrops","0","0","0","0","0","0","0","0","0","0","0","0"
"6710","Odontophorus gujanensis","1","0","0","0","0","1","0","0","0","0","0","0"
"6711","Odontophorus guttatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6712","Odontophorus hyperythrus","1","1","1","0","0","1","0","0","0","0","0","0"
"6713","Odontophorus leucolaemus","0","0","0","0","0","0","0","0","0","0","0","0"
"6714","Odontophorus melanonotus","1","0","1","1","0","1","0","0","0","0","0","0"
"6715","Odontophorus melanotis","0","0","0","0","0","0","0","0","0","0","0","0"
"6716","Odontophorus speciosus","1","0","0","0","0","1","0","0","0","0","0","0"
"6717","Odontophorus stellatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6718","Odontophorus strophium","1","1","1","0","1","1","0","0","0","0","0","0"
"6719","Odontorchilus branickii","0","0","0","0","0","0","0","0","0","0","0","0"
"6720","Odontorchilus cinereus","1","0","0","0","0","0","0","0","0","0","0","0"
"6721","Odontospiza griseicapilla","0","0","0","0","0","0","0","0","0","0","0","0"
"6722","Oedistoma iliolophus","0","0","0","0","0","0","0","0","0","0","0","0"
"6723","Oedistoma pygmaeum","0","0","0","0","0","0","0","0","0","0","0","0"
"6724","Oena capensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6725","Oenanthe albifrons","0","0","0","0","0","0","0","0","0","0","0","0"
"6726","Oenanthe albonigra","0","0","0","0","0","0","0","0","0","0","0","0"
"6727","Oenanthe bottae","0","0","0","0","0","0","0","0","0","0","0","0"
"6728","Oenanthe chrysopygia","0","0","0","0","0","0","0","0","0","0","0","0"
"6729","Oenanthe cypriaca","0","0","0","0","0","0","0","0","0","0","0","0"
"6730","Oenanthe deserti","0","0","0","0","0","0","0","0","0","0","0","0"
"6731","Oenanthe dubia","0","0","0","0","0","0","0","0","0","0","0","0"
"6732","Oenanthe familiaris","0","0","0","0","0","0","0","0","0","0","0","0"
"6733","Oenanthe finschii","0","0","0","0","0","0","0","0","0","0","0","0"
"6734","Oenanthe frenata","0","0","0","0","0","0","0","0","0","0","0","0"
"6735","Oenanthe fusca","0","0","0","0","0","0","0","0","0","0","0","0"
"6736","Oenanthe heuglinii","0","0","0","0","0","0","0","0","0","0","0","0"
"6737","Oenanthe hispanica","0","0","0","0","0","0","0","0","0","0","0","0"
"6738","Oenanthe isabellina","0","0","0","0","0","0","0","0","0","0","0","0"
"6739","Oenanthe leucopyga","0","0","0","0","0","0","0","0","0","0","0","0"
"6740","Oenanthe leucura","0","0","0","0","0","0","0","0","0","0","0","0"
"6741","Oenanthe lugens","0","0","0","0","0","0","0","0","0","0","0","0"
"6742","Oenanthe melanura","0","0","0","0","0","0","0","0","0","0","0","0"
"6743","Oenanthe moesta","0","0","0","0","0","0","0","0","0","0","0","0"
"6744","Oenanthe monacha","0","0","0","0","0","0","0","0","0","0","0","0"
"6745","Oenanthe oenanthe","1","0","1","0","0","1","0","0","0","0","1","0"
"6746","Oenanthe phillipsi","0","0","0","0","0","0","0","0","0","0","0","0"
"6747","Oenanthe picata","0","0","0","0","0","0","0","0","0","0","0","0"
"6748","Oenanthe pileata","0","0","0","0","0","0","0","0","0","0","0","0"
"6749","Oenanthe pleschanka","0","0","0","0","0","0","0","0","0","0","0","0"
"6750","Oenanthe scotocerca","0","0","0","0","0","0","0","0","0","0","0","0"
"6751","Oenanthe seebohmi","0","0","0","0","0","0","0","0","0","0","0","0"
"6752","Oenanthe xanthoprymna","0","0","0","0","0","0","0","0","0","0","0","0"
"6753","Ognorhynchus icterotis","1","0","1","0","0","1","0","0","0","0","0","0"
"6754","Oncostoma cinereigulare","0","0","0","0","0","0","0","0","0","0","0","0"
"6755","Oncostoma olivaceum","0","0","0","0","0","0","0","0","0","0","0","0"
"6756","Oneillornis lunulatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6757","Oneillornis salvini","0","0","0","0","0","0","0","0","0","0","0","0"
"6758","Onychognathus albirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"6759","Onychognathus blythii","0","0","0","0","0","0","0","0","0","0","0","0"
"6760","Onychognathus frater","1","0","0","0","0","1","0","0","0","0","0","0"
"6761","Onychognathus fulgidus","0","0","0","0","0","0","0","0","0","0","0","0"
"6762","Onychognathus morio","0","0","0","0","0","0","0","0","0","0","0","0"
"6763","Onychognathus nabouroup","0","0","0","0","0","0","0","0","0","0","0","0"
"6764","Onychognathus neumanni","0","0","0","0","0","0","0","0","0","0","0","0"
"6765","Onychognathus salvadorii","0","0","0","0","0","0","0","0","0","0","0","0"
"6766","Onychognathus tenuirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"6767","Onychognathus tristramii","0","0","0","0","0","0","0","0","0","0","0","0"
"6768","Onychognathus walleri","0","0","0","0","0","0","0","0","0","0","0","0"
"6769","Onychoprion aleuticus","0","1","0","0","0","1","1","0","0","0","1","0"
"6770","Onychoprion anaethetus","0","0","0","0","0","1","1","0","0","0","0","0"
"6771","Onychoprion fuscatus","0","1","0","0","0","1","0","0","0","0","1","0"
"6772","Onychoprion lunatus","0","1","0","0","0","0","0","0","0","0","0","0"
"6773","Onychorhynchus coronatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6774","Onychorhynchus mexicanus","0","0","0","0","0","0","0","0","0","0","0","0"
"6775","Onychorhynchus occidentalis","1","0","1","0","0","1","0","1","0","0","0","0"
"6776","Onychorhynchus swainsoni","1","0","1","0","0","1","0","0","0","0","0","0"
"6777","Onychostruthus taczanowskii","0","0","0","0","0","0","0","0","0","0","0","0"
"6778","Ophrysia superciliosa","0","0","0","1","0","1","0","0","0","0","1","0"
"6779","Opisthocomus hoazin","0","0","0","0","0","0","0","0","0","0","0","0"
"6780","Opisthoprora euryptera","0","0","0","0","0","0","0","0","0","0","0","0"
"6781","Oporornis agilis","0","0","0","0","0","0","0","0","0","0","0","0"
"6782","Orchesticus abeillei","1","0","0","0","0","1","0","1","0","0","0","0"
"6783","Oreocharis arfaki","0","0","0","0","0","0","0","0","0","0","0","0"
"6784","Oreocossypha isabellae","0","0","0","0","0","0","0","0","0","0","0","0"
"6785","Oreoica gutturalis","0","0","0","0","0","0","0","0","0","0","0","0"
"6786","Oreolais pulcher","0","0","0","0","0","0","0","0","0","0","0","0"
"6787","Oreolais ruwenzorii","0","0","0","0","0","0","0","0","0","0","0","0"
"6788","Oreomystis bairdi","1","1","0","0","0","1","0","0","0","0","1","0"
"6789","Oreonympha albolimbata","0","0","0","0","0","0","0","0","0","0","0","0"
"6790","Oreonympha nobilis","0","0","0","0","0","0","0","0","0","0","0","0"
"6791","Oreophasis derbianus","1","1","0","0","1","1","0","0","0","0","1","0"
"6792","Oreophilais robertsi","0","0","0","0","0","0","0","0","0","0","1","0"
"6793","Oreopholus ruficollis","0","0","0","0","0","0","0","0","0","0","0","0"
"6794","Oreopsar bolivianus","0","0","0","0","0","0","0","0","0","0","0","0"
"6795","Oreopsittacus arfaki","0","0","0","0","0","0","0","0","0","0","0","0"
"6796","Oreornis chrysogenys","0","0","0","0","0","0","0","0","0","0","1","0"
"6797","Oreortyx pictus","0","0","0","0","0","0","0","0","0","0","0","0"
"6798","Oreoscoptes montanus","0","0","0","0","0","0","0","0","0","0","0","0"
"6799","Oreoscopus gutturalis","0","0","0","0","0","0","0","0","0","0","1","0"
"6800","Oreostruthus fuliginosus","0","0","0","0","0","0","0","0","0","0","0","0"
"6801","Oreothlypis gutturalis","0","0","0","0","0","0","0","0","0","0","0","0"
"6802","Oreothlypis superciliosa","0","0","0","0","0","0","0","0","0","0","0","0"
"6803","Oreothraupis arremonops","1","0","1","0","1","1","0","1","0","0","0","0"
"6804","Oreotrochilus adela","1","0","0","0","0","1","0","1","0","0","0","0"
"6805","Oreotrochilus chimborazo","0","0","0","0","0","0","0","0","0","0","0","0"
"6806","Oreotrochilus estella","0","0","0","0","0","0","0","0","0","0","0","0"
"6807","Oreotrochilus leucopleurus","0","0","0","0","0","0","0","0","0","0","0","0"
"6808","Oreotrochilus melanogaster","0","0","0","0","0","0","0","0","0","0","0","0"
"6809","Oreotrochilus stolzmanni","0","0","0","0","0","0","0","0","0","0","0","0"
"6810","Origma solitaria","0","0","0","0","0","0","0","0","0","0","1","0"
"6811","Oriolia bernieri","1","0","0","0","0","1","0","0","0","0","1","0"
"6812","Oriolus albiloris","0","0","0","0","0","0","0","0","0","0","0","0"
"6813","Oriolus auratus","0","0","0","0","0","0","0","0","0","0","0","0"
"6814","Oriolus bouroensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6815","Oriolus brachyrynchus","0","0","0","0","0","0","0","0","0","0","0","0"
"6816","Oriolus chinensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6817","Oriolus chlorocephalus","0","0","0","0","0","0","0","0","0","0","0","0"
"6818","Oriolus consanguineus","0","0","0","0","0","0","0","0","0","0","0","0"
"6819","Oriolus crassirostris","1","0","1","0","1","1","0","0","0","0","0","0"
"6820","Oriolus cruentus","1","0","0","0","0","1","0","0","0","0","0","0"
"6821","Oriolus decipiens","0","0","0","0","0","0","0","0","0","0","0","0"
"6822","Oriolus finschi","0","0","0","0","0","0","0","0","0","0","0","0"
"6823","Oriolus flavocinctus","0","0","0","0","0","0","0","0","0","0","0","0"
"6824","Oriolus forsteni","0","0","0","0","0","0","0","0","0","0","0","0"
"6825","Oriolus hosii","1","0","0","0","0","1","0","0","0","0","0","0"
"6826","Oriolus isabellae","1","1","0","0","0","1","0","0","0","0","1","0"
"6827","Oriolus kundoo","0","0","0","0","0","1","0","0","0","0","1","0"
"6828","Oriolus larvatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6829","Oriolus melanotis","0","0","0","0","0","0","0","0","0","0","0","0"
"6830","Oriolus mellianus","1","0","0","0","0","1","0","1","0","0","0","0"
"6831","Oriolus monacha","0","0","0","0","0","0","0","0","0","0","0","0"
"6832","Oriolus nigripennis","0","0","0","0","0","0","0","0","0","0","0","0"
"6833","Oriolus oriolus","0","0","0","0","0","0","0","0","0","0","0","0"
"6834","Oriolus percivali","0","0","0","0","0","0","0","0","0","0","0","0"
"6835","Oriolus phaeochromus","0","0","0","0","0","0","0","0","0","0","0","0"
"6836","Oriolus sagittatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6837","Oriolus steerii","0","0","0","0","0","0","0","0","0","0","0","0"
"6838","Oriolus szalayi","0","0","0","0","0","0","0","0","0","0","0","0"
"6839","Oriolus tenuirostris","0","0","0","0","0","0","0","0","0","0","0","0"
"6840","Oriolus traillii","0","0","0","0","0","0","0","0","0","0","0","0"
"6841","Oriolus xanthonotus","1","0","0","0","0","1","0","1","0","0","0","0"
"6842","Oriolus xanthornus","0","0","0","0","0","0","0","0","0","0","0","0"
"6843","Oriturus superciliosus","0","0","0","0","0","0","0","0","0","0","0","0"
"6844","Ornithion brunneicapillus","0","0","0","0","0","0","0","0","0","0","0","0"
"6845","Ornithion inerme","0","0","0","0","0","0","0","0","0","0","0","0"
"6846","Ornithion semiflavum","0","0","0","0","0","0","0","0","0","0","0","0"
"6847","Ornorectes cristatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6848","Oroanassa magnifica","1","0","0","0","1","1","1","1","1","0","0","0"
"6849","Orochelidon andecola","0","0","0","0","0","0","0","0","0","0","0","0"
"6850","Orochelidon flavipes","0","0","0","0","0","0","0","0","0","0","0","0"
"6851","Orochelidon murina","0","0","0","0","0","0","0","0","0","0","0","0"
"6852","Ortalis araucuan","0","0","0","0","0","0","0","0","0","0","0","0"
"6853","Ortalis canicollis","0","0","0","0","0","0","0","0","0","0","0","0"
"6854","Ortalis cinereiceps","0","0","0","0","0","0","0","0","0","0","0","0"
"6855","Ortalis columbiana","0","0","0","0","0","0","0","0","0","0","0","0"
"6856","Ortalis erythroptera","1","0","0","1","0","1","0","0","0","0","0","0"
"6857","Ortalis garrula","0","0","0","0","0","0","0","0","0","0","0","0"
"6858","Ortalis guttata","0","0","0","0","0","0","0","0","0","0","0","0"
"6859","Ortalis leucogastra","0","0","0","0","0","0","0","0","0","0","0","0"
"6860","Ortalis motmot","0","0","0","0","0","0","0","0","0","0","0","0"
"6861","Ortalis poliocephala","0","0","0","0","0","0","0","0","0","0","0","0"
"6862","Ortalis ruficauda","0","0","0","0","0","0","0","0","0","0","0","0"
"6863","Ortalis squamata","0","0","0","0","0","1","0","0","0","0","0","0"
"6864","Ortalis superciliaris","1","0","0","0","0","1","0","0","0","0","0","0"
"6865","Ortalis vetula","0","0","0","0","0","0","0","0","0","0","0","0"
"6866","Ortalis wagleri","0","0","1","0","0","1","0","0","0","0","0","0"
"6867","Orthogonys chloricterus","0","0","0","0","0","0","0","0","0","0","0","0"
"6868","Orthonyx novaeguineae","0","0","0","0","0","0","0","0","0","0","0","0"
"6869","Orthonyx spaldingii","0","0","0","0","0","0","0","0","0","0","1","0"
"6870","Orthonyx temminckii","0","0","0","0","0","0","0","0","0","0","0","0"
"6871","Orthopsittaca manilatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6872","Orthorhyncus cristatus","0","0","0","0","0","0","0","0","0","0","0","0"
"6873","Orthotomus atrogularis","0","0","0","0","0","0","0","0","0","0","0","0"
"6874","Orthotomus castaneiceps","0","0","0","0","0","0","0","0","0","0","0","0"
"6875","Orthotomus chaktomuk","1","0","1","0","0","0","0","1","0","0","0","0"
"6876","Orthotomus chloronotus","0","0","0","0","0","0","0","0","0","0","0","0"
"6877","Orthotomus cinereiceps","0","0","0","0","0","0","0","0","0","0","0","0"
"6878","Orthotomus derbianus","0","0","0","0","0","0","0","0","0","0","0","0"
"6879","Orthotomus frontalis","0","0","0","0","0","0","0","0","0","0","0","0"
"6880","Orthotomus nigriceps","0","0","0","0","0","0","0","0","0","0","0","0"
"6881","Orthotomus ruficeps","0","0","0","0","0","0","0","0","0","0","0","0"
"6882","Orthotomus samarensis","1","0","0","0","0","1","0","0","0","0","0","0"
"6883","Orthotomus sepium","0","0","0","0","0","0","0","0","0","0","0","0"
"6884","Orthotomus sericeus","0","0","0","0","0","0","0","0","0","0","0","0"
"6885","Orthotomus sutorius","0","0","0","0","0","0","0","0","0","0","0","0"
"6886","Ortygospiza atricollis","0","0","0","0","0","0","0","0","0","0","0","0"
"6887","Ortyxelos meiffrenii","0","0","0","0","0","0","0","0","0","0","0","0"
"6888","Otidiphaps aruensis","1","0","0","0","0","1","0","0","0","0","0","0"
"6889","Otidiphaps cervicalis","0","0","0","0","0","0","0","0","0","0","0","0"
"6890","Otidiphaps insularis","1","1","0","0","0","1","0","0","0","0","0","0"
"6891","Otidiphaps nobilis","0","0","0","0","0","0","0","0","0","0","0","0"
"6892","Otis tarda","1","0","0","0","1","1","1","0","1","0","1","0"
"6893","Otocichla mupinensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6894","Otus alfredi","1","0","0","0","1","1","0","1","0","0","1","0"
"6895","Otus alius","1","0","1","0","1","1","0","0","1","1","0","0"
"6896","Otus angelinae","1","0","1","1","0","0","0","0","0","0","0","0"
"6897","Otus bakkamoena","0","0","0","0","0","0","0","0","0","0","0","0"
"6898","Otus balli","1","0","1","0","0","1","0","0","0","0","0","0"
"6899","Otus beccarii","1","0","0","0","0","1","0","0","0","0","0","0"
"6900","Otus brookii","0","0","0","0","0","0","0","0","0","0","0","0"
"6901","Otus brucei","0","0","0","0","0","0","0","0","1","0","0","0"
"6902","Otus capnodes","1","1","0","0","0","1","0","0","0","0","1","0"
"6903","Otus collari","0","0","0","0","0","0","0","0","0","0","0","0"
"6904","Otus cyprius","1","0","0","0","0","0","0","0","0","0","0","0"
"6905","Otus elegans","1","0","1","0","0","1","0","0","0","0","0","0"
"6906","Otus enganensis","1","0","0","0","0","1","0","0","0","0","0","0"
"6907","Otus everetti","0","0","0","0","0","0","0","0","0","0","0","0"
"6908","Otus feae","1","0","1","0","1","0","0","0","0","0","0","0"
"6909","Otus fuliginosus","1","0","0","0","0","1","0","0","0","0","0","0"
"6910","Otus gurneyi","1","0","0","1","0","1","0","1","0","0","1","0"
"6911","Otus hartlaubi","1","0","1","0","1","1","0","0","0","0","0","0"
"6912","Otus icterorhynchus","0","0","0","0","0","0","0","0","0","0","0","0"
"6913","Otus insularis","1","1","1","0","0","1","1","1","0","0","1","0"
"6914","Otus ireneae","1","0","0","1","0","1","0","0","0","0","1","0"
"6915","Otus jolandae","1","0","1","0","0","1","0","0","0","0","0","0"
"6916","Otus lempiji","0","0","0","0","0","0","0","0","0","0","0","0"
"6917","Otus lettia","0","0","0","0","0","0","0","0","0","0","0","0"
"6918","Otus longicornis","1","0","0","1","0","1","0","0","0","0","0","0"
"6919","Otus magicus","0","0","0","0","0","0","0","0","0","0","0","0"
"6920","Otus manadensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6921","Otus mantananensis","1","1","1","0","0","1","0","0","0","0","0","0"
"6922","Otus mayottensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6923","Otus megalotis","0","0","0","0","0","0","0","0","0","0","0","0"
"6924","Otus mendeni","1","0","1","1","0","1","0","0","0","0","0","0"
"6925","Otus mentawi","1","0","0","0","0","1","0","1","0","0","1","0"
"6926","Otus mindorensis","0","0","0","0","0","1","0","0","0","0","0","0"
"6927","Otus mirus","1","0","0","1","0","1","0","0","0","0","0","0"
"6928","Otus moheliensis","1","1","0","0","0","1","0","0","0","0","1","0"
"6929","Otus nigrorum","1","0","0","0","0","1","0","0","0","0","0","0"
"6930","Otus pamelae","0","0","0","0","0","0","0","0","0","0","0","0"
"6931","Otus pauliani","1","1","0","0","1","1","0","0","0","0","1","0"
"6932","Otus pembaensis","1","1","1","0","0","1","0","0","0","0","1","0"
"6933","Otus rufescens","1","0","0","0","0","1","0","1","0","0","0","0"
"6934","Otus rutilus","0","0","0","0","0","0","0","0","0","0","0","0"
"6935","Otus sagittatus","1","0","0","0","0","1","0","0","0","0","0","0"
"6936","Otus scops","1","1","1","1","1","1","0","1","1","0","0","0"
"6937","Otus semitorques","0","0","0","0","0","0","0","0","0","0","0","0"
"6938","Otus senegalensis","0","0","0","0","0","0","0","0","0","0","0","0"
"6939","Otus siaoensis","1","0","0","0","0","1","0","0","0","0","0","0"
"6940","Otus silvicola","0","0","0","0","0","0","0","0","0","0","0","0"
"6941","Otus socotranus","0","0","0","0","0","0","0","0","0","0","0","0"
"6942","Otus spilocephalus","0","0","0","0","0","0","0","0","0","0","0","0"
"6943","Otus sulaensis","1","0","0","0","0","1","0","0","0","0","0","0"
"6944","Otus sunia","1","0","0","0","0","1","0","0","1","0","0","0"
"6945","Otus tempestatis","0","0","0","0","0","0","0","0","0","0","0","0"
"6946","Otus thilohoffmanni","1","0","1","1","0","1","0","0","0","0","0","0"
"6947","Otus umbra","1","0","0","0","0","1","0","0","0","0","0","0"
"6948","Oxylabes madagascariensis","0","0","0","0","0","0","0","0","0","0","0","0"
